¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(336.48, 7.68, 345.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.132934
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.31418
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.730314
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15121
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49312
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88097
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37779
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92397
á(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52722
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22353
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05513
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.16685
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.9267
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.93953
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.07475
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.60916
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66903
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.65887
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636476
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878518
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135434
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.436743
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.765841
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12664
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.519272
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.911934
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.290692
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704634
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1499
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4917
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88863
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38616
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93318
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53742
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23347
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.05374
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18458
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94641
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.97196
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.04446
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.56382
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63221
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30521
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.626022
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866878
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121704
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418092
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745411
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104202
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498421
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.890623
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267491
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67918
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13078
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49091
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8967
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.395
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94296
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54821
ß(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24391
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97994
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2033
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.96724
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.9186
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.08284
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.51982
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56643
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.96181
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61557
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855242
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109142
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399398
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724978
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081753
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474426
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.869523
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.2445
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.654036
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10315
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49071
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90519
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40431
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95323
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55955
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25879
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.89245
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.23762
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.98919
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86441
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.12263
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.47716
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50327
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.62826
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605098
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.843633
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09659
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38072
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704486
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059297
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449615
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.848701
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.221766
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.629209
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07587
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49108
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91412
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41413
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96397
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57149
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27449
İ(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80811
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.24072
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.01227
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.8709
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.06601
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.43581
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44267
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.24982
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59462
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832045
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084077
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361974
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684019
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.036785
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424807
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.826946
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.199319
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.604651
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04888
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49207
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92347
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42439
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97525
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58526
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29081
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.72684
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.24456
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.05446
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.89801
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.00564
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.46087
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38461
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1851
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.58413
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820504
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071608
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343254
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663574
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014293
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.400033
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.79958
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.177089
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.580352
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02225
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49366
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93328
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4351
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98709
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60041
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30772
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.65718
Ú(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.24915
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.115
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.9264
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.9467
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.39897
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.32906
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12335
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57365
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.808963
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059134
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.329597
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64311
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.991848
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375264
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772476
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155151
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556365
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.995904
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47947
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94346
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44629
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99945
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61608
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32521
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58844
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2545
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.17336
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.97594
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.93239
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.3311
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27603
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0645
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.61236
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.563135
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.797446
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046699
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316126
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62259
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969362
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350519
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.74554
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133451
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.532653
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.96991
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45081
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95032
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45797
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01228
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63224
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34332
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.51728
Ş(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.26059
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.18028
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.04684
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.96733
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.26491
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22255
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00858
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83689
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552636
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785947
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.034327
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.302736
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.602133
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946905
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32575
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.71883
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112028
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.509227
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.944209
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42251
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93872
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46186
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0257
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64899
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36207
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47423
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.27971
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.18805
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.11968
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.02655
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.20037
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10379
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85594
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.77952
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.55074
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542134
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77449
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.02197
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.28933
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581658
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92448
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301056
(336.53, 7.73, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.692355
