¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ü(399.26, 14.03, 248.07) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 10.49038
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.847402
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.211147
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.624315
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.082277
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.565148
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09506
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68108
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34264
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08059
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92574
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.92119
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87219
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20619
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78712
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70551
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17265
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.43822
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.606881
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.78723
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981062
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.189978
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413984
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.655371
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.916708
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.198543
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.507637
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.847425
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.210685
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.623804
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.079844
¾(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.561833
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09136
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67598
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33688
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07234
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.91501
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.89765
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84596
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1561
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73687
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63098
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07402
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.438286
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.606953
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.787307
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981263
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190195
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.414168
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.655569
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.916923
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.198563
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.507803
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.847609
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.210393
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.623481
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.077666
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.558834
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08801
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6713
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3307
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06464
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90489
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.87499
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82065
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10736
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68833
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55392
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97829
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.438429
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.607106
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.78747
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981553
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190506
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.414459
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.655882
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.917116
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.198727
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.508117
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.847951
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.210273
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.623347
µ(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.075748
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.556154
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08502
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66702
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32344
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.05749
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89536
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.8532
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.91004
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05998
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64143
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47908
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.88541
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.438648
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.607339
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.787721
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981933
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190915
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.414858
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.656313
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.9174
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.199035
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.508574
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.848228
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.210324
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.623404
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.074089
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.55379
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08163
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66317
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3167
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.05089
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88644
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83227
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.88335
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01394
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58252
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40644
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79535
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.438943
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.607654
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.788057
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.9824
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.191417
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.415363
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.656861
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.917815
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.199486
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.509178
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.847978
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.210546
²(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.623652
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.072684
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.551746
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07825
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65971
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31048
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04484
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87811
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.81219
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.85768
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96924
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52412
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.336
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68786
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.439314
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.608049
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.788482
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982956
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.192015
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.415977
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.657523
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.918362
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.20008
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.509926
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.847922
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.21094
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.624084
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.07154
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.550017
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07525
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65668
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30477
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03933
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87038
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79298
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.83302
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.03317
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46745
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26769
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57886
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.439761
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.608527
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.788992
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.983601
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.192709
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.4167
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.658304
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.919043
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.200821
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.510821
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.848059
°(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.211504
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.62471
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.070654
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.548606
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07263
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65405
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29958
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03437
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86325
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77461
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.80935
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.99951
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41252
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20149
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.4729
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.440283
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.609085
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.789672
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.984334
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193497
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.417528
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.659199
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.919855
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.201704
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.511859
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.848387
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.212241
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.625525
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.070025
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.547512
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0704
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65184
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2949
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02996
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85671
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.75709
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.78669
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.96711
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35931
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1374
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36994
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.440881
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.609725
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.790438
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.985156
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.19438
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.418466
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.660211
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.920801
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.202731
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.513043
¯(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.84891
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.213147
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.626527
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.069653
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.546735
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06854
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65003
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29124
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02187
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85076
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.74041
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.76501
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.93599
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.31509
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07532
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26986
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.441556
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.610444
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.791287
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.986065
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195358
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.419508
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.661339
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.921879
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.2039
(398.96, 14.03, 247.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.514373
