°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
®(337.68, 7.64, 327.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95859
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08359
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.30009
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.39155
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.36699
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.34595
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.32844
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.31443
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.30392
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.29688
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.29333
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.29326
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.064332
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269575
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490238
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.72803
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984997
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263472
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.56629
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895741
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.245691
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.633671
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.080441
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.577508
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07705
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46933
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89509
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35868
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84192
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54064
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52097
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97108
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07749
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.50646
î(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.53365
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.50892
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.48774
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.4701
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.45598
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.93495
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.92862
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.92541
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.92533
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.065455
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270788
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491544
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.729456
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986507
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265135
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568056
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.898625
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249368
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.639647
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.087067
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.584896
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07961
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47208
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89808
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36017
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84322
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49644
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4695
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9431
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07172
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4993
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.68105
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.65615
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.63481
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.61704
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.52714
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.51709
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.51011
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.50619
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.50533
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.066612
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.27204
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492908
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.730875
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.9881
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.266829
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569938
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.90061
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253109
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.645626
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093748
ö(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.588118
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07737
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47542
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90169
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36211
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8453
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45278
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41873
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91543
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.06187
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.49255
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.8339
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.80881
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.78731
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.76941
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.75507
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.74429
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.73706
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.73338
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.73324
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.067776
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.273292
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494254
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732347
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989644
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268555
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.571794
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.902671
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256916
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651687
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100432
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586918
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06942
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47932
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90595
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36475
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84817
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40976
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42944
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56699
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03339
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.48624
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.99234
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.96705
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.94539
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.92735
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.91289
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.90202
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.89472
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.89099
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.89083
é(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.068998
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.274582
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495647
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.733837
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.991255
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270289
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573688
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.904754
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.260841
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.657741
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.106699
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.585845
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0618
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48386
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9108
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36812
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85184
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3805
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47964
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53058
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99952
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.46984
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.15652
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.13104
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.10921
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.09101
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.07644
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.06547
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.05809
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.05431
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.05413
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.070215
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275908
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49702
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735357
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99291
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272069
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575633
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.906913
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.264835
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663828
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105766
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.584806
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05454
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48893
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91635
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37222
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85632
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38539
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52987
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53291
ú(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.70484
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.71399
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.68914
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.66728
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.64839
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.63247
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.61951
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.60948
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.60239
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.59823
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.597
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.071438
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277252
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.498438
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736908
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.994595
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.273906
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577605
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.909069
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.268887
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.66995
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104927
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.583906
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04771
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49462
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92251
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37706
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86158
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39116
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58012
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53622
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.59525
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.60283
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.57917
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.55848
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.54074
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.52595
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.51409
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.50516
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.49914
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.49604
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.49584
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.072711
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.278567
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499916
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738487
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.996309
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.275764
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.579629
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911246
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.27302
ì(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.672106
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104193
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.583035
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04117
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50085
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92931
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38261
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86763
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4423
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63039
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5405
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.77574
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.74886
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.72499
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.70413
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.68624
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.67131
(337.66, 7.62, 328.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.65935
