¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(379.82, 15.71, 278.38) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.394599
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60018
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0421
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50571
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01182
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56651
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17692
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.39359
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.95665
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.72324
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58399
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.55177
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.63518
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.85209
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.25454
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.76235
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.74004
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.090273
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42602
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.789046
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18279
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61108
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04676
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51076
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01741
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57257
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18363
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57108
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9591
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.72656
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58752
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.55289
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.63351
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.84745
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.2439
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.76057
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.71513
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.098773
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.435241
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.799086
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19363
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61666
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05145
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5159
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02298
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57875
ó(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19042
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.7861
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96169
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.72986
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.59139
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.55422
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.62609
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.84314
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.23366
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.7448
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.70248
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10733
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.44446
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.809027
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20445
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61862
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05619
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52107
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02863
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58495
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19727
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84848
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.03467
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.73331
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.59454
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.55492
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.61901
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.83453
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.22384
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.73759
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.70691
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115753
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453542
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.818882
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21514
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62057
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05899
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52625
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03432
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59117
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20251
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85494
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.19517
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.73692
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.59611
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.55471
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.6127
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.82168
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.21222
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.80351
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.71202
‰(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.124142
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.462589
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.828679
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21887
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62251
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0611
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53152
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04004
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5975
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20481
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8616
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.40837
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.74069
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.59787
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.55285
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.6098
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.8107
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.19672
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.79227
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.71774
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132452
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.471613
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.838455
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22068
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62445
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06325
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53682
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04587
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60386
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20724
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8676
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57796
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.74461
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.59982
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.54747
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.60718
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.80326
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.18168
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.78619
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.72418
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140709
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.480507
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.848081
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22244
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6264
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06534
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54219
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05171
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61029
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20974
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87036
õ(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58572
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.86759
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.60197
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.54238
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.60048
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.79617
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.1671
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.7805
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.70923
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.14888
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.489344
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.85113
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22423
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62837
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06745
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54621
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0576
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61335
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21235
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87324
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59366
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04551
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.60431
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.53758
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.59068
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.7886
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.15299
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.77524
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.68896
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156982
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.498143
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.852776
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22602
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63029
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06957
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54849
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06349
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61576
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21503
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8763
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60172
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.27895
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.60336
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.53308
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.58123
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.77679
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.13978
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.7704
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66936
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089043
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.50683
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.854454
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2278
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63223
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07172
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55082
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06948
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61836
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21786
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87938
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61007
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38677
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.59962
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.52977
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.57214
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.76539
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.1286
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.76634
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.65051
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993841
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.510268
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856061
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22958
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63416
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07377
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5531
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07498
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62097
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22081
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88262
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61647
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39053
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.74571
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.5256
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.56417
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.7544
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.11787
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.76206
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.66415
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874007
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514142
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.860456
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2345
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63971
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08007
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56024
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07746
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62371
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22376
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8859
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61599
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38429
û(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.95197
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.51821
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.55952
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.7438
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.11331
(379.82, 15.71, 278.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.75817
