¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ƒ(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.32724
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.594045
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.966909
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.181711
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.40851
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.648266
…(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.902052
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1711
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81457
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62436
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56722
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48628
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66441
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1951
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89305
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21471
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97915
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.150426
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.282982
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.422394
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.570229
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.727219
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.894212
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.072198
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262219
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.482379
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.720409
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97766
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25651
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559342
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.879686
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238271
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632389
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.991126
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.207199
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.435275
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676489
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.931831
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18989
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85962
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67646
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62247
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46555
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63628
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20044
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92383
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26433
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00916
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.155975
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.287904
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.427607
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.575763
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.733066
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.900417
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.07882
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269266
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490055
„(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728667
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.9866
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.266222
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.567716
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.912073
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273766
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.671481
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.016431
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.233763
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463259
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.705931
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.962914
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20995
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90589
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60669
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43946
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60992
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14561
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95262
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29083
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04235
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.160794
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.293006
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.432986
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.581468
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.739123
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.906888
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.085691
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276613
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.497964
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737234
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995871
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276262
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568746
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.945136
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310024
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711341
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.042835
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261463
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.492422
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.736649
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.984486
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23133
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95347
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78511
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59241
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40381
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5853
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09308
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98405
‡(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31998
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20912
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.165818
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.298299
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.438596
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.587404
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.745441
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.913624
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.092814
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.284226
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506166
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74605
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005391
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286617
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570206
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978831
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346932
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752047
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.070286
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.290337
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522791
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.768683
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00607
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25588
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00231
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84174
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57968
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36974
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56241
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0428
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01811
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35222
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40969
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.17101
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.303797
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.444416
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.593596
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.752004
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.920563
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.100236
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292148
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514599
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.755119
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.015223
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297291
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.572074
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013124
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.384617
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.793516
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.098846
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.320374
†(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.554392
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.793052
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02894
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29572
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05249
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89993
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56839
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33725
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54121
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99479
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05482
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3875
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61752
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.176389
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.309485
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.450466
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.599968
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.758806
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.927777
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.107939
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.300338
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523277
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764525
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025378
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30465
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574347
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019705
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.422966
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.835835
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128531
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.351553
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.587255
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.816004
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05309
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33661
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10081
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95972
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55856
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30625
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51713
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94894
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09423
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45535
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.83293
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.18198
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.315408
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.456675
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.606555
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.765814
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.935242
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.11588
‚(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.308819
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532211
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.774152
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.035795
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.307166
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577031
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.016111
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.462084
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.879001
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159352
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.383952
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614347
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.840244
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07854
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37856
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14927
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97451
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55023
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27684
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48872
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90526
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13631
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56064
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02188
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.18363
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.321462
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.46314
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.613368
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.773031
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.942966
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.124089
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3176
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541457
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.784088
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046555
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310042
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580144
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0125
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501947
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922988
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.191287
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.417571
(388.75, 7.11, 357.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.638649
