¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¦(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51956
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61354
„(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.54819
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290267
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510209
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751831
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.013136
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296597
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.605131
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942182
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.311755
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.639652
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.011199
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.572198
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20931
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93903
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79081
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67904
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72313
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98012
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47614
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05983
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75391
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.54361
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.50151
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290318
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509336
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750354
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.011557
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294895
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.603285
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.940121
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297841
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611722
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.951662
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.476372
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10012
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81343
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7704
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64436
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66075
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87514
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.349
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93739
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67447
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.44905
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.46528
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290381
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509375
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7489
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009958
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293134
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60136
„(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.938054
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272379
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584186
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.921833
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.382252
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.992947
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69038
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74988
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62065
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63305
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82437
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24651
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81661
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59625
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.35601
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4299
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290462
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509482
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74737
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.00834
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291393
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599443
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935963
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.247274
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.557095
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.892447
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289776
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.887794
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56984
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67242
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5969
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60522
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79143
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20692
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75224
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51437
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26674
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.3954
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.29048
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509539
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745882
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.006682
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289576
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597514
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933825
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222575
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.530422
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863552
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.225244
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.784649
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45175
…(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54001
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57302
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57733
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75841
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16721
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69923
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43212
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.20208
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38546
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290555
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509564
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745496
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005026
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2878
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595528
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914725
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.198271
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.504131
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.835091
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.194347
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683422
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33604
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40914
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54913
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54939
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72532
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12743
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64664
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35092
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13855
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38448
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290627
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50968
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745552
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003329
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285964
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.593528
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892467
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174292
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478275
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.807138
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163953
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.58411
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22268
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2798
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52512
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52136
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69219
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07694
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59269
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27082
„(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07615
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38426
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290698
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509725
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745611
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001591
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284068
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591513
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.870581
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.150729
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.452843
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.779598
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134068
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.51982
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11161
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15199
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50109
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49328
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65895
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02248
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52738
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19175
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01486
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38485
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290765
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50978
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745695
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.000395
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.282213
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589482
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.849037
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.127531
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427821
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752542
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.1047
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.487803
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00278
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02575
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4599
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46515
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62568
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9684
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46259
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11379
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95467
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35552
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290811
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509865
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745743
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.000472
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280296
†(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570284
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827786
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104692
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.403202
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725895
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075775
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.456327
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.896118
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90108
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30053
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43696
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59243
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93278
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44013
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0993
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95886
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35303
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290874
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50992
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745815
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.000549
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.278399
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.550846
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806923
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.082236
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378996
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.699731
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047364
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.425423
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.837998
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80373
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25414
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4536
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62588
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96971
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48448
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13498
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98709
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38571
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290935
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510003
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745912
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.00063
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276482
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.531688
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786395
(334.02, 7.50, 356.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060542
