¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¦(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.062778
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019781
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302238
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606639
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.935633
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29219
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.386603
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.403067
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.421007
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440381
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.461321
¸(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.483727
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.507667
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.533134
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.560171
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.588842
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.619088
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.650983
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684522
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.719779
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.756738
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.795438
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.835957
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.878263
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.92245
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968484
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01649
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06642
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11841
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17248
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22864
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28697
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.047586
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332176
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638966
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.970621
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.330194
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.41313
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429791
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.447867
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.467503
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.488585
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.511195
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.53537
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.561063
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.588348
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.617235
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.64771
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679862
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.713668
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.749164
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.786402
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.825408
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.866179
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.908805
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.95325
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999618
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04795
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09822
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15055
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20496
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26147
º(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32016
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.075575
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362303
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.671495
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005827
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.368461
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.441033
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.45786
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.476192
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496004
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517324
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.540148
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.564543
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.590472
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.618015
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.64714
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.677896
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.710285
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.744362
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.780139
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.817649
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856981
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.898029
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.940929
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.985757
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03241
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08109
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13174
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18443
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23919
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29608
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35517
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103757
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392642
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704251
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041327
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.407007
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.470349
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.487402
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.505919
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525963
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.547497
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.57057
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.595207
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.621408
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649177
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678559
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709582
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.742275
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.776634
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.812713
¹(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.850519
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.890108
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.931492
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.974752
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01987
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06692
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11592
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16693
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21999
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27515
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3513
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43981
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.132066
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.423192
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737249
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.077042
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.445839
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.501128
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518366
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.537142
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.557405
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579191
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602514
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.62738
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.653837
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68187
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711522
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.742854
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.775799
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.810469
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846852
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.884976
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924893
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.966645
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01021
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06397
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13868
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21603
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29617
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37911
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46498
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55383
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64587
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.160576
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45392
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.770432
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.113036
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.484967
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.533314
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.550817
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.569813
»(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.590328
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.612362
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.635942
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.661077
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.687799
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.716131
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.746092
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.777686
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.810934
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.845932
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.906039
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.971208
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03877
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10877
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18128
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25637
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33414
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41465
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49802
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5843
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67364
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76611
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86185
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.189257
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484789
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.803847
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149249
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.524357
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.567006
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.584757
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.604003
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.624781
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.647072
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670942
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.696351
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.732932
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.787435
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84408
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.902859
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.963839
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02708
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09266
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16061
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23102
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30398
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37953
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45778
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53881
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62269
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70951
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79944
¹(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89246
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98879
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08851
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.218077
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.515913
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.837492
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185705
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.564053
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602186
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.620215
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.657654
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704583
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.753472
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.804277
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.857162
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.912049
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.96909
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02829
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08969
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15337
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21942
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28786
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3588
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43227
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50839
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58718
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66881
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75331
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84077
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93137
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02512
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12211
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22635
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33564
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.247081
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.547167
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871305
(395.08, 12.59, 328.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222427
