¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ù(337.93, 7.17, 372.29) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 10.80556
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.896646
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.186342
Î(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.502614
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.84923
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.230713
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.652529
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.12135
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.645408
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93744
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65135
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46699
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40754
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49619
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68854
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16387
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44278
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75046
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16313
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53627
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90744
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21993
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48364
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13311
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86752
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.747924
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.943609
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.15404
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.380903
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.626159
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.892094
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.181384
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.497191
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.843276
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.224148
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.645251
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.113239
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2977
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92647
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6389
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45267
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39095
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47151
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67032
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18505
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46471
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8289
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24562
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61322
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98776
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38111
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64963
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42118
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68366
½(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.744842
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.9403
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.150476
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.377057
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.621995
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.887573
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.176459
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.491805
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.837361
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.217624
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.638022
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.105186
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28807
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9156
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6265
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43847
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37454
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44711
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65244
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20822
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51166
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91018
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33102
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69319
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07121
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46859
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99972
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72088
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.24419
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.741779
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.93701
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.146935
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.373235
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.617859
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.883081
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.171565
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.486455
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.831487
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.211148
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.630846
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.721564
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27848
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90479
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61422
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42438
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35817
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.423
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63444
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23351
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59175
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9943
Ã(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41278
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77622
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15793
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56289
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28898
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0328
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.35085
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.738738
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.933744
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.143418
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.369441
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.613751
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.878623
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.166708
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.481143
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.825656
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.204718
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.623721
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.713089
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26897
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89408
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60205
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4104
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.342
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39916
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60642
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28918
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67458
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0813
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49537
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86239
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24791
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78069
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58989
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76944
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46177
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.735716
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.930501
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.139926
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.365671
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.609673
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.874192
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.161883
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.475869
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.819867
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.198333
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.616648
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704676
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25955
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88341
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58994
Û(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39654
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32596
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37564
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57873
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37075
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76024
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17131
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58102
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95178
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37667
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05255
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90302
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87733
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57701
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.732716
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.927279
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.136459
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.361929
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.605622
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.869796
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.157094
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.470633
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.814119
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.191998
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.200562
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.696297
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25017
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87286
(338.19, 7.24, 371.62) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 10.40207
(338.19, 7.24, 371.62) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 10.53081
(338.19, 7.24, 371.62) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 10.56512
(338.19, 7.24, 371.62) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 10.55418
(338.19, 7.24, 371.62) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 10.31769
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40524
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84876
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26434
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6698
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0444
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59473
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33872
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22915
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98934
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.69666
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.729737
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.92408
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.133018
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.358215
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.601604
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.865433
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.152341
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.465436
‹(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.808418
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.185712
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.193086
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.688031
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24091
(338.19, 7.24, 371.62) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 10.39961
(338.19, 7.24, 371.62) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 10.62899
(338.19, 7.24, 371.62) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 10.90045
(338.19, 7.24, 371.62) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.17024
(338.19, 7.24, 371.62) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.15918
(338.19, 7.24, 371.62) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.1498
(338.19, 7.24, 371.62) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 10.50507
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94023
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36051
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76178
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20537
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82043
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63609
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41715
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.10556
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00689
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.72678
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.920907
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129601
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.354528
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.597614
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.861102
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.147624
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.460281
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.802757
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740862
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185727
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679825
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23168
(338.19, 7.24, 371.62) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 10.56735
(338.19, 7.24, 371.62) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.00589
(338.19, 7.24, 371.62) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.29808
(338.19, 7.24, 371.62) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.60799
(338.19, 7.24, 371.62) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.83961
(338.19, 7.24, 371.62) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.83025
(338.19, 7.24, 371.62) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 11.7219
(338.19, 7.24, 371.62) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 10.2323
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45985
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85698
(338.19, 7.24, 371.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42374
(338.19, 7.24, 371.62) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 10.86178
(338.19, 7.24, 371.62) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 10.85231
(338.19, 7.24, 371.62) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 10.84448
(338.19, 7.24, 371.62) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 10.83828
