¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
š(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262546
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42875
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96698
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57043
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17952
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52032
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87915
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25755
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75171
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.274022
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.425695
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.587151
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.759407
¸(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.943549
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.140804
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352601
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580495
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82646
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097921
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401502
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733412
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097731
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.490129
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.902918
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.3556
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.85836
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41985
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02959
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45328
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89173
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32221
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97924
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47115
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01608
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62392
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18214
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54782
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90797
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28775
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82088
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.278262
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.430168
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.591943
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.764523
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.949037
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.146667
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.358854
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587305
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833761
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106724
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.411069
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743876
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109274
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.50138
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.911922
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.365561
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.869473
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43228
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03912
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45795
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87384
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30296
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02028
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51541
²(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06727
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67966
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10394
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5777
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93928
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3205
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8933
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.282629
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.434809
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.596889
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.769801
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.95463
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.152678
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365356
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594254
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841298
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115714
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420888
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754659
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.121116
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.509899
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.921308
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.375969
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.880999
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4452
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04441
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45982
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85723
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28513
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04295
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5616
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12055
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64225
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04042
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60991
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97302
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3559
(374.62, 14.66, 296.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96907
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564476
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82835
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115429
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.428906
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772469
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1316
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.496799
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.88839
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.326359
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.555003
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818077
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104255
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416636
»(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758983
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.113449
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.479245
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.869123
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.300896
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545462
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807711
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092938
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40427
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.74536
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095266
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.461742
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.849926
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.276827
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.756145
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535811
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.797196
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081516
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391751
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731664
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077148
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.444324
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.830793
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.255723
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.728107
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.526074
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.786619
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069982
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379128
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717805
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059011
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.426941
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811675
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.234724
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.701946
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516245
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775938
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058319
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366381
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703809
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.040896
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.407494
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792684
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.213795
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678755
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506309
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765173
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046561
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353559
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689465
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022799
´(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.38763
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773772
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192912
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.655704
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.496285
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.754293
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.034744
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340616
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.672932
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004725
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367842
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754888
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172163
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.632693
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.486198
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74332
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022794
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.32756
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656415
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986702
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348041
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736134
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15148
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.60983
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.475989
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732265
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010747
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314369
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.639925
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968661
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32827
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.71743
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.130886
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.587066
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.465742
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721142
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998611
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301118
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.623452
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950683
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.308574
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698789
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110406
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455259
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.709912
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986392
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2878
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606987
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.932745
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288904
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679936
¹(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089982
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442575
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.698618
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.974096
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.274357
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590604
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914845
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.269293
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658342
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.069733
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42982
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.685138
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.961719
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260794
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574233
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.896958
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249713
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636829
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.049533
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.417058
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.671277
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.947524
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.247198
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557866
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.879146
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230185
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.615361
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.029432
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404181
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.657302
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932354
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232224
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.541573
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861362
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210738
(374.66, 14.74, 297.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593921
