¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30437
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.035691
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.230103
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438482
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.662305
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903315
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163496
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444698
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.74489
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.869763
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.644088
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.620838
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.59886
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.578135
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.558649
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.59142
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.655651
(397.67, 13.95, 247.62) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 10.89307
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.900485
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.865885
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.832855
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.214371
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32821
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82569
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35911
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93237
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.813
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49541
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13882
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.99537
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.038653
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.233297
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.441884
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665941
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907258
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16777
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.449894
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.707799
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.439082
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.415308
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.392787
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.371498
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.351427
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.310755
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.369133
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.275065
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.264555
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.255157
Ş(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.246863
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.17616
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75011
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38808
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88961
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42749
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00564
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10386
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2723
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.79878
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.53197
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041668
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.236525
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44536
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669682
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911266
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172133
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4546
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.414464
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.259299
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.237068
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.216045
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.196216
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.177563
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 8.104049
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.290159
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.278525
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.268012
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.680801
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.750244
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.16743
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82112
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4502
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9559
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49841
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08174
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17929
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05645
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.56208
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.14501
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044726
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.239831
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.448873
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673481
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915381
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176567
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.346133
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.321297
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.297713
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.275363
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.25423
è(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.499537
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.858248
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.90837
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.294707
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.283068
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.27255
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.675367
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.743178
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.656749
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.1383
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51456
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02466
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57197
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16064
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25739
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84203
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.30849
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.80634
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047892
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.243174
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45249
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677378
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.919539
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18107
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.386324
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.361351
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.337637
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.315165
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.293916
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.498066
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.675523
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.722893
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.300342
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.288698
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.278175
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.669468
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.073301
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.40441
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.174859
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51822
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09582
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64821
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24249
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33817
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62961
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05038
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56843
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051074
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24659
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456172
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681312
ñ(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.923795
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185669
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.428072
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.402957
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.379109
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.356509
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.335139
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.458851
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.502043
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.546873
(397.67, 13.95, 247.62) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.49259
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.295418
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.284889
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.275476
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.267169
(397.67, 13.95, 247.62) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.682004
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90796
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51692
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11688
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72716
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32724
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42166
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49561
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80114
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33858
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.054354
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.250067
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459909
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.685321
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928152
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190344
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474377
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.446153
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.422166
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.399434
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.377938
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.357662
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.33859
(397.67, 13.95, 247.62) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.46495
(397.67, 13.95, 247.62) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.251671
(397.67, 13.95, 247.62) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 10.11208
(397.67, 13.95, 247.62) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 10.1763
(397.67, 13.95, 247.62) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 10.54138
(397.67, 13.95, 247.62) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.323319
(397.67, 13.95, 247.62) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.315865
(397.67, 13.95, 247.62) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.309662
(397.67, 13.95, 247.62) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.304708
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11722
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7681
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41502
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4221
İ(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37702
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59319
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.11653
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.05763
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.253647
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.463692
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689422
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932545
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19512
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479537
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788537
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.125504
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494219
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89939
(397.67, 13.95, 247.62) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.277611
(397.67, 13.95, 247.62) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.068709
(397.67, 13.95, 247.62) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.04562
(397.67, 13.95, 247.62) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.023991
(397.67, 13.95, 247.62) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.890579
(397.67, 13.95, 247.62) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 10.30193
(397.67, 13.95, 247.62) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.314547
(397.67, 13.95, 247.62) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.305841
(397.67, 13.95, 247.62) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.298392
(397.67, 13.95, 247.62) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.498878
(397.67, 13.95, 247.62) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.731323
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11934
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77041
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47899
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31842
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26235
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40601
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8797
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.061045
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.257242
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.467585
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693589
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937041
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.199975
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484805
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.794301
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131754
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501105
(397.67, 13.95, 247.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.906944
(397.67, 13.95, 247.62) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.012007
(397.67, 13.95, 247.62) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.852131
(397.67, 13.95, 247.62) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.829618
(397.67, 13.95, 247.62) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.80853
(397.67, 13.95, 247.62) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.679832
(397.67, 13.95, 247.62) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 10.05602
(397.67, 13.95, 247.62) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.298363
(397.67, 13.95, 247.62) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.289664
Ş(397.67, 13.95, 247.62) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 8.282218
(397.67, 13.95, 247.62) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 9.081347
(397.67, 13.95, 247.62) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 9.348039
