¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ã(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293664
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.409284
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.309401
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.428229
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.551764
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680293
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.954787
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.953147
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.952099
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.95164
– (420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.951771
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.952493
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.953805
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.955708
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.958205
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.961296
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.714188
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.73077
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.756491
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.78312
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.810692
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.839244
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.868815
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.899445
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.956616
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.020881
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.088471
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.166303
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.405431
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.261518
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378835
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.500858
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.627753
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.911116
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.909441
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.90835
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.907843
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.907919
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.908579
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.909822
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.91165
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.914065
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.917067
(420.09, 13.95, 324.21) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.43819
(420.09, 13.95, 324.21) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.43617
(420.09, 13.95, 324.21) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.4363
(420.09, 13.95, 324.21) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 14.43858
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.712416
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.728988
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.754667
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.781253
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.808781
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.837286
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.866809
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.89739
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.954381
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.01854
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.086018
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.162874
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.401455
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.215111
™ (420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330988
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451516
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.576822
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.868963
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.867254
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.866123
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.867348
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.869939
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.873112
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.876868
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.881213
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.886148
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.891676
(420.09, 13.95, 324.21) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.38274
(420.09, 13.95, 324.21) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.38097
(420.09, 13.95, 324.21) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.38105
(420.09, 13.95, 324.21) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.38297
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.710961
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.727474
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.753118
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.779668
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.807158
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.835624
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.865106
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.895644
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.95238
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.016444
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.083821
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.159342
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.397357
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.170158
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.284645
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.403693
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527489
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.916841
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.91781
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.919365
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.921507
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.924238
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.927558
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.931472
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.935981
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.94109
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.946802
(420.09, 13.95, 324.21) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.18665
(420.09, 13.95, 324.21) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.19454
(420.09, 13.95, 324.21) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.20426
(420.09, 13.95, 324.21) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.21582
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.70982
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.726228
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.751843
 (420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.778363
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.805821
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.834256
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.863704
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.894207
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.950609
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.01459
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.081877
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.155704
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.393143
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126552
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.239724
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357368
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47976
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607035
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.973829
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.975516
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.977797
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.980675
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.984153
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.988232
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.992917
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 3.99821
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.004116
(420.09, 13.95, 324.21) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.26413
(420.09, 13.95, 324.21) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.27208
(420.09, 13.95, 324.21) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.28188
(420.09, 13.95, 324.21) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.29352
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.708995
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.725249
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.750842
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.777338
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.804772
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.833181
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.862604
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.893079
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.94907
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.012979
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.080189
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.151965
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.388807
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084336
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.196242
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312556
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.433497
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559322
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.032073
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.033897
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.036326
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.039363
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.043006
— (420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.047262
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.052132
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.05762
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.06373
(420.09, 13.95, 324.21) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.28161
(420.09, 13.95, 324.21) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.28959
(420.09, 13.95, 324.21) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.29941
(420.09, 13.95, 324.21) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.31109
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.708483
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.724538
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.750114
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.776593
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.80401
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.8324
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.861803
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.892259
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.947762
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.01161
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.078753
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.14944
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.384356
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.043471
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.154185
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.26918
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388749
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.513141
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.092655
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.094628
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.097215
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.100419
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.104239
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.108682
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.113748
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.119442
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.125769
(420.09, 13.95, 324.21) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.30098
(420.09, 13.95, 324.21) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.30898
(420.09, 13.95, 324.21) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.31884
(420.09, 13.95, 324.21) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.33055
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.708286
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.724093
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.749658
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.776127
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.803533
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.831912
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.861303
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.891746
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.946685
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.010481
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.077571
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.1482
 (420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.379788
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.003905
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.113436
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.227227
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345495
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4685
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.155702
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.157834
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.160589
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.16397
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.167979
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.172619
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.177894
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.183806
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.190363
(420.09, 13.95, 324.21) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.32225
(420.09, 13.95, 324.21) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.33028
(420.09, 13.95, 324.21) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.34017
(420.09, 13.95, 324.21) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.35192
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.708402
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.723914
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.749476
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.77594
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.803341
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.831716
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.861102
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.891541
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 2.945837
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.009594
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.076641
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.147224
(420.09, 13.95, 324.21) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 3.375109
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.965662
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.074027
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.18662
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303636
(420.09, 13.95, 324.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.425298
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.22135
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.22365
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.226583
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.230154
(420.09, 13.95, 324.21) (413.20, 9.73, 303.94) (3.22, 0.70, 3.34) Tools 4.234363
