¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ñ(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.28762
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00609
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42341
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87874
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37749
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92599
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50684
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16874
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87447
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69137
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.83069
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.99251
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.624471
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.936299
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.276016
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64747
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.056305
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517202
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.957719
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37074
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82122
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31433
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85644
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43268
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0576
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75093
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55095
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58322
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7282
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.8948
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60774
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918117
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.25611
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625693
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.03126
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486463
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909887
¶(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31871
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7644
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26282
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83301
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33687
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94868
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62985
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41228
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.35081
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.47125
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61904
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590932
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.899844
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.2362
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603802
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.007209
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455609
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.862658
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26733
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73257
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24741
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81593
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29395
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84183
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5112
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27533
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80391
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.22105
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.35094
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574028
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.881467
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216129
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581841
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.983032
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.425036
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.824965
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25163
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71866
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23211
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79902
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2519
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7401
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39498
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14012
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63797
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97736
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.0903
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557061
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.862961
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195972
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559727
¼(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.958733
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.398189
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.813448
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23908
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70493
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21691
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76324
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21067
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69544
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28109
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00658
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47449
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61646
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81251
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.72976
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539962
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.844401
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175714
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.537575
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.934348
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.370443
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.802022
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22657
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69123
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20183
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72587
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17026
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65168
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17474
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87569
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30732
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34809
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39097
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.27466
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.522837
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825754
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.155412
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.515334
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.909878
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.339405
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.773473
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21417
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67765
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18689
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68923
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1307
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60882
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12814
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75405
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10192
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51536
¶(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57615
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.83806
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.75959
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.5056
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807073
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135009
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.493013
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885351
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.308498
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739469
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20186
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66413
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17203
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65332
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09198
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5668
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08257
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64303
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90127
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30608
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14907
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.41894
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30705
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.488339
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788292
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.114497
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.470602
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.860768
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.277689
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.705614
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17653
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65076
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15733
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61817
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05402
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52573
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03452
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56185
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70535
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10217
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36598
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.01636
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.873
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.84419
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471007
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769442
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093988
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44815
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.836083
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.246944
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67189
µ(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13937
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6375
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14268
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58377
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01684
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48075
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96009
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49234
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51386
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90349
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1347
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62936
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.46106
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52322
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4536
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75055
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073411
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.425635
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811349
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216376
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.638346
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10235
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61499
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12819
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55003
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97482
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41334
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88722
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42363
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37017
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70985
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90973
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72107
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17698
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21262
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.436138
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731583
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052755
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.403045
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786555
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.1859
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.604925
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06553
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5742
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11382
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51079
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91352
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34735
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81592
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35565
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29217
µ(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52107
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5169
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23397
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90167
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.91187
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.92838
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41863
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712566
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.032034
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380414
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.761702
