¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.253859
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04559
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310287
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596818
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.907949
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.241686
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584412
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.958279
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.367657
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.817781
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31495
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8245
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17784
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55679
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9642
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40331
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87788
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39227
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4138
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60752
Í(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52878
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42377
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4241
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.06755
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.06041
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.05672
(391.30, 13.82, 250.34) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 5.715789
(391.30, 13.82, 250.34) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 5.689
(391.30, 13.82, 250.34) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 5.663301
(391.30, 13.82, 250.34) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 5.63867
(391.30, 13.82, 250.34) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.192887
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812484
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058662
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.324422
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612119
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924601
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.26511
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.609905
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.986092
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.398146
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.851364
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34955
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88922
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25331
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63764
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.051
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49673
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97873
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50151
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49866
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70713
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44494
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33055
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31987
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.77502
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.76806
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.7645
(391.30, 13.82, 250.34) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 5.64444
(391.30, 13.82, 250.34) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 5.618007
(391.30, 13.82, 250.34) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 5.592651
(391.30, 13.82, 250.34) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 5.609179
(391.30, 13.82, 250.34) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.124864
(391.30, 13.82, 250.34) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.133938
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07193
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338773
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62768
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941497
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283554
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.635836
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014421
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429233
Ó(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885551
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38292
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92624
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33085
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72073
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14024
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59287
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08258
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61402
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58577
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67723
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3738
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24055
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2193
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.49314
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.48635
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.48291
(391.30, 13.82, 250.34) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 5.575677
(391.30, 13.82, 250.34) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 5.549589
(391.30, 13.82, 250.34) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 5.524564
(391.30, 13.82, 250.34) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.051393
(391.30, 13.82, 250.34) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.059104
(391.30, 13.82, 250.34) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.067744
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085423
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353347
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643486
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958668
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302303
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662235
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043318
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.460869
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.920441
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41698
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96405
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41048
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8061
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23199
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69175
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18946
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72997
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67516
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63656
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32939
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15366
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.23139
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.22143
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.21479
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.21148
(391.30, 13.82, 250.34) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 5.509388
(391.30, 13.82, 250.34) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 5.483632
(391.30, 13.82, 250.34) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 5.458926
ç(391.30, 13.82, 250.34) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 5.988214
(391.30, 13.82, 250.34) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 5.995523
(391.30, 13.82, 250.34) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 6.055489
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099143
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368108
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659504
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.97614
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.321363
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.689116
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.072673
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493132
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.954802
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45174
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00266
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49227
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8938
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32636
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79352
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2995
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84937
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7669
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59795
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28726
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06985
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.96921
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.95944
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.95296
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.94975
(390.62, 13.80, 250.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.253599
(390.62, 13.80, 250.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.480766
(390.62, 13.80, 250.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.726096
(390.62, 13.80, 250.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.991813
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.300489
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.121603
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.098358
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.07619
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.055086
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.035021
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.789031
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.771733
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.755394
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.740003
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.725546
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.71201
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.699388
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.053336
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.442258
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.435572
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.429712
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.424674
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.420455
… (390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.417048
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.414454
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.412669
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.411694
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.411527
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.412166
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.413616
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.415874
(390.62, 13.80, 250.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24961
(390.62, 13.80, 250.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.476468
(390.62, 13.80, 250.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721436
(390.62, 13.80, 250.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986755
(390.62, 13.80, 250.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.275013
(390.62, 13.80, 250.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574776
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.20651
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.18392
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.162411
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.141964
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.142285
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.871748
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.855102
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.839418
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.824686
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.810892
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.798028
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.402598
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.395134
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.388494
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.382672
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.377664
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.373466
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.370078
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.367493
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.365712
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.364731
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.364553
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.365173
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.366598
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.368822
(390.62, 13.80, 250.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24555
(390.62, 13.80, 250.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.472109
(390.62, 13.80, 250.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.716718
(390.62, 13.80, 250.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981632
(390.62, 13.80, 250.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.269457
(390.62, 13.80, 250.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.566385
(390.62, 13.80, 250.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.875998
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.847869
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.824076
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.801457
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.779997
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.976206
 (390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.959236
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.943246
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.928225
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.91416
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.901041
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.357022
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.349608
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.343011
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.337226
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.332247
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.328074
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.3247
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.322126
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.320347
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.319362
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.319172
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.319777
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.321176
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 5.323369
(390.62, 13.80, 250.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.241521
(390.62, 13.80, 250.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.467745
(390.62, 13.80, 250.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.712004
(390.62, 13.80, 250.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976543
(390.62, 13.80, 250.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263886
(390.62, 13.80, 250.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55807
(390.62, 13.80, 250.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.866947
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.973093
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.94883
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.925765
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.90388
(390.62, 13.80, 250.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 6.085372
