¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ÿ (379.47, 16.22, 287.19) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 3.555901
¸(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721505
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977221
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254244
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.555362
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883788
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.234026
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610864
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02527
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.483041
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.989749
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42191
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89485
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41452
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.927053
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.059878
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.200886
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.350795
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.510429
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.680767
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.862847
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.05796
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.260377
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.475112
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711059
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.965886
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241991
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542036
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.869271
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222466
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599696
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.01463
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.471384
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968785
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39908
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86986
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38708
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.923059
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.055628
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.196376
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.345982
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.505332
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.67531
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.857022
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051723
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.253649
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.465734
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700917
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.954987
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23013
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529156
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.855216
¶(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210749
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586843
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.000482
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457502
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.955624
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3773
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84604
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36092
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.919164
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.051557
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.192009
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.341337
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.500367
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.670046
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.851418
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.045702
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.247212
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.458383
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.691109
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944374
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218658
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51671
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841593
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197125
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.574593
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.986997
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.442564
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.945942
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38517
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84498
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34916
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.915456
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.047581
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.187843
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.336914
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.495652
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.665
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.84603
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039932
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.241089
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.451773
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681629
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93413
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207599
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504635
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828419
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182737
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.562904
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.974111
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.428322
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.930408
±(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3954
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85617
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36146
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.911873
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.043808
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.183815
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.332656
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.491125
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.660171
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.840859
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.03438
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.235216
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44551
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672505
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.92425
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19686
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492988
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815755
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168821
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.551744
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961847
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.414716
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.915646
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40665
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86845
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37489
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.909602
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.040182
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.179985
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.328564
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.486763
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.655529
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.835902
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.029073
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.229653
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.439557
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665125
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.914701
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186522
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48176
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8035
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.155434
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541135
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.95017
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.401854
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.901679
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4189
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88182
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38961
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.907581
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.0367
µ(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.176297
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.324658
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.482611
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.651098
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.831158
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.024007
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.224339
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.433858
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659005
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905508
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176555
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470918
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.79171
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142534
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527755
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.939102
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.389613
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.888502
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42193
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89632
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40547
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.905686
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.033926
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.172799
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.320915
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.478646
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.646851
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.826623
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.019154
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.21933
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428495
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.653255
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896638
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.166981
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460546
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780352
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13012
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514095
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.928669
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.378076
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.876074
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40811
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9119
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42258
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.904
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.032111
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.169439
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.317359
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.474864
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.64284
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.822326
¹(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.014567
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214651
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.423467
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647818
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.889498
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157769
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.45052
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769449
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118186
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501006
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.918808
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.367178
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.864454
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39514
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92859
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44087
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.902436
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.030466
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.166269
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.313989
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.471264
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.639009
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.818235
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.010159
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.210185
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.418685
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642717
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884022
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.148943
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440926
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758996
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.106727
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.488448
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.909258
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.356976
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.85323
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38306
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94642
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46045
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.901052
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.028992
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.164573
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.310802
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.467844
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.635357
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.81435
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.006014
(379.47, 16.22, 287.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.206017
