¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
°(439.41, 14.91, 252.61) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 17.12581
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.242017
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.643634
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.087845
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.569726
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10187
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68623
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16287
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71443
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72516
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11684
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6728
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59844
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35128
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40811
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.248666
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470811
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.710358
¶(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.969453
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250437
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55624
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890158
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256287
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.659358
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105287
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.591484
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12621
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6625
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1369
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65729
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58192
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97819
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.951
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90845
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91632
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256607
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479368
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.719618
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979459
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261336
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568112
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.903165
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270542
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675125
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12275
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613369
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15068
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63927
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11151
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62942
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44155
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83955
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21576
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44954
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51532
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264566
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487934
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728879
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989483
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272211
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.579964
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916175
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.284836
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690898
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140245
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.635351
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17524
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61659
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0867
±(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60221
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.304
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.701
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34151
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58439
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.92768
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272525
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49653
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738124
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999487
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.283106
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591856
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.929152
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.299129
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.706688
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157778
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.657425
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16584
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59444
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06252
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57563
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16923
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56255
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3941
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66728
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282812
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506982
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.748794
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010401
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294167
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.603718
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942171
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313429
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72246
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.175272
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679211
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.146
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57284
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03888
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54972
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11203
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42439
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44757
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.7519
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.29361
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518641
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.761369
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023992
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30897
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619244
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958285
¶(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330158
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.739891
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.193466
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.698782
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12661
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55177
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01586
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52446
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08418
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28661
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50203
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.83829
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304418
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530281
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773982
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037657
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323811
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635462
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976002
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.34968
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7614
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.217351
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.71182
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.95956
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40104
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88523
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41848
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00854
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14921
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55733
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92649
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.31526
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541968
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.786597
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051344
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338694
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.651665
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.993752
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.369186
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783016
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.241308
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.65056
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.860445
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17596
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63833
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14651
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70749
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37082
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04166
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.68085
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.326103
¸(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553648
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799239
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065015
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353583
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66792
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011545
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.38877
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.804626
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265345
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.590899
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.797961
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01572
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40283
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88764
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42164
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01263
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90749
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.10784
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.336946
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565343
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811874
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078719
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368484
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684194
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029387
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408398
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.826319
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289431
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.532764
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.737164
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.952008
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1781
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64098
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14994
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71186
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9299
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14872
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.347817
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.577059
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824525
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09248
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383427
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700496
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.047244
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.428056
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.848065
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.283962
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.476131
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.677922
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.889986
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11309
¶(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40576
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89141
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42642
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29024
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.19011
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.358699
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.588781
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837221
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1062
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398374
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716825
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.065165
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44775
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.86985
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.231152
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.420994
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.620229
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.829588
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04982
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28169
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64515
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15515
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71828
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61489
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369576
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600512
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849899
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.119967
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41337
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733152
(439.41, 14.91, 252.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083092
