¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Á(380.65, 14.65, 268.85) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.02663
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1388
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24908
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63125
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98873
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.862469
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106142
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368833
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652943
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.961079
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301893
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638933
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.903528
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.186212
¶(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.488929
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.813772
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21781
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32367
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69107
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05688
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875247
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.119871
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383722
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669851
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.989554
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33836
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.656804
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922544
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.206542
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.510675
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.837138
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38667
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39065
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75137
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12555
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888045
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133672
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404164
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700658
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023111
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375074
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675075
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.942055
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.227374
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.53299
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.861065
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37167
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45764
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.812
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19471
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902077
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157032
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4327
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731605
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.056894
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.39725
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.693873
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.962058
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.248734
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.555894
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885627
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31069
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52469
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87318
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26435
¹(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926599
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.183503
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461358
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762815
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.090842
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.414307
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.713079
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.982566
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.270684
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579307
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02418
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25016
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59175
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.93464
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.3345
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.951222
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210135
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490226
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.794141
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.125053
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431573
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.73273
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.00356
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.293064
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.603305
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18314
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19008
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65076
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99656
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40518
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976011
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236856
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519226
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825651
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.159456
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449117
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752862
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024984
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.316008
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.627884
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34624
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13047
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70503
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0589
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47632
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.000838
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263793
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548329
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857377
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.179584
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466882
³(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773424
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.046941
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.339507
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678635
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51379
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07131
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75933
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1216
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025795
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290731
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577615
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889257
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.19633
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48495
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794474
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.069391
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.36353
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823815
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6859
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01258
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8136
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.18468
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050883
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.317883
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.607037
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921283
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.213333
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503201
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.815683
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.092383
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.388068
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.972579
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2876
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95437
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86799
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.24816
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07604
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.345089
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.636591
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95344
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.23052
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.521733
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.835662
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115861
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.413176
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12501
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23621
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07386
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92231
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31203
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101338
¸(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372423
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.666316
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975985
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.247971
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540519
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.855903
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.139834
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.48084
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28121
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21751
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21328
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9767
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37624
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.126659
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399885
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.696106
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.992433
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.265637
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559518
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876434
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164315
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.61634
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44123
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33653
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35495
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03099
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.44079
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.152133
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42745
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726042
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009126
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283562
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.578739
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.897237
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.189359
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.75491
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59515
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45726
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44345
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08528
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50577
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177633
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455099
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756093
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026006
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301656
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.598302
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.918243
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214855
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.896513
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73987
¶(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57963
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51273
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13956
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203249
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482865
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785081
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.043043
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.319996
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.618
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.939612
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.276202
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02774
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8429
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70357
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58263
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.19375
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.228982
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51072
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.801203
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.06032
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.338577
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638009
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961167
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.401938
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15497
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93955
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82927
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65327
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26076
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254694
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.538673
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817542
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077811
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357364
(380.63, 14.68, 268.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658272
