¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ß(373.55, 9.62, 324.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.40938
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.30235
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.91379
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.04566
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.242674
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.629042
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.054857
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.52635
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05124
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63902
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29077
„(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98922
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78176
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68869
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73651
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58771
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26756
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0123
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89754
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03942
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82703
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.46448
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.24219
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.92777
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54807
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17353
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63885
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.255958
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.643665
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.071039
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.544313
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0713
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66627
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3251
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02803
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82605
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73966
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79573
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67621
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36443
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11857
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01763
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05564
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89045
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62132
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.41144
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.09515
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79986
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.442
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.268916
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.657938
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.086791
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.561841
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0909
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69409
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35906
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06649
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86991
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79017
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84894
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75138
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46311
‡(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22684
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13986
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1927
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03969
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78225
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58534
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26742
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98359
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.73283
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283638
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.671817
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.102165
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.578947
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11392
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72135
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39269
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10458
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91336
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84022
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85787
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78826
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5636
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33719
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26427
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31603
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18308
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94754
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76397
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.44472
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17281
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.13384
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.300194
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.685359
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.117147
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.595618
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13761
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74812
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42591
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14219
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95636
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88979
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8662
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82556
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62908
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44959
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39088
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43405
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30955
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11721
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.93545
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62721
ø(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.43763
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.5393
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31651
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703083
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131728
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614838
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16085
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77431
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45879
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17946
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99893
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91805
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8739
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86338
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67096
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56413
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5006
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55423
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43915
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26167
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.11166
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.88163
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7296
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.96062
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.814519
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720662
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148233
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63509
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18354
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79992
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49126
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21626
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.041
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92426
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88099
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90167
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71337
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6152
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60977
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67649
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5719
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4057
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40565
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16174
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.0314
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.826413
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737904
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.169495
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.654879
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20575
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82497
ú(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52331
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25259
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08254
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01368
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88743
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9405
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75638
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83372
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74322
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80092
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70799
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83115
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79098
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.45804
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.34342
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.83798
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.211287
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192251
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679681
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22739
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84944
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55389
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2885
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22236
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15536
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89325
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97976
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79989
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05836
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94394
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92755
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86026
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54267
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19218
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.88395
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.68936
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.849216
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.223673
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214644
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704628
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25126
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8733
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58106
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32389
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38902
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30001
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03642
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00165
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97286
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27618
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14982
ì(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11431
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60786
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93674
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.61023
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.32069
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.860119
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.235694
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.236654
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.729144
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27871
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89653
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6075
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36206
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55797
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44768
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20027
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03812
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17466
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46805
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36106
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35524
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41087
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.3472
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.00789
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.62381
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.87068
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.254342
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.676791
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.75324
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30575
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92633
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63329
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5038
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72926
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59847
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36778
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17096
(373.30, 9.64, 324.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38083
