¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
€ (389.98, 13.82, 251.64) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 5.318141
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31142
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.05774
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.762345
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.886362
¶(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.01781
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.15732
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.305609
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.463533
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.631988
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.812082
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.004987
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.212095
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.425146
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.653683
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90288
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172581
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465404
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784361
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133048
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.505058
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.910866
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.358812
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.869267
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46395
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17597
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99394
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98859
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18394
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82965
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20301
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.8182
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.760876
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.884807
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.016158
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.15557
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.303737
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.461558
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.629867
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.809831
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.002575
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.209518
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42374
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650036
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.898118
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167446
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459813
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.778239
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126358
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.499095
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90428
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.351525
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.854548
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44213
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15109
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96527
¶(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94992
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1378
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7779
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10491
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58642
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.759536
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.88342
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.014677
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.154011
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.302091
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.459767
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.627977
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.807821
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.000414
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207196
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.422641
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64887
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893703
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.162679
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454624
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772606
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1202
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.493693
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.898356
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.344968
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.840626
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42122
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12723
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93779
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91269
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09345
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71639
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00986
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31685
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.758362
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.88219
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.013383
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.152607
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.300605
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.458226
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.626335
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.806012
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.998504
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.205147
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.421917
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648036
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891795
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.158306
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.449911
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767451
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.114545
´(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48888
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.893101
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.339167
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.833881
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40122
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1044
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91143
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87684
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05075
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64382
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91784
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.03226
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.757363
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.881119
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.012251
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.151442
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.299352
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.456851
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.624884
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.804478
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.99688
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.203388
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4215
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647592
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891317
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154647
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.445598
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762791
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109476
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484662
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.888445
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334051
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.828189
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38206
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08253
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8863
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84237
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00966
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57355
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82875
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.7575
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.78869
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.756501
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.880224
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.011278
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.15042
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.298258
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.455713
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.62367
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.803163
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.995495
·(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.201872
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.421371
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647518
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891191
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154541
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.441766
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758583
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104846
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481028
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.884473
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.329618
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823303
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37377
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06166
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86226
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80926
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97026
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50554
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74255
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.355
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.17005
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.755832
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.879504
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.010529
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.14959
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.297386
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.454769
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.622674
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.802103
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.99433
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.200664
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.421596
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64773
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891482
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154817
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440269
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754848
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.100769
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478033
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881134
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325927
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.819183
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36919
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0418
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83941
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77751
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93246
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44933
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65916
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95189
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.67161
º(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.755281
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.878913
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.009901
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.148931
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.2967
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.454042
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.621885
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.801278
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.993429
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.199697
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.421648
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648368
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892087
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.155494
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.441024
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751611
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097222
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475555
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.878428
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.322973
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.815915
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36554
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02751
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81767
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74711
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89627
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39968
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57855
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.97189
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.23125
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.754877
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.878498
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.009459
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.148462
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.296227
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.453518
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.621325
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.800709
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.992798
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.199008
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.420926
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649275
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893112
(389.98, 13.82, 251.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15661
