¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
– (336.59, 7.13, 311.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.434981
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.313089
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.58282
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.837786
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.116596
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.421292
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.77018
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648578
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.144075
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.701363
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45922
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37904
” (336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53394
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22558
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90261
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.613951
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.831764
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.068102
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.32539
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.605613
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.862475
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.142956
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.450059
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.799889
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.677977
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.17702
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.738564
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50106
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42867
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65386
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3899
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18372
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.623472
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.842085
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.079324
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.337635
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.619902
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.887396
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.16956
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.479104
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.82982
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.226233
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.210104
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.775945
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54267
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4781
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7747
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55582
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50351
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.632942
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.852351
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.090488
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.349818
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.633247
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.912547
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.196403
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.508421
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.859965
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.259619
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.243347
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.813462
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58404
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54214
® (336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89643
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72331
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85534
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.642359
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.86256
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.101594
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.361938
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.646527
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.937931
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.223491
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.538012
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.89033
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.293258
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.757942
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.851106
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62519
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62446
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01906
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89235
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21544
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.65172
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.872711
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.112636
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.373992
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.659735
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.96354
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.251131
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.567875
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.920907
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.327147
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.794414
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.888909
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66606
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70705
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13631
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06281
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5951
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.661024
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.882801
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.123613
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.385978
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.672871
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.987847
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.279254
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.598011
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.951694
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.361287
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.831036
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.392426
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72894
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7899
Ä (336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24565
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23823
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03817
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.670267
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.892827
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.134524
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.397893
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.685932
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.002224
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.307634
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.628419
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.982691
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.395672
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.867803
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.434141
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79753
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87298
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35506
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4427
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.528
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.679448
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.902788
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.145365
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.409733
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.698912
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.016516
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.336269
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.659097
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.015329
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.430301
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.904708
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.476038
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.16107
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95619
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46444
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64977
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29951
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.688565
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.912679
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.156133
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.421494
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.711812
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.030721
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.36516
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.690044
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.049339
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.465173
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.941747
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.518108
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.21285
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03964
Û (336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57375
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85934
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11849
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.697616
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.922502
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.166824
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.433176
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.724624
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.044833
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.394303
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.721257
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.083655
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.500278
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.978911
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.560347
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.26469
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.1373
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68288
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07137
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.706599
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.932251
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.177441
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.444777
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.737349
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.058852
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.41374
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.753341
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.118281
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.535622
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.016199
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.602747
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.3166
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.19858
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81114
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28322
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.715511
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.941924
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.187975
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.45629
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.749981
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.072773
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.429152
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.785802
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.153214
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.571197
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.053598
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.6453
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.36856
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.25998
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.49847
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47355
ò (336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.724351
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.951519
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.198427
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.467715
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.762519
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.086589
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.444451
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.818546
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.188448
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.607
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.091223
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.688
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.42055
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.33482
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.59546
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66445
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.733116
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.961036
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.208794
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.479048
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.774959
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.100302
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.45964
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.851579
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.223989
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.643031
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.131549
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.730837
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.47255
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.4134
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 12.6928
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92307
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.741804
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.97047
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.219071
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.490287
(336.65, 7.14, 311.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.787297
