¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(380.59, 14.73, 269.45) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.59204
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36697
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69314
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04219
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41651
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81897
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34157
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14375
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03675
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46022
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85128
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26643
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71729
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62734
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.86834
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.7907
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.80488
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.6991
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.158101
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424373
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712472
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.024992
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.354561
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.701157
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.079179
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.492968
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948753
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33791
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65967
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.006
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37777
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77734
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29554
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08344
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96784
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39954
¹(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78718
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1986
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69055
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65043
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.29282
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.33406
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.7177
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143015
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408102
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694799
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005843
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333247
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67794
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.05381
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.465158
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.928066
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31003
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9721
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33995
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73671
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25002
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02397
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89992
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34079
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72515
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15301
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66556
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67422
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30593
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.68055
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127944
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391839
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.677177
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986715
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312053
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654885
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.028602
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.437538
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.907394
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28293
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60108
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94122
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30571
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69714
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20171
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96529
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83294
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28398
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66517
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13124
Á(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64229
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69866
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.81697
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.56029
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112884
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.375584
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659579
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.967573
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290943
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631897
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.00351
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.413024
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.886694
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25654
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57291
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9112
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27352
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66255
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15456
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90737
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76693
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22911
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63579
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11109
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62071
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72379
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.56638
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.46627
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.41434
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097879
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.359325
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641976
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.948475
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.269916
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.609048
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.978586
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.394401
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.866014
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23087
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54558
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88196
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24224
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62898
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13104
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85118
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70186
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17607
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61837
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09252
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60083
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.87276
¿(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.85355
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.84235
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.82882
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.81811
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.81022
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.36971
(380.59, 14.73, 269.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.43391
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84889
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092373
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356726
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.642765
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953128
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.291106
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572868
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.832796
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110337
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.40741
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.725959
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16214
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08455
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44218
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78856
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870714
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.117548
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383922
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.672198
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98517
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.311444
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.587872
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.84878
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127427
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.425628
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.745494
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31836
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16038
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52145
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86604
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894162
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142851
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41126
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.701861
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.017423
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326048
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603302
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865217
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.144975
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.444394
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.765653
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36499
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23583
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58165
´(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.92907
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.917755
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16829
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.438822
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731708
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049849
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.34088
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.619172
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.882129
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463712
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.845287
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30133
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29951
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63747
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99263
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941507
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193857
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466474
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.761724
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077113
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355982
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.635468
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899513
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18157
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.48356
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.989713
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2381
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36318
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69367
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05663
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.965349
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.219604
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.494315
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791948
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.091377
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371326
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652216
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.917331
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.200629
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.503956
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13778
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17536
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42692
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75033
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1211
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989325
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245504
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.522308
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.822349
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.105882
·(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386854
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.669394
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.935661
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.220188
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.541799
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28964
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11301
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49068
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8073
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.18602
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.013378
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.271479
(380.58, 14.75, 269.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.550492
