¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
è(336.83, 7.62, 327.39) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.266938
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982025
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.199014
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.433333
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.153245
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451545
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773406
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.117441
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494668
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.910067
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.36965
Ä(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.880811
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.788446
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.773355
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.759623
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.747235
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.93153
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.94966
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.11949
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.10577
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.111
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.71475
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.64022
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.56829
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.49888
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.43192
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.53546
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.85164
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.18912
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.55004
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.93686
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.782676
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.984315
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.201484
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.436006
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.156651
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455244
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.77839
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1229
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.500682
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.916678
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37702
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.389729
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.373763
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.359105
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.345739
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.449497
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.646145
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.853517
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.16525
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.07986
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.15081
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.77502
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.69972
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.62704
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.5569
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.48924
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.59256
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.91225
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.25358
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.61874
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.01024
±(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.784807
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.986607
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.203955
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88515
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160028
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.45893
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.783396
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.128405
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.506703
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.923345
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.111427
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.01307
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.997577
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.983334
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.019694
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.194926
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.379266
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.573399
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.824804
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.22174
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.20708
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.19413
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.76156
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.6881
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.6172
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.5488
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.65176
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.97511
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.32045
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.69004
(337.09, 7.64, 328.32) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 11.72476
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.786936
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.988898
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.206427
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888243
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163404
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.462606
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788437
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133892
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.512748
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.902298
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.686116
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.669865
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.654822
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.640976
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.791237
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.956032
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.12919
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.311322
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.681156
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.28702
À(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.27227
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.25924
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.82581
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.75153
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.67984
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.61067
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.71311
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.04027
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.3898
(337.09, 7.64, 328.32) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 11.40984
(337.09, 7.64, 328.32) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 11.40422
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.789067
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.991189
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637276
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891359
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16678
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466262
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793098
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139446
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.713623
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.388615
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.371666
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.355891
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.341278
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.428105
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.576176
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.731447
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.894417
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.110789
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.54263
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 9.024463
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.33993
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.32683
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.89254
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.8174
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.74488
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.67491
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.77666
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.1078
(337.09, 7.64, 328.32) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 11.13855
(337.09, 7.64, 328.32) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 11.13157
(337.09, 7.64, 328.32) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 11.12626
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.791196
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.993481
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.640156
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894464
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.17012
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469912
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797122
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.543635
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.116985
Ù(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.099392
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.08294
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.067617
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.099867
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.233509
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.3734
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.519954
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.673622
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.990414
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.408981
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 9.046833
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.41012
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.39694
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.9618
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.88576
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.81238
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.74157
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.84248
(337.09, 7.64, 328.32) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.88308
(337.09, 7.64, 328.32) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.87479
(337.09, 7.64, 328.32) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.86813
(337.09, 7.64, 328.32) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.90245
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.793324
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407467
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643004
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897546
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173463
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473559
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.390857
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.868209
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.850012
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.83293
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.816947
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.802052
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.92297
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.049541
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.18192
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.320477
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.507107
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.874037
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.279983
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.65474
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.48291
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.46965
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.03367
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.9567
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.88242
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.81074
(337.09, 7.64, 328.32) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.64228
(337.09, 7.64, 328.32) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.63273
(337.09, 7.64, 328.32) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.62478
Ò(337.09, 7.64, 328.32) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.66037
(337.09, 7.64, 328.32) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.77034
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.795451
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410133
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64582
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900607
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176804
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.254016
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.639722
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.620959
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.603284
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.586685
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.571146
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.640381
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.755336
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.875386
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.000844
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.13205
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.404913
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.761484
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.15541
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.4756
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.58566
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.10809
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.10823
(337.09, 7.64, 328.32) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.03029
(337.09, 7.64, 328.32) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.71391
(337.09, 7.64, 328.32) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.41514
(337.09, 7.64, 328.32) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.40437
(337.09, 7.64, 328.32) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.39516
(337.09, 7.64, 328.32) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.43185
(337.09, 7.64, 328.32) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.53557
(337.09, 7.64, 328.32) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.64298
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.797576
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412747
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648643
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903637
(337.09, 7.64, 328.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.180113
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.524273
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.410039
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.391803
(337.09, 7.64, 328.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.374621
