¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
©(406.43, 7.32, 367.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.32443
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38949
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08348
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82064
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65504
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5719
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61005
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76322
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06178
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44461
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01314
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65367
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.33544
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.616875
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.792588
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.980571
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.182118
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.398711
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.632979
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.6789
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008298
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364347
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.758691
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.199007
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.687483
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20061
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76018
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38654
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07107
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80606
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63847
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55713
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59311
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74877
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04038
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40569
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.97577
Î(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67108
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.36401
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.617975
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.793764
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.981829
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.183468
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.400163
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.634452
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.888332
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008697
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364737
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.755289
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.193872
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.681728
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19842
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75776
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3838
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06449
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79188
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62241
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54305
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5769
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72955
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01291
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36833
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94027
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68032
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.40046
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.619149
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.795018
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.983172
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.184907
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.401712
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.636024
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.890032
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009132
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365214
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.755837
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.188784
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676094
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19643
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75551
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37593
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06095
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77822
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60686
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52961
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56147
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70692
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98662
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35095
Ö(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.90659
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63487
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44395
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.620396
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.796349
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.984597
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.186437
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.403357
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.637694
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.89184
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.167335
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365769
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.756439
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.186817
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670503
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1946
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7535
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36806
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05785
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77177
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59182
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51683
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54677
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68806
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96152
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33551
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86256
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59173
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49025
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.621715
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.797759
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.986106
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.188057
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.405098
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.639465
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.893755
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.169412
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.366426
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.757139
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.187564
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665016
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19299
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74725
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36049
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04981
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76872
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57733
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5047
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53288
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68238
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93762
ã(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32154
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.83061
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54196
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.46614
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.623109
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.799247
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.9877
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.189766
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.406937
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.641334
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.895777
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.171607
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.471582
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.757934
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.188443
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.664985
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19154
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74073
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35315
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04153
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76615
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5713
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49323
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51968
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67767
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9149
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30907
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.81006
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49388
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42073
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.624659
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.800813
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.989376
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.191566
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.408872
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.643301
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.897906
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.173917
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.474098
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.801716
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18938
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.666034
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18676
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73444
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34611
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0336
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76404
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56891
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48241
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50722
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67399
ì(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91001
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28645
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.79037
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.4544
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.37802
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.626333
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.802457
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.991136
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.193453
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.410902
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.645368
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.900142
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.176343
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.476741
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.804603
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.190439
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667184
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18109
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72837
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33933
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02598
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7624
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56706
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47221
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49554
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67133
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9069
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26535
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76587
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43465
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.33801
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.628081
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.804178
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.992978
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.19543
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.413029
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.647532
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.902484
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.178885
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.479509
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.807629
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.169912
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.663648
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17336
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72256
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3328
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01864
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7612
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56575
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46268
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4846
ı(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6646
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90499
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24583
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.74316
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41717
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.3025
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.629905
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.805977
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.994904
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.197497
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.415254
(405.96, 7.32, 367.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.649896
