¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
™(384.13, 6.69, 353.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.467284
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479623
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.706161
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950171
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.213757
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499275
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809543
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.14786
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520518
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.888521
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262482
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670794
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11837
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68756
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54613
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55679
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66112
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.476603
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702934
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946698
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.209965
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49519
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805059
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142965
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.515131
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.862637
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.234321
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.640008
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08458
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66317
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5176
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33963
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52629
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474627
†(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699675
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.9432
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206195
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.491077
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800594
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.138079
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.499116
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.837142
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.206518
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.609645
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05127
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63849
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48876
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.67222
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39544
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47363
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696414
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939679
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.20241
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486963
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796117
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133203
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.518628
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.858063
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.227131
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.629792
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0708
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55462
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40001
(384.11, 6.71, 353.24) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 22.98219
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470682
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69318
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936192
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19864
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482848
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791656
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.128304
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.538392
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.879535
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.250525
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.655318
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09879
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4571
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28605
(384.11, 6.71, 353.24) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 20.36038
(384.11, 6.71, 353.24) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 22.56729
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.467784
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.68994
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932708
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194823
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.47876
‰(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78721
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123441
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.558446
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90132
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.274199
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.681216
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07431
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36105
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.174
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19015
(384.11, 6.71, 353.24) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 21.75706
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.464878
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686695
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929195
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191078
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474638
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782716
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.136847
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.578796
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.923368
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29822
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.707497
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04172
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30586
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06374
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06213
(384.11, 6.71, 353.24) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 22.34909
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.461991
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683472
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925712
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.187283
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470568
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.778261
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16488
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599395
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945744
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.322601
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.734141
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01013
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2725
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95532
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93583
(384.11, 6.71, 353.24) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 24.05048
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459152
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.680238
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922226
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.183496
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466459
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773815
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192608
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.620276
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.968403
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.347293
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.733161
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.979495
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24016
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84863
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81124
(384.11, 6.71, 353.24) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 22.82256
(384.11, 6.71, 353.24) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 24.09076
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456358
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676995
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918707
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.179743
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46237
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769374
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.220098
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641424
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.991379
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.372337
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.70501
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.949796
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20887
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74372
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68833
(384.11, 6.71, 353.24) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 21.7599
(384.11, 6.71, 353.24) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 23.34546
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453578
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673768
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915273
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175995
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458297
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769936
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.247245
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662871
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014685
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.397739
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.677749
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.921082
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17853
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64051
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56708
(384.11, 6.71, 353.24) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 21.15139
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.450814
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670555
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.91177
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172218
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454208
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7937
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274114
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684569
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.038269
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.422395
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.651394
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.893317
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14921
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53902
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44751
(384.11, 6.71, 353.24) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 20.57628
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.448059
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667325
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908312
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168472
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450159
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817151
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.300653
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.706561
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.062171
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.398185
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625882
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.866484
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12089
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43921
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32964
(384.11, 6.71, 353.24) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 21.02462
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.445343
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664107
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.904815
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164718
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446061
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840322
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326844
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728848
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.086371
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.374771
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.601291
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.840515
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09353
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3615
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21339
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442664
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660892
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901361
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160961
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.442026
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.863163
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352695
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.751385
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110852
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352202
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.577518
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.815491
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06712
Œ(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3336
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09878
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29885
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440019
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.657715
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897921
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157249
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.448882
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885682
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37821
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.774178
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.117811
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.330412
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.554615
(384.11, 6.71, 353.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.791375
