¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¾(443.53, 14.24, 266.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85513
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10325
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9052
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.83631
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.60518
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.47285
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.41803
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.38626
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.40538
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.45628
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.54576
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.7097
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.9769
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12713
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49119
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87183
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.826485
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.143827
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.489342
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872967
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.2996
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770865
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29402
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87813
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52232
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23649
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07032
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93361
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.99808
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.73999
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.60535
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.53795
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.49732
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.51697
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.5611
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.65214
à(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.80951
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.06526
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03983
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40062
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.77784
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813141
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129346
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.473524
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.852671
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.277222
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.746063
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26642
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8472
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49276
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20306
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03702
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96246
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.18031
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.87984
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.74277
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.66213
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.61442
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.6324
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.66943
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.7621
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.91261
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.15644
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95592
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3136
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96123
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.799691
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.114695
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.457556
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.832212
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.254652
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.721067
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2386
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81605
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46301
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17221
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0033
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95846
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.43287
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.04617
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.88531
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.79072
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.74236
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.75181
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.78141
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.87578
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.0191
ã(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.2505
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87531
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23001
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40151
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786109
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099949
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.441464
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.814432
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.231943
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695941
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21061
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78471
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42901
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14244
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96926
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91912
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.69864
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.22163
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.0332
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.92391
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.87488
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.87535
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.89887
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 13.9933
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.12908
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.34754
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.91339
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35104
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8629
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772433
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.085093
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.425261
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.796674
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.209081
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670615
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18244
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75319
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39351
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11239
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93486
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87939
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77139
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.40431
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.18665
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.06185
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.01212
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.00315
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.02732
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.11477
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.24268
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.44763
â(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.96172
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76942
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.34686
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758636
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.070122
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408934
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.778812
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.19014
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649462
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15869
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72637
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36307
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08201
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90008
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83929
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80883
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.59458
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.34589
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.20474
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.15427
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.13538
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.16023
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.24035
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.35999
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.56666
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 15.01153
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40268
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.744786
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.05501
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392493
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.760822
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.17267
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.630136
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1372
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70234
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33599
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05133
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86505
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79884
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83001
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.79283
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.51119
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.36536
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.30155
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.27219
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.29776
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.37016
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.48115
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.6915
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 15.06487
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730805
×(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039844
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375935
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.742716
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155017
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.610599
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11551
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67807
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3087
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02037
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82967
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75802
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8336
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 15.04167
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.68281
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.5339
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.45415
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.41377
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.44008
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.50438
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.61215
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.82046
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27924
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716719
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.024576
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.359272
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725721
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137213
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.590906
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09361
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65357
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2811
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98912
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79399
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71689
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78567
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73873
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.88783
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.70889
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.61228
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.56197
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.58738
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.64314
(443.42, 14.26, 266.05) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 14.75319
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60812
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702573
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00917
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342509
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.70937
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.119189
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.570986
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07145
·(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62884
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25331
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95763
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75802
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67546
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73741
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7633
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65623
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52237
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2564
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59802
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03318
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6698
(443.42, 14.26, 266.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35366
