¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.01363
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83902
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7046
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7505
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92559
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27115
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77935
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52872
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26223
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.06954
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527098
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820128
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13815
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484447
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.862913
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.278177
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.735788
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24247
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80648
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43346
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11145
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87694
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76005
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81494
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99536
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35343
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83428
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55655
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43284
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21137
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.540353
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834471
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153737
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501488
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881588
…(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.298687
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.758483
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26768
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83466
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46315
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14485
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91482
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81557
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8795
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06541
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43604
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88942
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5845
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.83427
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.17588
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.553532
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84878
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.169305
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.518444
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900167
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.319163
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.781058
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2928
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86268
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49285
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17825
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95271
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87119
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94413
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13568
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49721
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94473
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61252
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.03879
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.09514
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.566612
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.862976
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.184748
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53529
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.918637
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.339496
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.803556
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31779
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89063
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52248
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21166
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99207
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92681
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00886
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20255
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54445
ˆ(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00027
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64062
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17228
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01731
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.90102
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.579629
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87709
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200097
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552094
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.937029
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.359755
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.825955
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34266
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91848
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55202
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24498
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04033
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98242
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05988
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26139
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60261
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01478
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66413
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16421
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.94236
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77843
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592588
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.891133
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.215389
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.568777
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.955355
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.379889
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.848242
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36743
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94617
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58155
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27824
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08861
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03808
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11028
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32025
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66269
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98731
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62585
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0705
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.84955
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.68683
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.605437
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905108
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230575
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.585374
†(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973534
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.399937
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.870418
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39211
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97373
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61098
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31142
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13685
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09375
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16059
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37913
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72305
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96169
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78412
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.96292
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.73441
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.80709
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.618239
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918965
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24566
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601892
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.991631
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.419879
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.892467
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41663
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00117
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64037
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34552
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18506
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1494
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21089
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43797
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78369
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93684
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98361
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85624
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.62271
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.94844
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630913
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.932735
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.260708
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.618279
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.009626
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.439665
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.914371
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44104
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02849
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6697
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3876
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23321
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19965
‚(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26114
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49682
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84458
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91285
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16559
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.70696
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.51441
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64352
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946399
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.275579
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.634543
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.027468
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459328
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.936194
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4653
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05565
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69891
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42961
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28128
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24296
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3113
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55558
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86312
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8896
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34807
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56122
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.40943
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656009
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.959988
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290368
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.65072
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.045221
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.47891
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.957829
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48939
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08264
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72805
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47154
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3293
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28619
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36143
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61431
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84308
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86719
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40139
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41892
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.40643
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66844
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973478
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.305049
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666754
…(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.062833
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.498329
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.979344
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51333
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10948
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75707
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51338
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37725
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32933
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41142
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67298
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8238
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84557
(369.41, 6.97, 352.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27501
