¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ú(377.58, 15.54, 291.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.84536
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.543698
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.729069
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.928185
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.140092
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366753
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611771
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.877476
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.166617
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482206
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828151
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.208916
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.62997
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.092377
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.599895
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16909
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8117
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54287
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38208
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.782989
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.916888
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.059293
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.210966
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.37289
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.546003
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.731532
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.93086
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.141327
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368089
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.613236
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879078
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168292
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484079
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830222
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211178
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632454
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091616
¸(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.599087
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16814
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81066
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54166
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3807
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.784819
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.918795
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.061332
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.213168
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.375191
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.548478
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.734195
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.932374
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.142785
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369665
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614936
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88091
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170326
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486279
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.832609
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.213809
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.635391
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091404
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.598823
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16786
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8103
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54127
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38026
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.786746
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.920857
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.063506
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.215491
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.37766
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.551147
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.737059
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.933942
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144469
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.371458
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.616892
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883039
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172639
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.488781
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83537
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216876
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636415
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091681
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.599142
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16822
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81069
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54175
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38078
µ(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.788771
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.923058
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.065821
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.217937
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.380295
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.553929
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.739836
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.935701
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.146359
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.373492
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619084
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885445
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.17525
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.491652
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83849
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.220318
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637083
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.092445
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.600028
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1692
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81185
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.543
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38224
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.790953
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.925338
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.068296
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.220569
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.3831
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.556947
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.741689
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.937656
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.148475
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.375766
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621575
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888086
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.178142
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.494809
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84199
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224175
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638296
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093784
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.601457
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17083
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81369
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54514
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38471
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.793255
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.927757
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.070894
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.223325
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.386035
µ(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.560101
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.743708
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.939848
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.150798
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378283
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624283
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891048
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.181356
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.498358
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845851
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.22843
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.639908
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.095568
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.603494
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17314
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81628
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54807
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38808
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36201
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97248
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.795677
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.930338
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.073595
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.226207
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.389141
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.562973
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.745893
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.942217
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15335
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381042
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.627252
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.89429
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.184852
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.502174
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.850053
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230799
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.642006
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.097905
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.606096
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17603
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81955
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55183
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39243
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36711
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35638
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47224
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.461913
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.93304
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.07646
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.229257
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.392419
§(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.565199
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.748306
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.944781
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.156133
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384024
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.630481
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897791
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188673
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.506386
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.854662
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.233121
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644565
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100754
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.609245
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1796
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8236
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55646
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39773
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37325
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39078
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51222
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.464376
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.589024
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.07947
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.232477
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.395812
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.567625
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.750888
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.947586
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.159105
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387231
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633971
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901576
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192802
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.510889
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.859594
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.235847
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647591
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104095
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613049
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18382
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82837
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56189
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40402
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38058
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4268
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55411
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.4668
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.591596
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.72429
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.235845
£(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.39889
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.570232
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.753659
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.950549
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.162309
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.390706
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637687
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905624
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197218
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515707
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.864896
(377.04, 15.43, 291.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.239018
