¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
«(337.71, 7.47, 333.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.1111
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 5.936297
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 5.958518
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 5.981804
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.006171
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.031642
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.058238
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.139728
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.244018
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.352877
(337.71, 7.47, 333.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.23359
(337.71, 7.47, 333.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.32215
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.197784
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.215609
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.23422
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.253634
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.273868
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.348939
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.433521
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.522146
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 5.936881
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 5.939563
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 5.961819
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 5.985139
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.009543
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.035051
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.080464
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.181895
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.287722
(337.71, 7.47, 333.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.51719
(337.71, 7.47, 333.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.23011
(337.71, 7.47, 333.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.31786
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.180195
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.197793
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.216173
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.235348
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.256657
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.336964
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.421031
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.509109
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 5.922359
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 5.94361
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 5.965909
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 5.989272
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.01372
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.039273
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.122409
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.225349
µ(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.332771
(337.71, 7.47, 333.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.51421
(337.71, 7.47, 333.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.22651
(337.71, 7.47, 333.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.31343
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.163233
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.180614
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.19877
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.217717
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.245533
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.325375
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.408947
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.496497
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 5.927141
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 5.94844
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 5.970789
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 5.994205
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.018705
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.065426
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.165616
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.270122
(337.71, 7.47, 333.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.08158
(337.71, 7.47, 333.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.51113
(337.71, 7.47, 333.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.2228
(337.71, 7.47, 333.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.30887
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.146887
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.164059
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.182002
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.200729
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.234776
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.314167
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.397263
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.484302
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 5.932698
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 5.954056
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 5.976463
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 5.999939
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.024502
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.108393
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.21012
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.316252
(337.71, 7.47, 333.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.07891
(337.71, 7.47, 333.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.50797
(337.71, 7.47, 333.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.21898
(337.71, 7.47, 333.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.30417
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.131145
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.148118
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.165855
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.184372
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.224379
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.303339
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.385972
–(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.472522
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 5.939039
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 5.960462
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 5.982937
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.00648
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.053558
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.152636
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.255959
(337.71, 7.47, 333.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.14123
(337.71, 7.47, 333.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.07617
(337.71, 7.47, 333.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.50471
(337.71, 7.47, 333.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.21505
(337.71, 7.47, 333.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.29933
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.115997
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.13278
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.150321
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.168637
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.214342
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.292884
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.375075
(337.71, 7.47, 333.55) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.461154
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 5.946165
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 5.967661
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 5.990211
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.013833
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.097544
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.198189
(337.71, 7.47, 333.55) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 6.303169
(337.71, 7.47, 333.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.28684
(337.71, 7.47, 333.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.07335
(337.71, 7.47, 333.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.50137
(337.71, 7.47, 333.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.21101
(337.71, 7.47, 333.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.29436
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.463175
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.662104
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874682
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102401
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346855
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609919
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893727
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162136
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4286
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.714419
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.027836
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.367069
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.734283
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32727
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08645
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84252
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45926
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95528
†(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64638
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.6927
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.2189
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.457241
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655763
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867945
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095168
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339086
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601534
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.887115
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.163392
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436191
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.729174
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044621
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.385209
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.756936
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36226
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12685
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78707
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46315
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96089
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6531
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70091
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.22917
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.451412
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649529
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861288
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.090497
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337919
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604383
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892193
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.177323
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451111
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.745201
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.061908
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.403822
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.781257
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39737
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16748
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77569
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46687
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96651
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65983
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70911
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.2394
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447896
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648984
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864068
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094628
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342381
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.609211
…(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.90521
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191648
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466449
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.761667
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.079623
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.423005
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.806131
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43259
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20817
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76101
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47042
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97212
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66655
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71736
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.24967
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.451368
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652696
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868048
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098892
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346959
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.614161
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919376
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.20632
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482203
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77857
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.097832
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.443629
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83154
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46791
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19935
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74693
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47378
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97771
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67327
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72556
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.25994
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45496
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656499
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872116
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103287
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.351682
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619237
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933563
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.221397
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498323
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.795921
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116513
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.467557
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.857555
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50334
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18711
‚(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73344
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47701
(337.73, 7.47, 334.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98332
