¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¢ (391.05, 14.91, 305.48) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 12.16327
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.462718
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.518461
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.576216
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.63604
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.697991
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.762177
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.844176
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.930239
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.019762
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.112958
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.21007
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311259
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411646
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.501027
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.593932
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.690564
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791085
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895718
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004681
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.677667
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.923238
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184523
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463039
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.995883
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39429
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79275
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.534825
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.701855
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.882422
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.078197
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.291174
¶(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.4208
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.475516
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.532227
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.590935
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.651767
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.714793
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.782757
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.866867
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.954335
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.045378
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.140171
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.238914
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341869
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.449258
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.549899
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.645141
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744239
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847361
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.954738
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.512679
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748772
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.999712
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.2669
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.551895
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2842
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54419
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.503274
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.667803
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.845541
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.038184
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.247554
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.380043
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.433806
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.489497
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.547154
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.606922
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.668823
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.732955
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.80551
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.890959
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.979904
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.072517
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.168925
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26942
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.374246
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.483562
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597748
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.698905
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800559
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906451
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016749
»(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.582123
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.82338
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.079988
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.353424
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20594
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1054
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.492616
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.634205
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.809203
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.998739
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.204595
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.340478
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.393312
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.448032
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.504676
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.563386
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.624204
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.687207
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.752503
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.829579
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.916528
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.006975
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.101227
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.199386
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301736
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408474
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519848
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636211
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.755354
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859763
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968518
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812378
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654992
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901737
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164318
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.444351
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51159
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.482973
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.601037
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.773376
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.959882
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.162329
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.302018
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.353971
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.407756
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.463422
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.521115
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.580872
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.642784
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.706948
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.773483
¹(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.855107
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.943553
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.035678
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.131587
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231556
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.335776
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.444571
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55812
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676793
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800857
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921884
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.033668
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.159278
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731536
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.984029
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.252972
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43306
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.473662
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.568333
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.738023
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.921597
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.120712
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.264684
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.315752
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.368624
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.423403
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.480099
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.538844
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.599703
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.662784
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.728153
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.795948
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.882137
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.972191
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.065984
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163686
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265565
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.371784
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.482712
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598568
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.71959
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846264
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.978819
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102042
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539329
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811934
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.070552
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.34621
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.464653
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.54136
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.703217
´(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.883855
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.079726
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.22839
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.278636
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.330631
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.38453
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.440279
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.498061
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.557916
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.61995
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.684218
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.750854
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.822605
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.910721
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.002466
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.098022
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.197617
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301439
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.409815
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522966
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.641156
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764773
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894129
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.029605
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.333165
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647581
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896486
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16154
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.456017
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.53239
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.66888
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.846703
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.039392
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.193159
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.24259
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.293768
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.34677
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.401634
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.45849
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.517363
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.578387
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.641602
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.707117
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.775068
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.851184
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.940961
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.034466
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.131844
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.233419
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.339328
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.449913
¸(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565393
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686134
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812404
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944611
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083112
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640549
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730298
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.985437
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.447676
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.523751
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.635061
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.810114
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.999667
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.158961
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.207598
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.257981
(391.05, 14.91, 305.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.310134
