¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ë(343.25, 7.29, 364.50) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.255695
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404122
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.745953
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.122146
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.538084
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.000338
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.51701
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09822
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75674
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50898
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34313
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.30858
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44537
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86132
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.58793
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.43079
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.01369
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.62464
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.680381
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.871943
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.077814
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.301568
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.543801
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.806458
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.092185
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404107
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.745935
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.122127
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.538062
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.000312
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.516983
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09818
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75671
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50894
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34402
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.30987
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.4453
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86124
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.58784
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.44372
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.04004
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.28549
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.680363
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.871923
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.077792
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.301577
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.54381
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.806468
ñ(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.092196
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404119
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.745948
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.122141
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.538078
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.000331
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.517004
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09821
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75673
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50897
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34505
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.31134
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44535
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.8613
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.58791
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.45808
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.81677
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.95395
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.680369
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.871929
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.077798
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.301605
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.543841
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.806503
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.092233
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404158
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.745992
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.12219
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.538132
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.000391
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.51707
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09828
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75682
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50907
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34622
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.313
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44728
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86149
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.58814
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.47386
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.65749
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.62986
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.680396
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.871957
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.07783
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.301653
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.543893
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.806559
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.092295
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404226
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.746066
ó(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.122272
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.538221
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.000491
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.517183
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09841
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75696
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50923
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34754
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.31483
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44948
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86181
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.58854
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.49107
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.53956
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.31298
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.680445
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.872013
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.077888
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.301722
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.543969
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.80664
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.092382
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404322
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.746171
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.122387
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.538352
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.000635
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.517344
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09859
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75717
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50947
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.349
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.31685
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.45188
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86227
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.5891
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.50973
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40893
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00313
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.680519
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.87209
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.077973
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.30181
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.544063
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.806743
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.092495
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404446
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.746307
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.122539
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.538517
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.00082
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.517551
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09883
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75743
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50978
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3506
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.31905
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.45447
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86286
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.58983
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85529
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89026
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.70015
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.680614
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.872192
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.078083
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.301918
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.544179
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.806869
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.092632
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404596
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.746472
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.122721
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.538719
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.001046
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.517804
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09911
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75776
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51015
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35233
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32142
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.45725
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86357
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.59072
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7455
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.46163
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47841
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.680732
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.872319
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.078219
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.302045
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.544318
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.807019
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.092798
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404776
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.746669
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.122937
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.538959
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.001314
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.518106
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09945
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75814
÷(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51059
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35421
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32398
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.46023
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86443
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.59176
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6392
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18985
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.12112
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.680873
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.872471
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.078383
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.302194
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.544478
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.807192
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.092987
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404981
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.746897
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.123187
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.539236
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.001621
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.518452
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09984
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75859
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5111
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35624
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32672
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.46339
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86541
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.59298
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53636
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08102
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.99603
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.681036
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.872645
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.078571
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.302361
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.544658
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.807389
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.0932
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.405217
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.747154
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.12347
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.539551
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.001972
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.518843
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10028
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75909
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51168
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3584
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32953
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.46675
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86653
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82849
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43682
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97581
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.90424
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.681223
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.872846
(343.27, 7.23, 364.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.078786
