¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ï(425.17, 9.61, 362.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22421
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93627
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54881
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22522
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02145
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.05477
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.38622
±(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.13194
(425.19, 9.61, 362.79) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 22.55966
(425.19, 9.61, 362.79) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 22.18716
(425.19, 9.61, 362.79) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 22.13568
(425.19, 9.61, 362.79) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 22.25014
(425.19, 9.61, 362.79) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 22.66509
(425.19, 9.61, 362.79) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 23.14912
(425.19, 9.61, 362.79) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 24.62507
(425.19, 9.61, 362.79) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 24.59368
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.637809
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.860208
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.099121
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.356415
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.634642
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.904458
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.195311
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.511167
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.84037
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.197497
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.575867
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.969224
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40475
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86949
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35516
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91154
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54453
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22169
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01342
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.03679
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.33529
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.98574
(425.19, 9.61, 362.79) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 24.45386
(425.19, 9.61, 362.79) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 24.59253
(425.19, 9.61, 362.79) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 24.60837
(425.19, 9.61, 362.79) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 24.73215
(425.19, 9.61, 362.79) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 24.74797
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.627872
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.849546
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.087657
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.344056
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.625169
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.894268
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.184318
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.501678
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.830101
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.186348
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.566689
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.959247
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39683
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86083
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34246
ì(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88658
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54091
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21888
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.00605
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.01937
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.28695
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.78261
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.617996
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.838955
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.076269
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.331779
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.615865
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.884255
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.17352
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.492423
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.820086
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.175476
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.557873
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.94967
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38934
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85264
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33034
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86649
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53795
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.2168
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.99934
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00251
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.26001
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.57123
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.608186
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.828432
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.064957
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.319588
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.604311
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.874425
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.162916
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.483402
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.810327
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.164881
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.549423
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.940486
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38229
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84493
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3188
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85379
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53564
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21544
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9933
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.98619
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.23397
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.36126
ì(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.59844
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.817982
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.053724
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.307483
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.59217
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.864776
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.152512
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.472393
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.80082
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.154564
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.541337
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.931701
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37567
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83769
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30783
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84174
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53399
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21482
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98792
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.97044
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.20884
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.20362
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.58876
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.807602
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.042568
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.295462
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.580029
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.855307
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.142303
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.460919
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.791568
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.14452
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.533613
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.923309
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36903
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83092
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29743
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83031
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53299
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21492
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.98321
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.95524
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.18462
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.10503
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.579146
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.797295
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.031491
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.283528
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.567886
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.846017
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.132287
ì(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.449547
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.782566
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.134752
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.526249
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.91531
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35924
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82462
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28759
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8195
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53265
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21574
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97915
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94059
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.16128
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.00712
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.569601
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.787063
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.020496
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.271682
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.555747
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.83691
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.122469
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.438281
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.773819
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.125262
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.51925
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.907705
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34975
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81879
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28223
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80933
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53296
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21729
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97575
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.92649
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.13883
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.90992
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.560125
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.776904
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.009582
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.259929
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.543614
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.827987
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.112848
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.42712
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.765326
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.116047
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.512095
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.900496
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34056
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81344
í(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27838
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79977
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53393
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21957
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97302
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.91294
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.11728
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.81021
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.550718
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.766824
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.998752
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.248266
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.531488
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.819243
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.103425
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.416068
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.757085
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.107106
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.501775
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.893677
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33166
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80855
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27523
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79084
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53556
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22258
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97275
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89994
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.0898
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70872
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.541382
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.756817
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.988005
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.236691
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.51937
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.81068
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.094196
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.40512
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.749096
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.098441
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.491681
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.887249
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32304
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80414
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27275
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78253
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53783
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22632
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97693
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.88964
(425.19, 9.61, 362.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.06179
