¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (416.84, 13.21, 329.26) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 8.812717
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.5237
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.634781
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.777375
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.013087
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23567
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43935
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89652
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49673
(416.84, 13.21, 329.26) (407.04, 10.23, 298.37) (0.61, 0.87, 0.61) Tools 17.99597
(416.84, 13.21, 329.26) (407.04, 10.23, 298.37) (0.61, 0.87, 0.61) Tools 17.99288
(416.84, 13.21, 329.26) (407.04, 10.23, 298.37) (0.61, 0.87, 0.61) Tools 17.99246
(416.84, 13.21, 329.26) (407.04, 10.23, 298.37) (0.61, 0.87, 0.61) Tools 17.99474
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.47011
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.49494
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.52276
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.55358
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.58743
(416.84, 13.21, 329.26) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.915122
(416.84, 13.21, 329.26) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.945067
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.530871
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.463784
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.398976
› (416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.362817
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.341794
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.32198
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.320169
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.335246
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.351483
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.378053
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.432058
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.487987
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.563616
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.675977
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.808131
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.045798
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1563
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44228
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00115
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61073
(416.84, 13.21, 329.26) (407.04, 10.23, 298.37) (0.61, 0.87, 0.61) Tools 17.9099
(416.84, 13.21, 329.26) (407.04, 10.23, 298.37) (0.61, 0.87, 0.61) Tools 17.90676
(416.84, 13.21, 329.26) (407.04, 10.23, 298.37) (0.61, 0.87, 0.61) Tools 17.90629
(416.84, 13.21, 329.26) (407.04, 10.23, 298.37) (0.61, 0.87, 0.61) Tools 17.90849
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.66037
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.68576
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.71416
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.74559
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.78008
(416.84, 13.21, 329.26) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.965569
(416.84, 13.21, 329.26) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.969356
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.595436
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.527456
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.461789
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.417537
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.396395
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.376472
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.369246
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.384677
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.401279
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.423147
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.477937
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.534675
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.604829
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.718516
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.83985
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.079543
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07951
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54122
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10866
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72799
(416.84, 13.21, 329.26) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 17.44961
(416.84, 13.21, 329.26) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 17.44649
(416.84, 13.21, 329.26) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 17.44597
£ (416.84, 13.21, 329.26) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 17.44805
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.85738
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.88334
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.91234
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.94441
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.97957
(416.84, 13.21, 329.26) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.017671
(416.84, 13.21, 329.26) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.021755
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.673887
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.593504
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.526936
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.474185
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.452919
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.432882
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.419988
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.43579
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.452773
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.470952
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.525335
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.582916
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.647364
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.76243
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.882208
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.11434
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11338
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64293
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21919
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84866
(416.84, 13.21, 329.26) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 17.37206
(416.84, 13.21, 329.26) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 17.36889
(416.84, 13.21, 329.26) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 17.36832
(416.84, 13.21, 329.26) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 17.37034
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.06139
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.08795
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.11758
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.15032
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.18618
(416.84, 13.21, 329.26) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.071483
(416.84, 13.21, 329.26) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.07588
(416.84, 13.21, 329.26) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.184376
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.662012
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.594504
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.532817
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.511428
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.491273
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.472442
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.48863
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.506011
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.5246
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.574292
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.632748
¡ (416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.693271
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.807751
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.929035
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.150206
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09022
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67454
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31566
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97277
(416.84, 13.21, 329.26) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 17.48408
(416.84, 13.21, 329.26) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 17.49699
(416.84, 13.21, 329.26) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 17.51255
(416.84, 13.21, 329.26) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 17.53075
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.27268
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.29986
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.33016
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.3636
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.40019
(416.84, 13.21, 329.26) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.127066
(416.84, 13.21, 329.26) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.131788
(416.84, 13.21, 329.26) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.165774
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.73307
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.664583
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.598424
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.571983
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.551708
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.532662
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.543249
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.561045
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.58006
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.624848
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.684216
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.745681
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.854512
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.977359
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.18716
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03431
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50845
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13353
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82159
(416.84, 13.21, 329.26) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 17.66278
(416.84, 13.21, 329.26) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 17.65956
(416.84, 13.21, 329.26) (406.51, 10.23, 298.71) (0.61, 0.87, 0.61) Tools 18.14857
(416.84, 13.21, 329.26) (406.51, 10.23, 298.71) (0.61, 0.87, 0.61) Tools 18.16776
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.49154
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.51938
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.55038
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.58455
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.62191
(416.84, 13.21, 329.26) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.184481
(416.84, 13.21, 329.26) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.189546
(416.84, 13.21, 329.26) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.195544
˜ (416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.806777
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.737269
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.67012
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.634655
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.614255
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.595097
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.599699
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.61793
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.63739
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.677049
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.737364
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.79981
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.902749
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.02722
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.22522
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.716915
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34745
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95714
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62747
(416.84, 13.21, 329.26) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 17.59465
(416.84, 13.21, 329.26) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 17.59139
(416.84, 13.21, 329.26) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 17.59076
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.69292
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.71829
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.74683
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.77855
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.81348
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.85165
(416.84, 13.21, 329.26) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.243793
(416.84, 13.21, 329.26) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.24922
(416.84, 13.21, 329.26) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.255588
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.885221
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.812661
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.744482
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.699512
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.678988
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.65971
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.658038
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.676721
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.696647
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.730938
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.792243
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.855709
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.952497
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.078654
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.264409
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.67739
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31371
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78631
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43976
(416.84, 13.21, 329.26) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 17.67335
§ (416.84, 13.21, 329.26) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 17.52635
(416.84, 13.21, 329.26) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 17.83173
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.9272
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.95326
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.98253
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.01501
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.05075
(416.84, 13.21, 329.26) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.08976
(416.84, 13.21, 329.26) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.305076
(416.84, 13.21, 329.26) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.31088
(416.84, 13.21, 329.26) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.317636
(416.84, 13.21, 329.26) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.420233
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.890864
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.821609
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.766636
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.745977
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.72658
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.718324
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.737479
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.757892
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.786567
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.848899
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.913428
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.003797
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.131704
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.304749
(416.84, 13.21, 329.26) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.637879
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35922
(416.84, 13.21, 329.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62087
