¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ë(336.07, 7.19, 370.83) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 13.31315
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.772695
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.969736
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.181657
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.410171
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.65726
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.925239
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.216816
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.535202
¢(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.884206
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.268406
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.69333
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.165737
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.693967
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28844
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96232
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73255
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59625
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57799
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.76104
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32107
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98058
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18951
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4061
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66205
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96862
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26486
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54901
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84467
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.774945
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.972152
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.18426
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.412982
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.660304
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.928544
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.220419
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.539145
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.888535
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.273182
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.698624
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.171639
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.700586
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29591
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97083
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74231
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60946
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59337
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.7782
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34131
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75529
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95871
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16957
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38826
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65155
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96039
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28256
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5736
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.777212
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.974587
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.186882
¢(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.415813
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.66337
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.931874
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.224048
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.543112
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.892896
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.277991
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.703957
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.177586
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.707256
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30344
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9794
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75215
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62285
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.60896
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79923
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3467
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53791
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73607
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94145
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15442
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37527
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64599
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95732
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28214
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60391
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.779494
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.977039
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.189522
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.418664
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.666456
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.935225
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.227702
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.547111
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.897286
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.282837
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.709331
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.183575
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.713975
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31103
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98804
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76207
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63642
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.62477
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81627
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17638
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32805
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5212
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7214
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92894
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14414
 (337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36734
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64548
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95953
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28726
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62954
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.781791
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.979506
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.192179
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.421533
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.669564
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.938601
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.231382
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.551135
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.901708
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.287716
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.71474
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.189607
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.72074
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31867
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99674
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77206
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.65018
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64078
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83344
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04606
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23402
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33629
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50908
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71141
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92124
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13881
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36452
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65022
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96722
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29809
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64371
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.784104
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.98199
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.194854
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.424421
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.672691
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.942
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.235086
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.555189
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.906161
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.292629
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.720188
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.195682
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.727557
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32637
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0055
»(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78212
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.66411
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55843
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8507
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90062
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19523
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29696
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40255
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51206
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7062
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9184
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13851
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36689
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66027
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98046
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31473
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.78643
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.98449
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.197546
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.427327
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.675838
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.945419
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.238814
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.559268
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.910642
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.297574
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.725673
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.201798
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.734418
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33412
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01433
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79226
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67822
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57993
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86811
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75934
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.159
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2603
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36535
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47437
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58739
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7058
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9206
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14342
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37459
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67586
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99947
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.788771
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.987005
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.200255
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.430253
¯(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.679007
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.948862
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.242567
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.563375
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.915153
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.302554
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.731195
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.207955
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.741329
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34193
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02321
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80247
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6925
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60164
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88567
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6222
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12533
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22616
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3308
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43935
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55189
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66851
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78938
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92787
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15354
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38775
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69715
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.791127
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.989535
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.20298
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.433196
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.682195
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.952325
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.246341
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.567504
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.919691
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.307562
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.736752
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.214152
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.748283
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34979
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03216
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81275
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55059
(337.25, 7.23, 370.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62361
