¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ï(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.33776
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60171
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22389
(378.62, 15.12, 300.97) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 21.04369
(378.62, 15.12, 300.97) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 21.66566
(378.62, 15.12, 300.97) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 22.6794
(378.62, 15.12, 300.97) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 22.82329
(378.62, 15.12, 300.97) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 22.78589
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115433
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.569704
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07769
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6443
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28066
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09439
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04277
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10547
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64085
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74816
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27351
(378.62, 15.12, 300.97) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 21.38017
(378.62, 15.12, 300.97) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 21.98577
(378.62, 15.12, 300.97) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 20.67923
(378.62, 15.12, 300.97) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 20.71998
(378.62, 15.12, 300.97) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 22.96922
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.138077
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.598125
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10938
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67984
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32205
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15623
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11131
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22024
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81784
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89337
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31135
(378.62, 15.12, 300.97) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 21.73085
(378.62, 15.12, 300.97) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 20.52618
(378.62, 15.12, 300.97) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 20.39886
(378.62, 15.12, 300.97) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 20.7917
İ(378.62, 15.12, 300.97) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 22.51077
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.162752
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.626213
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14062
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71487
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36283
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21741
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17919
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32508
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99455
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03715
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3487
(378.62, 15.12, 300.97) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 20.44379
(378.62, 15.12, 300.97) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 20.61677
(378.62, 15.12, 300.97) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 20.47944
(378.62, 15.12, 300.97) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 20.86685
(378.62, 15.12, 300.97) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 22.63044
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.187656
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.653797
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17142
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74935
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40828
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27777
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24645
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42881
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14731
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17953
(378.62, 15.12, 300.97) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 20.31208
(378.62, 15.12, 300.97) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 20.74283
(378.62, 15.12, 300.97) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 20.71148
(378.62, 15.12, 300.97) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 20.56372
(378.62, 15.12, 300.97) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 20.54823
(378.62, 15.12, 300.97) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 22.7546
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.212166
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.681029
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20172
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78338
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45936
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33725
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31302
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53131
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24196
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31271
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42172
(378.62, 15.12, 300.97) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 20.44039
(378.62, 15.12, 300.97) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 22.82785
(378.62, 15.12, 300.97) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 20.65176
(378.62, 15.12, 300.97) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 20.61585
(378.62, 15.12, 300.97) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 22.88335
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.236282
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.707796
ä(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23157
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81685
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50975
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39581
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37882
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63246
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33487
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38503
(378.62, 15.12, 300.97) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 19.29525
(378.62, 15.12, 300.97) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 20.17935
(378.62, 15.12, 300.97) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 21.52726
(378.62, 15.12, 300.97) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 20.74364
(378.62, 15.12, 300.97) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 20.70762
(378.62, 15.12, 300.97) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 22.62019
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.259999
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.734065
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26095
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84978
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55924
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45355
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44654
(378.62, 15.12, 300.97) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 14.46087
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42609
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45463
(378.62, 15.12, 300.97) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 19.06017
(378.62, 15.12, 300.97) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 19.99222
(378.62, 15.12, 300.97) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 20.71279
(378.62, 15.12, 300.97) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 20.83945
(378.62, 15.12, 300.97) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 20.80331
(378.62, 15.12, 300.97) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 22.71017
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.283258
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.759933
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28975
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88217
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60793
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51021
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51935
(378.62, 15.12, 300.97) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 14.1536
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51549
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52337
(378.62, 15.12, 300.97) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 19.31322
(378.62, 15.12, 300.97) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 19.76696
(378.62, 15.12, 300.97) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 19.71062
(378.62, 15.12, 300.97) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 13.84703
(378.62, 15.12, 300.97) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 13.70294
(378.62, 15.12, 300.97) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 13.80149
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.306099
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.785276
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31802
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91396
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65561
æ(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56591
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59137
(378.62, 15.12, 300.97) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 13.91835
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60296
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58949
(378.62, 15.12, 300.97) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 19.69412
(378.62, 15.12, 300.97) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 20.41214
(378.62, 15.12, 300.97) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 19.68434
(378.62, 15.12, 300.97) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 13.88743
(378.62, 15.12, 300.97) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 13.74293
(378.62, 15.12, 300.97) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 13.83503
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328467
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.810122
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34581
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95223
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70245
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62055
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66243
(378.62, 15.12, 300.97) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 13.95334
(378.62, 15.12, 300.97) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 14.07313
(378.62, 15.12, 300.97) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 14.04777
(378.62, 15.12, 300.97) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 14.01503
(378.62, 15.12, 300.97) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 13.98453
(378.62, 15.12, 300.97) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 13.95623
(378.62, 15.12, 300.97) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 13.87121
(378.62, 15.12, 300.97) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 13.84997
(378.62, 15.12, 300.97) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 13.83086
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.350376
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83449
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.373
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9917
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74829
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67402
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73246
(378.62, 15.12, 300.97) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 13.9901
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77131
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71175
(378.62, 15.12, 300.97) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 20.62905
(378.62, 15.12, 300.97) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 20.46646
(378.62, 15.12, 300.97) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 20.07213
(378.62, 15.12, 300.97) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 13.97516
(378.62, 15.12, 300.97) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 13.82981
(378.62, 15.12, 300.97) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 13.89887
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.371857
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.858286
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39966
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03045
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79313
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72637
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80143
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19836
ã(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84088
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76777
(378.62, 15.12, 300.97) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 19.08782
(378.62, 15.12, 300.97) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 19.21078
(378.62, 15.12, 300.97) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 20.35974
(378.62, 15.12, 300.97) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 14.02257
(378.62, 15.12, 300.97) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 13.87675
(378.62, 15.12, 300.97) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 13.93281
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392803
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.881589
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42571
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06847
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83687
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77755
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86933
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25222
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90775
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82012
(378.62, 15.12, 300.97) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 18.96008
(378.62, 15.12, 300.97) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 19.59095
(378.62, 15.12, 300.97) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 20.5958
(378.62, 15.12, 300.97) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 20.44938
(378.62, 15.12, 300.97) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 21.46465
(378.62, 15.12, 300.97) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 21.87442
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.41329
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.904343
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45116
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10571
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87959
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82504
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93603
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30426
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97174
(378.62, 15.12, 300.97) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 18.8054
(378.62, 15.12, 300.97) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 18.76201
(378.62, 15.12, 300.97) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 19.19177
(378.62, 15.12, 300.97) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 20.84083
(378.62, 15.12, 300.97) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 20.66816
(378.62, 15.12, 300.97) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 21.18085
(378.62, 15.12, 300.97) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 21.55661
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43326
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.926556
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47597
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14219
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92117
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86715
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99807
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35439
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03292
(378.62, 15.12, 300.97) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 18.68673
(378.62, 15.12, 300.97) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 19.10686
Û(378.62, 15.12, 300.97) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 19.6412
(378.62, 15.12, 300.97) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 20.59822
(378.62, 15.12, 300.97) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 20.89478
(378.62, 15.12, 300.97) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 21.39425
(378.62, 15.12, 300.97) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 21.68688
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.45272
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948223
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50243
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1778
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96159
(378.62, 15.12, 300.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90806
