¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Œ (392.46, 14.82, 305.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785171
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.8903
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.188421
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.512271
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.867907
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.260159
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.695714
ã(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.185981
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.754386
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24145
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12117
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16527
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39022
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.783
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35336
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92534
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.20214
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77352
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.687332
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.888318
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.105642
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.339846
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593756
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.872203
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.169921
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.492002
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.845605
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.2355
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.668313
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.152462
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.716499
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20977
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08428
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11077
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31405
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69745
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27833
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84076
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.06353
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.72393
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.676537
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.87585
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.092376
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.325485
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.578164
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.854155
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.151524
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.471849
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.823436
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.210994
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.641089
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.120171
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.678855
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1781
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04736
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06534
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23839
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61282
æ(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20365
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74781
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.93259
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.67491
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.665794
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.863412
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.079157
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.311178
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.562632
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.836154
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.13323
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.451815
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.801404
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.186644
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.614047
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.08997
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39971
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14637
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01039
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02183
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.169
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52914
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12933
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65633
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95296
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.65211
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.655105
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.851002
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.065984
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.296927
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.547163
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.819176
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.115038
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.431897
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.779507
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.162451
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.587189
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.059984
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3721
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11456
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97343
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97826
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1066
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44858
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05538
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56636
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.97035
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63018
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.644472
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.838624
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.052863
â(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.282731
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.531761
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.802404
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.096955
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.412103
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.757751
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.138416
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.560516
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.69976
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34448
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08277
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93649
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92845
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04457
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37407
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98178
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47782
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98472
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.60868
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.633893
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.826278
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.039794
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.268594
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.516424
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.78571
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.078979
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.392431
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.736135
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.114544
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.53403
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675512
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31682
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05095
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8995
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87622
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98284
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30002
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89395
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39071
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99607
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.58766
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.623373
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.813967
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.026779
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.254519
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.501157
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.769095
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.061114
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.372886
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.714664
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.090835
÷(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.507734
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.651214
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28916
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01913
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8625
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82429
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92148
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22647
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80418
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30502
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00435
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.56714
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.612911
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.802662
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.013819
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.240506
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.485959
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.75256
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.04336
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.353466
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.693336
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.06741
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104054
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.62692
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26145
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98732
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82556
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77264
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86051
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15342
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7151
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22079
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98073
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.54705
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.602508
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.791498
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.000916
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.226557
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.470833
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.736106
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.025719
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.334175
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.672155
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.044051
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.083144
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602599
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23376
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95545
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78858
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72124
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7999
µ(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08086
(393.01, 14.80, 305.50) (426.17, 14.10, 303.13) (8.74, 13.24, 16.84) Truck 16.48069
(393.01, 14.80, 305.50) (426.17, 14.10, 303.13) (8.74, 13.24, 16.84) Truck 16.57796
(393.01, 14.80, 305.50) (426.17, 14.10, 303.13) (8.74, 13.24, 16.84) Truck 16.54695
(393.01, 14.80, 305.50) (426.17, 14.10, 303.13) (8.74, 13.24, 16.84) Truck 16.45925
(393.01, 14.80, 305.50) (426.17, 14.10, 303.13) (8.74, 13.24, 16.84) Truck 16.43347
(393.01, 14.80, 305.50) (426.17, 14.10, 303.13) (8.74, 13.24, 16.84) Truck 16.41021
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.592165
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.780397
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.98807
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.212674
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.455782
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.719737
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.008193
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.315013
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.651122
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.608033
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.06232
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.57827
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20605
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92365
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75166
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67013
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73964
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0088
(393.01, 14.80, 305.50) (426.17, 14.10, 303.13) (8.74, 13.24, 16.84) Truck 16.41711
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05643
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.93849
(393.01, 14.80, 305.50) (426.17, 14.10, 303.13) (8.74, 13.24, 16.84) Truck 16.22816
(393.01, 14.80, 305.50) (426.17, 14.10, 303.13) (8.74, 13.24, 16.84) Truck 16.20285
(393.01, 14.80, 305.50) (426.17, 14.10, 303.13) (8.74, 13.24, 16.84) Truck 16.18004
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.581885
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.769366
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.975285
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.198856
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.440805
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.703452
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.989724
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.295983
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182028
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58936
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041578
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.553892
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17832
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89181
(393.01, 14.80, 305.50) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71302
