¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î(380.80, 14.22, 267.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 11.36102
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.622951
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.80921
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.009161
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.221766
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.449618
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.695904
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.962825
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.258431
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.588398
ê(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.951035
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.343194
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.768437
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856595
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44911
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11916
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88293
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73466
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68169
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76924
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09115
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69309
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4854
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78196
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.86102
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.45013
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.624104
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.810445
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.010488
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.223517
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.451496
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697933
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.965027
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.260321
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.59047
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.953319
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.346098
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.360871
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.861763
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45494
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12578
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88866
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73646
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68976
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77862
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11335
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71997
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51833
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81537
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.74134
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.451265
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.625318
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.811748
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.011886
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.225362
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.453469
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.70007
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.967345
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.262302
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.59264
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.955709
÷(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.349166
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.364838
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867109
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46097
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13261
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89049
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73857
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69822
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78852
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13613
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74119
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55214
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85016
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.6251
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.452459
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.626596
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.813117
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.013358
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.227306
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.455544
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.702313
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.969779
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.264373
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.594913
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.958209
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919703
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.369033
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.872597
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46714
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13962
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89263
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.741
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70715
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79895
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15951
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75613
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58687
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8863
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.51216
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.453711
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.627935
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.814552
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.014899
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.229345
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.457714
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.704661
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.972327
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.266533
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.597281
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516292
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.923651
…(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.373442
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.878239
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47349
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14683
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89503
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74376
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71652
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80988
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18351
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7718
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62248
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.92383
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.40252
(381.10, 14.13, 266.18) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 24.94252
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.455022
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.629336
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.816054
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.016513
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.231479
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.459984
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.707116
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.974991
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.268784
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133747
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520069
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.927831
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.378061
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.884037
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48002
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15427
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8977
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74685
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72637
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82137
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20298
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78824
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.659
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96273
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.29608
(381.10, 14.13, 266.18) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 24.96334
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.45639
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.6308
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.817623
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.018198
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.23371
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.46235
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.709676
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.977768
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.781803
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.137721
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522896
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.9322
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.382865
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.889988
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48673
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15963
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90063
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75023
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73262
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83335
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21951
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80543
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72033
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00305
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.16345
(381.10, 14.13, 266.18) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 24.98513
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.457816
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.632325
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.819258
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.019955
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.235955
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.464816
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.712344
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460181
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785497
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.141763
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.524529
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.936708
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.387886
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.896111
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49363
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16673
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90386
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75391
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73693
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84591
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23646
(381.10, 14.13, 266.18) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.69468
(381.10, 14.13, 266.18) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.70088
(381.10, 14.13, 266.18) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.70973
(381.10, 14.13, 266.18) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.72124
(381.10, 14.13, 266.18) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.73541
(381.10, 14.13, 266.18) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.75226
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.4593
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.633912
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.82096
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.021784
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.237925
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.467378
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16517
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463647
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.789294
±(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.144769
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526293
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941433
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.393119
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.90237
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50069
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17411
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90734
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75793
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74159
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85895
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25389
(381.10, 14.13, 266.18) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.44729
(381.10, 14.13, 266.18) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.45307
(381.10, 14.13, 266.18) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.46145
(381.10, 14.13, 266.18) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.47245
(381.10, 14.13, 266.18) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.48608
(381.10, 14.13, 266.18) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.50234
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.460842
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.635561
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.822727
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.023683
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.23997
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902768
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168427
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467187
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793182
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146479
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.528179
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946365
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.398563
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.90881
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50793
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18181
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91111
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76224
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74663
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87255
(381.10, 14.13, 266.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28209
(381.10, 14.13, 266.18) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.20925
(381.10, 14.13, 266.18) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.21461
(381.10, 14.13, 266.18) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.22256
