¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ã(331.69, 7.69, 366.98) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.41461
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.580302
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.571231
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.563032
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.555693
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.549212
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.543583
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.538799
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.535844
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.543236
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.563745
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.998719
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.159873
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.332583
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.518109
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.714269
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 6.047795
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.90691
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.841649
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.803824
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.781079
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.76035
Ì(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.740631
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.721918
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.70418
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.687424
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.671605
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.656728
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.642787
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.629762
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.617643
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.60643
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.596103
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.586647
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.57808
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.570374
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.563524
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.557531
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.552396
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.549204
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.5569
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.578319
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.995033
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.15617
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.328871
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.514395
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.714184
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354267
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.970058
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.887326
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.843358
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.81887
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.797444
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.777044
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.757665
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.7393
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.721908
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.705486
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.690034
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.675522
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.661932
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.649272
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.637534
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.626677
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.616729
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.607662
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.599465
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.592138
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.585679
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.580091
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.576593
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.584979
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.608458
¯(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.999475
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.160923
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.33397
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.519876
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.720094
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360849
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597241
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.971329
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.910111
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.880902
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.858302
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.836793
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.816336
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.796913
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.778512
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.761126
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.744713
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.72929
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.714833
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.701318
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.688736
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.677082
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.666351
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.65652
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.647592
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.639557
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.632408
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.626131
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.622164
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.631955
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.659951
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.003971
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.165735
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.339131
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.525426
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.726077
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.367538
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604502
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860777
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 6.055552
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.995212
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.969232
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.944657
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.921337
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.899231
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.878289
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.8585
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.839841
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.822275
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.805756
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.790299
Š(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.7759
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.762494
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.750068
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.738637
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.728166
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.718665
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.710097
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.702466
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.697474
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.710963
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.752255
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.00852
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.170607
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.344356
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.531044
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.732135
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.374386
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611878
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868754
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147554
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451099
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782783
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146621
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.547494
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.991271
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.485174
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03806
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66106
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21173
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81162
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51912
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0954
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6657
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29019
(331.69, 7.69, 366.98) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.97052
(331.69, 7.69, 366.98) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.03247
(331.69, 7.69, 366.98) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.49075
(331.69, 7.69, 366.98) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.48618
(331.69, 7.69, 366.98) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.47151
(331.69, 7.69, 366.98) (337.24, 1.08, 385.00) (0.81, 2.16, 0.81) Human 5.902128
(331.69, 7.69, 366.98) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.4505
(331.69, 7.69, 366.98) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.44414
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.013123
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.175533
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.349642
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.53673
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.738265
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.38138
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619375
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876912
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.156384
’(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460733
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793327
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.158224
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.560306
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005499
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.501022
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05584
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68002
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22131
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82982
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54944
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10359
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67461
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29993
(331.69, 7.69, 366.98) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.99603
(331.69, 7.69, 366.98) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.05982
(331.69, 7.69, 366.98) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.49755
(331.69, 7.69, 366.98) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.48011
(331.69, 7.69, 366.98) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.46546
(331.69, 7.69, 366.98) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.45358
(331.69, 7.69, 366.98) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.44446
(331.69, 7.69, 366.98) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.4381
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.017779
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.180517
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.35499
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.54248
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.744466
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.388441
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.627036
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885182
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165418
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470583
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804067
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.170049
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.573362
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.019947
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517151
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07398
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6893
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2316
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85753
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58068
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11299
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68491
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29636
(331.69, 7.69, 366.98) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.02402
(331.69, 7.69, 366.98) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.08961
(331.69, 7.69, 366.98) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.49425
(331.69, 7.69, 366.98) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.47681
(331.69, 7.69, 366.98) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.46216
(331.69, 7.69, 366.98) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.45028
û(331.69, 7.69, 366.98) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.44117
(331.69, 7.69, 366.98) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.43481
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.022488
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.185558
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.3604
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.5483
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.750741
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395661
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634831
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893652
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174597
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.480566
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815019
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182072
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586637
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034724
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.533643
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09244
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69923
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24259
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88607
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59862
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1237
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69656
(331.69, 7.69, 366.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29425
(331.69, 7.69, 366.98) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.05452
(331.69, 7.69, 366.98) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 16.12185
(331.69, 7.69, 366.98) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.49371
(331.69, 7.69, 366.98) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.47627
(331.69, 7.69, 366.98) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.46162
(331.69, 7.69, 366.98) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.44974
(331.69, 7.69, 366.98) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.44063
