¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‰(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.79709
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25138
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.19805
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.64871
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.20737
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64883
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.1117
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.59749
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10783
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.55695
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.808041
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.001975
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.210267
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.432933
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.672889
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.93428
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.218471
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.525198
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.861825
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.23332
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.639674
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.093372
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.595699
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15077
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77214
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47662
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28955
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22834
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.32555
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64406
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24784
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15409
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82753
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.25057
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69379
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.15857
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64815
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.17329
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.74389
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.807323
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.001206
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.209441
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.43196
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.671838
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.933392
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.217362
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.523989
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.860907
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.232114
¡(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.638341
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.09242
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.594334
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14797
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76918
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47351
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28448
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22357
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31928
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64149
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24475
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11101
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96938
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40903
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.8701
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35408
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.86266
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.37639
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.91804
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.806638
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.000471
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.20865
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.431032
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.670835
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.932549
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.21631
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.522841
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.860044
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.230982
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.637093
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.091542
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.593064
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14545
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76636
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47056
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.27961
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.219
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31326
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.61073
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21976
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06884
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96694
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.60421
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07357
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.56643
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.06797
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.57174
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.805983
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.999769
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.207894
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.430148
—(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.66989
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.931749
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.215316
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.521758
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.859241
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.229924
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.635924
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.09055
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.591894
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14309
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76371
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46776
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.27557
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21404
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.30749
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.60318
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19452
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02755
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85496
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.80587
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28391
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77394
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.26176
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77383
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.805357
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.999098
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.207168
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.42931
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.669193
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.930995
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.214378
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.520736
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.858492
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.228939
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.635158
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.08959
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.590824
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14087
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76092
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46513
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.272
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.20834
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.30197
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.59592
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16985
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98713
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74578
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0142
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.49348
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.96627
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.46219
Œ(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.98294
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.804765
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.998462
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.206433
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.428519
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.668538
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.930285
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.213502
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.51978
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.857802
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.228028
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.634574
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.088722
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.589854
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13879
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75812
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46265
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.26861
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.20287
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29633
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58897
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14568
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94765
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.63938
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.21911
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64946
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.09974
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.57124
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.804201
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.997858
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.205738
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.427772
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.667923
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.929618
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.212683
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.518887
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.857168
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.227192
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.634056
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.087939
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.58812
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13684
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75548
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46033
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.26541
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19765
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.28967
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.58229
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.0439
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90899
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.56739
…(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07655
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.67092
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.12205
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59442
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.803669
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.997287
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.205087
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.42707
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.667349
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.928996
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.211922
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.518058
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.85659
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.22643
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.633608
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.08725
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.586385
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13503
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75301
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45817
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.26239
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19328
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2833
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.57588
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.03239
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88703
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.54691
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92645
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.58671
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.14774
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.62116
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.803168
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.99675
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.204478
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.426414
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.666817
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.928418
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.21122
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.517501
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.85607
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.22574
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.633228
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.086647
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.584776
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13335
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7507
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45617
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25955
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.18944
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.27749
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.56539
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.02075
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87583
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.52808
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.78106
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4328
(374.85, 7.36, 353.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.12662
