¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
œ (416.61, 13.21, 329.43) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.93478
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43276
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65516
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88716
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57754
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40282
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.21003
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.18752
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.1685
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.15296
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.1409
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.1323
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.12716
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.12547
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.12724
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.13765
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.14633
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.15847
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.17408
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.19318
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.09304
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.461962
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58724
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86183
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79552
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76462
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97156
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17477
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38649
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60722
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8374
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07766
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97021
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43002
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.11131
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.09226
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.07668
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.06455
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.05588
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.05066
Ò(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.04888
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.05054
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.06082
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.06937
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.08137
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.09684
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.120176
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.491482
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55011
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8264
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10108
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65529
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88356
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10604
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33837
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56088
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78936
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02781
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5614
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38492
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.03897
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.01989
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.00426
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.99208
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.98335
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.97805
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.97618
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.97774
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.9879
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.99633
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.0082
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.02352
(416.64, 13.21, 329.41) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.749653
(416.64, 13.21, 329.41) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.723299
(416.64, 13.21, 329.41) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.6984
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79174
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06445
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52319
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78621
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00713
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2356
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47429
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72383
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97964
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22681
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95267
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82376
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.95132
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.93565
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.92343
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.91463
è(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.90926
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.90731
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.90878
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.91882
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.92713
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.93888
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.95407
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.9727
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.900672
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.934501
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.96982
(416.64, 13.21, 329.41) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.660662
(416.64, 13.21, 329.41) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.638625
(416.64, 13.21, 329.41) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.617984
(416.64, 13.21, 329.41) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.598723
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91082
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13559
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3703
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61568
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87234
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14096
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5479
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36613
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96802
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.8708
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.85852
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.84967
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.84423
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.84221
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.84359
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.85351
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.86172
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.87335
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.88841
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.90691
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.704938
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.736269
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.769021
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.803219
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.838897
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.876083
(416.64, 13.21, 329.41) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.585791
(416.64, 13.21, 329.41) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.869215
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03818
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26912
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51046
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76278
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02691
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3237
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97818
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80385
ê(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.80966
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.79734
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.78843
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.78293
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.78083
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.78213
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.79195
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.80006
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.81158
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.82652
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.519522
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.548564
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.578967
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.610753
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.643956
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.75818
(416.64, 13.21, 329.41) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 9.139789
(416.64, 13.21, 329.41) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 9.275815
(416.64, 13.21, 329.41) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 9.586411
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17065
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40808
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65632
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91598
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18791
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69308
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43641
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37786
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.73981
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.73086
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.72529
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.72313
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.72435
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.73407
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.74209
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.75351
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.76834
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.34366
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.370599
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.398847
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.428422
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.459354
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20657
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55062
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52258
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78759
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06609
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30846
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55267
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80816
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07555
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48089
Ü(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13376
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92536
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46188
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.6769
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.67129
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.66906
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.67021
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.67984
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.68777
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.69909
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.71382
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.176661
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.201669
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.227934
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.255478
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.318599
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17191
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4673
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39675
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65599
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92831
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21155
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45191
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70331
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96636
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30292
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84341
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60354
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8766
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.62653
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.62086
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.61858
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.61966
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.62921
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.63706
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.64829
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.66292
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.0179
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.041129
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.065569
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.091242
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.328967
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13809
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43155
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27437
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52808
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79446
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07435
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35391
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60136
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86023
Ì(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13128
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6462
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29526
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17454
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99942
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.57924
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.56677
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.5678
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.5722
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.57997
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.041182
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.018783
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 6.997568
