¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
“(330.80, 7.50, 366.36) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.06658
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83012
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29108
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94004
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83366
‡(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24988
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84517
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02703
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78431
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.235445
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.444171
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668365
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909802
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170504
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452765
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759358
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093599
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.459179
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.860741
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.303817
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.795073
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34269
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95692
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37673
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80058
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2591
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79113
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64629
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27125
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87153
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05992
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.82645
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.238185
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447115
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.671546
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913215
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174192
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456799
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763766
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.098358
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.464407
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.866516
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.310174
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.802124
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3506
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95921
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35021
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77199
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22821
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72317
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56352
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29218
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89833
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09329
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.86921
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24099
‰(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.450118
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.674769
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916706
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177958
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460848
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.768197
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103176
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469722
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872332
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.316626
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.809318
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35861
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93541
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32462
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74441
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19834
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6908
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57962
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70319
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92543
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12714
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.91261
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.243813
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453144
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678036
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920237
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.181739
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464967
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772665
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.108054
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475087
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.878231
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.323147
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.816534
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36673
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91241
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29991
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71777
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16956
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72662
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59532
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15766
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95292
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16146
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.95662
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.246692
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456207
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681322
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.923772
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185601
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469131
§(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777199
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.113036
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.480479
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.884205
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.329742
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823899
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37492
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89022
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27606
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69205
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19237
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77688
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69619
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62728
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.47891
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.45473
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.43335
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.41477
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.39898
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.38595
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.37568
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.36816
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.36339
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.36137
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.36208
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.249553
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459308
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.684641
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927363
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189469
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473345
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7818
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118031
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.485951
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.890241
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.336428
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.831309
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38321
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86886
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2531
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70339
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23915
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84948
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8204
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10713
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.4237
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.39959
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.37829
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.35977
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.34402
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.33104
¦(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.32081
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.31332
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.30857
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.30655
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.30727
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.252471
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462448
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.688008
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930987
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193395
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477607
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786432
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123094
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.491534
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896355
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.343179
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.838805
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39164
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84829
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25418
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74709
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28706
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95888
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94729
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10266
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.37155
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.34751
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.32628
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.30782
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.29212
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.27918
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.26898
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.26152
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.25678
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.25478
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.2555
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25545
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.465603
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.691421
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934657
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197355
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481907
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791109
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1282
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497149
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.902523
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.350013
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846392
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40011
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84016
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29515
°(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79183
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33611
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07054
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07693
(330.80, 7.50, 366.36) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.42113
(330.80, 7.50, 366.36) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.40576
(330.80, 7.50, 366.36) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.48119
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.27728
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.25887
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.24323
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.23033
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.22016
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.21272
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.208
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.20601
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.20673
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.258426
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.468797
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69486
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938375
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201377
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486257
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795832
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133377
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.502799
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.908762
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.356916
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.854097
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40871
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87865
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33702
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83756
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38625
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18449
(330.80, 7.50, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.187
(330.80, 7.50, 366.36) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.40962
(330.80, 7.50, 366.36) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.39878
(330.80, 7.50, 366.36) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 15.47413
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.23126
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.2129
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.1973
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.18443
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.1743
(330.80, 7.50, 366.36) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.16689
