¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¬(381.14, 7.21, 354.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39346
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.47312
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.4531
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.4368
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.42297
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.41162
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.40273
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.3963
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.36077
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.39074
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.39166
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149171
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.358699
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584037
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827014
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.089677
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374497
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684371
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005299
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348709
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.724261
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.136626
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.591392
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11724
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70643
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37027
Š(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28473
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40814
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65212
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88025
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.48514
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89567
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94599
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.148335
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.357817
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583076
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825941
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088518
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373275
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683023
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006894
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350474
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.726191
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.138744
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.593747
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12007
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70956
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37382
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26162
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38865
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64169
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90978
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97316
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95212
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02386
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.147481
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.356918
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582103
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824923
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087393
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372043
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681711
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008638
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352352
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728231
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.141004
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596255
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12301
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71286
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37754
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23833
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36083
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59766
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97156
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0436
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90922
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97565
‡(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.146663
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.356031
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581176
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823898
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086303
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.370858
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680405
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.007717
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.354342
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730411
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.143406
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.598886
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12602
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71627
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38141
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21486
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33279
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55364
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03468
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11555
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86789
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92917
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.145884
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355184
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580264
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822897
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085217
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369692
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679105
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006413
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356445
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.73273
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.145923
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.601699
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12918
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71982
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3854
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19119
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30459
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50972
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09899
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18898
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89639
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88452
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.145112
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354349
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.579342
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82192
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084165
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368545
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.677898
†(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005224
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358665
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.735163
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148614
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.604666
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13243
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72345
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38954
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18055
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27617
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46588
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05619
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26397
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94379
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84155
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.14435
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.353551
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.578462
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820966
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083146
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367412
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.676665
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004092
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.359987
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737737
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15142
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.607758
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13581
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72726
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39383
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18537
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2476
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42393
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99099
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33728
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99326
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80032
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.143595
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352737
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.577596
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820061
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082128
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366353
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675495
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.003013
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358829
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740396
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.154373
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.611006
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1393
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73114
ı(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39822
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19022
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21884
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39532
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92569
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38503
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04477
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7608
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.1429
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351957
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.576771
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819149
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081171
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.365251
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.6743
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002019
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357748
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.743196
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157441
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614409
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14288
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7352
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40279
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19516
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18991
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36683
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86022
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43473
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09839
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81746
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.752337
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351187
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575963
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818257
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080213
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36425
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673191
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00105
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356713
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.746112
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.160661
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.61797
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14658
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73934
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40749
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20019
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16084
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3384
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79464
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48638
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15413
ú(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87781
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.751816
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350452
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575161
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81741
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079284
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363232
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67208
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000189
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355754
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.745754
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164026
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.621689
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15039
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74363
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41237
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20525
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1316
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31009
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72895
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54001
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21203
(381.84, 7.20, 354.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94049
