¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‰(344.79, 6.79, 312.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.91283
(343.52, 6.82, 311.99) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.15169
(343.52, 6.82, 311.99) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.14889
(343.52, 6.82, 311.99) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.14865
(343.52, 6.82, 311.99) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.15097
(343.52, 6.82, 311.99) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.15585
™(343.52, 6.82, 311.99) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.1633
(343.52, 6.82, 311.99) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.17332
(343.52, 6.82, 311.99) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.18591
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.436526
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656407
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892928
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147927
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.397968
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663732
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950523
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263464
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624506
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.93556
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.227096
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.539737
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.875865
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30765
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.785
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65496
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65631
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01301
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92668
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4965
(343.52, 6.82, 311.99) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.62634
(343.52, 6.82, 311.99) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.62126
(343.52, 6.82, 311.99) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.61881
(343.52, 6.82, 311.99) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.619
(343.52, 6.82, 311.99) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.62181
(343.52, 6.82, 311.99) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.62726
(343.52, 6.82, 311.99) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.63535
(343.52, 6.82, 311.99) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.64607
(343.52, 6.82, 311.99) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 17.65945
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.426027
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.645129
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880754
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134795
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.390814
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656045
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942236
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.25522
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.615485
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.949859
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242362
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.55611
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.893452
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35292
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67964
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72347
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71424
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03675
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99497
Í(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68432
(343.52, 6.82, 311.99) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 18.12477
(343.52, 6.82, 311.99) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 18.12003
(343.52, 6.82, 311.99) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 18.11798
(343.52, 6.82, 311.99) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 18.11864
(343.52, 6.82, 311.99) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 18.12201
(343.52, 6.82, 311.99) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 18.12809
(343.52, 6.82, 311.99) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 18.13687
(343.52, 6.82, 311.99) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 18.14838
(343.52, 6.82, 311.99) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 18.16261
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41557
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633882
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868647
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12175
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383826
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64849
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934102
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.247028
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.350249
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.307267
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.281095
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.256528
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.233469
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.21188
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.191711
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.172928
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.155479
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.13932
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.124465
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.110841
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.098456
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.087299
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.077338
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.068547
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.062105
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.083836
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.167861
(343.52, 6.82, 311.99) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 18.55214
(343.52, 6.82, 311.99) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 18.55063
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.405168
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622723
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856634
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108781
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.376985
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641104
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.415212
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.241064
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.188238
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.164225
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.142569
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.122116
Ó(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.102897
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.084871
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.06802
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.052344
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.037804
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.024408
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.012148
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.001006
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.990952
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.982002
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.97417
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.967399
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.962625
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.976447
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.019445
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.116047
(343.52, 6.82, 311.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 20.82999
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.394834
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611609
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84465
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09586
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367344
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633865
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.23772
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.156866
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.11769
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.095908
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.075506
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.056267
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.038219
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.021318
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.005559
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.990941
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.977441
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.965047
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.953744
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.943541
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.934409
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.926351
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.919374
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.913435
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.909344
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.920865
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.955599
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.023983
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.194788
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384518
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60055
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832785
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083004
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353434
İ(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.329689
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.181074
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.1142
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.07972
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.058859
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.03918
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.020689
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.003346
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.987143
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.972073
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.95811
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.945252
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.933488
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.922812
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.913217
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.904682
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.897213
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.89081
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.885455
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.881783
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.892363
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.923997
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.984126
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.103474
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.374271
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589565
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820942
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070273
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339626
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.285435
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.159412
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.096839
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.063983
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.0437
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.024584
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.006635
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.989839
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.974169
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.959616
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.946166
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.933826
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.922575
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.912409
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.903294
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.895251
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.888277
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.88235
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.877461
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.874149
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.884525
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.915362
×(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.973583
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.085459
(343.52, 6.82, 311.99) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 13.28491
(343.52, 6.82, 311.99) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 13.30376
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.364087
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.578622
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809182
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057578
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.325901
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.294252
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.164151
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.100656
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.067479
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.04765
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.029044
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.01158
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.995254
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.980071
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.966003
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.953029
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.941158
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.930378
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.920684
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.912047
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.904487
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.897975
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.892525
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.888118
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.885158
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.895874
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.927838
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 6.988863
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.112012
(343.52, 6.82, 311.99) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 13.2236
(343.52, 6.82, 311.99) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 13.22741
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.353966
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567778
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.797501
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.044971
(343.52, 6.82, 311.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312279
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.374253
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.196894
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.12654
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.090804
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.071307
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.053207
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.036252
(343.52, 6.82, 311.99) (331.43, 1.31, 331.45) (0.81, 2.16, 0.81) Human 7.020447
