°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
† (392.84, 14.46, 309.89) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 3.77761
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785083
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432909
(392.18, 14.45, 309.66) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 24.90096
(392.18, 14.45, 309.66) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 24.87758
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.890729
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.969571
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.05511
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.163013
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.274832
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.388361
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.508775
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.636698
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.772822
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.917939
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.072936
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.240213
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.418401
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.599464
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.793944
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.003346
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.229416
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679936
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826059
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979805
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141717
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312461
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.510826
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722525
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947662
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.905106
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.984604
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.068026
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.173976
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.287866
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.402148
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.523384
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.652199
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.789302
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.935492
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.091669
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.258865
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.440833
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.623484
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.819722
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.031084
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540927
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679966
◊(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826112
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979868
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141818
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31255
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492783
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683323
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885009
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.119356
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.919802
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.999972
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.084113
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.185163
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.300951
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.416235
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.538312
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.668045
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.806153
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.953443
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.110833
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.279366
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.46381
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.648093
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.846143
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.059524
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541681
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.680795
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826958
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980773
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142729
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.313494
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493786
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684375
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.886161
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101926
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.934819
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.01568
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.100559
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.196575
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.313051
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.430628
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.553566
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.68424
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.823377
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.971797
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.130431
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.30034
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.48664
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.673301
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.873217
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.088677
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543143
ﬂ(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682311
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828565
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982434
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.144525
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315348
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.495751
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68644
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.888285
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.121419
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.950162
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.031732
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.117369
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.208213
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.325393
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.445326
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.569148
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.700786
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.84098
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.99056
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.15047
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.321791
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.507111
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.699119
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.900954
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412684
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545314
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.684581
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830968
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984919
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147101
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318094
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.498639
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689473
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897539
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142118
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.965835
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.048132
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.134547
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.225376
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.337979
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.460334
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.585062
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.717689
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.858964
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.009735
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.170956
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.343724
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.529291
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.725554
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.929364
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415442
‚(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.548195
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.687601
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8341
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988223
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150542
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.32173
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.502417
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.693494
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918105
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16401
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427018
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.981842
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.064885
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.152097
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.243782
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.350811
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.475654
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.601308
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.734951
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.877337
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.029327
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.191893
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.366149
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.553365
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.752617
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.95846
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.418866
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.551764
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.691353
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.838007
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99234
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154868
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.326235
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.507156
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708117
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.939812
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.187115
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451641
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.998187
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.081994
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.170026
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.262589
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.363891
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.490879
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.617896
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.752576
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.896101
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.049343
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.21329
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.389071
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.577981
Ô(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.780321
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296098
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42298
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556066
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695837
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84271
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997238
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160017
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.331674
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512858
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.729613
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962646
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211404
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.477549
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.014874
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.099466
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.188338
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.281803
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.380202
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.50505
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.634825
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.770569
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.915262
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.069787
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.235149
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.412497
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.603148
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.808673
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.300715
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.427785
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561099
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.701073
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848188
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.002955
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.166034
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337962
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532277
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.752235
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986657
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.236953
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.504795
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.031908
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.117305
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.207039
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.301428
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.400822
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.519489
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.652098
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.788935
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.934824
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.090664
˙(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.257479
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.436434
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.628872
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.140132
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305941
(392.18, 14.45, 309.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.433282
