¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(350.73, 8.74, 314.06) (317.06, 0.43, 303.65) (1.40, 1.43, 1.36) Tools 22.77428
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.536829
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.631796
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.732576
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.839698
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.953758
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.075428
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.205473
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.34476
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.907266
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.082963
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.272511
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.477583
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.700176
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.942508
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207346
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.497902
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818059
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172555
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.567091
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008847
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.506697
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.072007
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680971
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28097
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96204
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45135
(350.73, 8.74, 314.06) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.44728
(350.73, 8.74, 314.06) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.42998
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.276123
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.355953
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.440295
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.529528
Ö(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.624068
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.724383
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.830998
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.944504
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.065564
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.194938
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.333485
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.894058
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.068752
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.257179
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.461025
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.682176
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.922948
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.185933
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474431
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792174
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.14386
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.535134
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972997
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.46625
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.026009
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.640805
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23566
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91053
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36929
(350.73, 8.74, 314.06) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.41361
(350.73, 8.74, 314.06) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.39642
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.270061
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.349564
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.433555
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.522405
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.616529
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.716393
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.822514
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.935479
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.055947
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.184669
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.322495
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.881186
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.054912
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.242261
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.444881
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.664655
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.903896
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165118
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.451589
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.767001
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116007
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504067
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.938221
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427029
Æ(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.981387
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602114
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19205
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86096
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29234
(350.73, 8.74, 314.06) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.38169
(350.73, 8.74, 314.06) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.36461
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.264149
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.343334
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.426981
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.515459
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.60918
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.708603
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.814245
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.926685
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.046577
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.174665
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.311791
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.86865
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.041422
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.22773
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.429176
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.64763
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.885348
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144871
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42939
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742526
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088871
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473942
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.90446
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388917
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.938094
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.564843
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15005
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81325
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21805
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69675
(350.73, 8.74, 314.06) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.33453
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.258386
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.337261
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.420574
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.50869
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.602018
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.701014
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.806189
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.918119
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.037452
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.164923
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.301369
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.856447
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.02832
Ş(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.213608
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.413911
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.631075
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.867292
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.125175
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407804
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.718775
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062589
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444663
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.871718
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352026
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896145
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517681
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10968
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75831
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1463
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58178
(350.73, 8.74, 314.06) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 10.56382
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.25277
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.331345
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.414333
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.502097
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.595043
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.693623
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.798345
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.909779
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.028568
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.155442
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.291227
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.84457
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.01557
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.19985
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.399046
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.614966
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.849782
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.106094
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.386832
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695709
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037099
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416271
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839917
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.316222
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.855561
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.471159
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07086
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69385
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0771
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49064
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0906
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.247302
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.325585
Â(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.408256
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.495679
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.588254
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.686431
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.790712
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.901665
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.019927
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.146219
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.281365
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.426301
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.00316
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.1865
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.384598
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.599319
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.832782
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.087499
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366504
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673317
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012319
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388763
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809167
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281557
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816234
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.426172
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0336
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63162
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01037
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41881
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97161
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.24198
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.319979
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.402345
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.489435
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.581649
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.679434
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.783289
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.893774
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.011524
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.137254
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.271778
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.416027
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.99109
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.173512
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.370595
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.584137
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.816259
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.069491
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.346748
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651592
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988307
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.362063
Â(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.77931
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.247986
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.778152
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.382627
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.997906
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57163
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94599
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34962
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85677
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.236804
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.314529
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.396596
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.483364
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.575229
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.672633
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.776074
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.886106
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.003359
(350.73, 8.74, 314.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.128544
