¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‰(414.97, 7.91, 365.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.86207
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19641
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72126
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38118
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5872
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920768
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.227327
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559904
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.921826
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.317233
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.75083
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2283
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77141
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41871
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6068
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93945
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.247591
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581918
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945884
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.343563
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.779727
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26024
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82242
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47622
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62442
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958113
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.267779
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603906
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969864
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.369833
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.80863
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29218
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87347
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53384
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64013
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976748
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287983
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625858
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993821
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.39608
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.837532
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33171
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92464
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59162
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65386
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.995357
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.308151
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647781
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017785
‚(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42233
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.866401
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37732
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97589
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64948
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6656
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013885
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328264
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.669683
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041681
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.448534
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.895248
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42303
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02714
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70747
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.032388
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348355
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.691553
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.065538
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.474701
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924043
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46873
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0785
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76551
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.050841
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.368391
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.713336
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089373
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.500818
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.964906
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51442
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12985
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8062
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069258
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388353
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7351
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.113136
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.526873
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.989437
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50315
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0743
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71295
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087622
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408268
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.760567
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.14566
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.567743
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.923016
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42951
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99216
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62086
„(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.114129
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.441122
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.796932
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185508
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.591365
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.896519
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35663
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91098
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52985
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.144909
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47459
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833479
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.225495
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.591212
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.896365
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28451
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83069
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43994
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175781
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.508148
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870066
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265616
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.591335
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.896487
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2233
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75132
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35115
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.20669
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541784
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.906774
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305849
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.591729
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.896944
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22377
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67287
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26346
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237635
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575473
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943584
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.306822
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.592467
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.8977
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22457
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59533
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17687
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.268654
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60923
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.980465
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.307746
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.593419
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.898775
†(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22572
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57666
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0913
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.299706
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.643043
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017424
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.308939
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.59474
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.900136
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22721
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57822
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00689
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330791
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.676932
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.042426
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.310431
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596309
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.901842
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22899
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58016
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95799
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.361933
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710832
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044051
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.312195
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.598167
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.903819
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23113
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58244
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96047
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.393044
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.74477
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.045954
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.314205
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.600333
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.906084
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23356
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59041
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0165
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424218
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.778721
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048113
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.316493
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602749
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.908714
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27064
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66956
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17751
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.455372
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.798257
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.050498
…(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.319046
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.62398
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.970744
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34501
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75015
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48591
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.483511
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.800785
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.058325
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.36235
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.688955
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04074
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42066
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8321
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81006
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.50507
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828171
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115534
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.423687
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.754955
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11191
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49761
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03326
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15115
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529842
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.882362
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173597
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486002
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822006
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18421
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57584
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32775
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51052
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.555818
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.908803
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.232514
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.549295
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.890098
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25776
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65541
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63659
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85204
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572942
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.92745
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.292307
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613512
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.959323
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33249
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87486
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96081
(415.30, 7.95, 365.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77249
