¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(323.94, 7.70, 372.33) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 13.32591
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77767
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1265
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.502
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.55544
(323.94, 7.70, 372.33) (355.72, 1.17, 372.54) (0.81, 2.16, 0.81) Human 15.90462
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.51949
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.688484
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.869096
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.062413
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269927
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.493122
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.733869
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.994224
†(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276655
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584015
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919743
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28784
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.693195
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.141703
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63644
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11496
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67075
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.293
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15923
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71725
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29458
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56326
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73763
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15837
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.54231
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.60806
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.522088
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.691252
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.872022
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.065592
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.273318
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.496788
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737818
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998495
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.281271
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589064
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.925249
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.293909
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.699897
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149128
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.648743
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20773
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79239
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42958
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17118
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69704
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27245
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45622
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82035
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19143
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58416
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66272
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.524756
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.694113
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.875041
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.068839
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276803
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.500555
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.741876
‡(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.002879
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286044
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594287
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930949
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.300196
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.706811
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156776
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.657282
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21731
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.848
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56351
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15368
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67799
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25158
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35014
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90293
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22571
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.62757
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.71944
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.527493
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.697046
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.878209
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.072235
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.280442
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504452
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.746098
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007465
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291005
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599655
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.936871
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.306669
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.713949
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164682
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.666108
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22721
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85918
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57625
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14955
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66649
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23201
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24502
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98519
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2612
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67252
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77822
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.530359
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.700072
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.881473
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.075698
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.284179
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508477
ÿ(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750429
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012144
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296098
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.605228
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942931
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313309
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72131
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172877
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67522
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23742
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87073
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5894
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1533
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67057
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23589
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33198
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06716
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29791
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71905
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.83909
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.53327
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.7032
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.884807
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.079289
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.288017
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51261
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.754902
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016971
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301354
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.610953
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.949195
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320202
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728929
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.181277
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684619
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24797
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88263
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60296
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15806
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67578
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24156
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6269
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01822
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33586
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76715
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.90206
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.536286
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.7064
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.888243
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.082981
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291987
‡(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516879
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759489
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.021982
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.306777
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.616863
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.955661
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327297
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736748
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.189973
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.694304
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25884
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89493
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61695
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16383
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68204
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27229
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93406
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76739
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26412
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81686
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.96718
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.539379
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.709731
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.891778
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.086775
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296062
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521257
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.76425
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.027091
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31237
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.622927
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962306
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334596
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.744802
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.198882
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704278
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27004
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90758
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63136
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17064
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68942
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42432
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11984
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52251
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24611
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86817
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.54258
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.713137
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.895419
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.090672
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.300243
‹(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525776
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.769102
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.032387
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318075
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629182
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969161
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.34213
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753095
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.208099
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.71453
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28155
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92059
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64619
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17843
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69795
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58054
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0738
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28337
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36129
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.74039
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.71657
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.69604
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.67878
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.66478
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.65402
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.64651
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.545858
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.71662
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.899162
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.094675
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304561
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530407
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.774103
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037814
(323.94, 7.70, 372.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323954
