¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
™ (416.70, 13.20, 329.37) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.728785
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9561
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20394
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4635
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73553
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10612
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60303
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20851
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01436
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.24698
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.2513
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.24891
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.25988
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.27419
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133598
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.51883
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939505
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31694
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60664
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87903
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16752
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47348
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79845
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09193
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3035
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52453
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75242
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99061
Â(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23985
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50092
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77458
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16072
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63158
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2395
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08831
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.27066
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.27501
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.27266
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.28366
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.29801
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.31572
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133595
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518826
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.93951
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32123
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63379
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90971
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19994
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50778
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83488
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12094
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33363
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55588
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78703
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02662
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27735
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81531
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21701
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69127
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27197
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16234
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.2977
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.30209
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.29976
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.31082
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.32522
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133386
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518556
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939218
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32581
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63867
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94107
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23315
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54296
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87219
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15124
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36511
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58855
À(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82215
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06416
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31643
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58073
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85785
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27508
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7534
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30596
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23644
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.3281
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.33253
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.33024
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.34135
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.35581
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132875
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518036
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.938627
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33073
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6439
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9732
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2671
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57895
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9104
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18281
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39789
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62263
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85764
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10322
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35715
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62315
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90208
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33495
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81746
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34141
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31056
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.3619
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.36638
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.36413
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.3753
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.38982
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.40771
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132149
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517246
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.937766
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33596
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64948
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98434
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30189
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61584
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94954
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21565
Æ(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43203
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65811
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89453
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14196
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39947
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66731
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94813
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39663
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88347
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40678
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38475
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.39911
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.40365
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.40144
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.41268
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.42727
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.44524
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131154
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.516139
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.936596
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34147
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65539
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99065
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33747
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65353
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98957
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24986
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46754
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.695
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93295
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18191
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44275
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71319
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00212
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46016
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95151
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4798
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45893
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.43978
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.44438
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.44221
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.45352
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.46819
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.48624
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.129936
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514816
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.935139
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34736
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66165
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99735
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35658
Ä(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6921
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03057
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28537
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50442
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73339
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97283
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22348
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48608
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76083
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06335
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52559
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02157
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55177
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49346
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.48392
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.48858
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.48647
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.49786
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.51262
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12846
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.513206
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.933375
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35354
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66826
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00438
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36411
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73161
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07248
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32218
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5427
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7732
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01426
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26663
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53108
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80834
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12631
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58802
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06979
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58687
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52088
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.53157
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.53631
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.53425
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.54572
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.56057
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.57882
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.60046
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126782
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.51133
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.931341
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36006
Æ(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67518
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01176
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37202
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75848
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11536
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36038
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58239
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81446
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05723
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31142
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57776
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85132
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16826
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6202
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10419
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62373
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55631
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.58277
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.58758
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.58559
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.59715
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.6121
(416.74, 13.20, 329.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.63045
