¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ö(427.92, 15.10, 247.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.273519
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43908
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95395
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64717
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1661
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59209
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.497609
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.748039
ç(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.017954
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.308222
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.62562
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.976866
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.356664
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.778337
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.230311
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.733624
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30041
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63942
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38693
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22798
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16872
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24182
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42715
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75371
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22014
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7146
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23959
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.10902
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.494349
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.743601
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.013768
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.303663
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.619742
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.970885
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.350079
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.771306
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.222512
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.724188
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95791
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62782
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37323
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20551
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15578
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22683
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41522
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49205
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81409
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28586
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78616
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31757
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.491016
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.739054
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.009501
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.299017
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.614666
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.964806
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.343383
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.762765
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.214617
ù(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.715384
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94467
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61605
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35353
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18301
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13417
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21179
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4034
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2537
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72045
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0006
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3556
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86208
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40025
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.487614
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734403
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.005154
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.294284
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.609496
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.95863
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.33658
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.753592
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.206631
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33752
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9325
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60423
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33376
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16043
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10817
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19669
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35283
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01435
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68085
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9597
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25023
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55316
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94265
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48798
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.48414
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.729865
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.000727
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.289467
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.60423
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.952353
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.329672
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.74595
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.198557
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33269
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92704
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58897
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31397
ˆ(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13786
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08215
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17513
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13921
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78279
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4826
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9212
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21041
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51194
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82648
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15481
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5811
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.480597
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.726033
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.996223
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.284564
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.598874
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.945985
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.32266
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.738192
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.796577
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32769
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92146
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5748
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29415
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11525
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05614
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14486
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93226
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55876
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23919
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88507
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17307
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47332
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78652
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11339
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45482
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79785
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.476987
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.722125
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.991642
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.279577
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.593429
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.939523
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.315545
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.730323
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.792019
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32264
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91534
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56594
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27431
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0926
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03006
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11452
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88787
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37243
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00389
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72456
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13822
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43724
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74913
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07468
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39009
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68196
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98579
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.473308
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.718146
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.986985
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.274509
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.587893
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.932968
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.308329
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305978
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.787316
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31742
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90449
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55596
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2616
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06995
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00398
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98802
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79537
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32772
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84246
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47702
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10574
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40367
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71437
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0043
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28161
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57019
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8705
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.57309
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.469563
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.714094
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.982253
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.269358
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.582268
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.92548
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.301012
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.299461
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.782562
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31211
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89358
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54369
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25152
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04818
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9779
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85341
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64561
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28481
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79669
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34447
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98088
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3726
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63888
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90275
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17704
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46238
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75931
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06851
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26698
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.465751
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.70997
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.977041
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.264129
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.576556
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.918301
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.293599
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.292826
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.777699
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30443
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88261
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53132
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24145
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03675
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95181
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72178
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49939
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24365
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75285
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29763
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88184
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2582
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54382
(428.38, 15.09, 247.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80485
