¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ğ(411.41, 14.49, 245.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02471
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.757403
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.035321
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.338219
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.67034
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.036625
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.440971
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.889653
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.404688
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.98465
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37501
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15672
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08734
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1966
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48802
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97696
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05977
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58817
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32166
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.274032
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.505509
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.757561
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.035491
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.338406
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.670327
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.036613
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.440958
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.889543
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.403815
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.983664
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36822
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14894
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08829
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1977
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47594
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84775
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7742
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07839
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15531
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.274464
Ö(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.505814
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.75764
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.035575
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.338499
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.670205
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.036477
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.44081
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.889379
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.402736
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.982444
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36116
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14182
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08882
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19834
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46328
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72124
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4825
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83314
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66335
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.27485
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.506193
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.757739
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.035577
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.3385
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.669976
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.036225
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.44053
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.889067
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.401449
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67066
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35393
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1419
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0889
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18966
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44998
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59747
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17954
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.554
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89665
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.596
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.275188
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.506558
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.757949
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.035493
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.338408
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.669776
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.035854
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.440118
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.888607
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.399953
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66412
ü(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34647
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14164
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08857
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.178
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4361
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47627
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88514
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28514
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61742
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54243
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.53249
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.275478
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.506871
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.758096
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.035323
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.338222
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.669573
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.035359
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.439572
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.888
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.398251
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6573
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33878
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14094
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08777
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16599
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42159
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35769
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59898
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02604
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34851
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68553
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84357
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47309
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.275722
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.507136
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.758183
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.035069
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.337945
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.669268
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.034748
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.438895
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.887245
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04838
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65032
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33085
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13991
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08659
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15365
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4065
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24161
ş(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32082
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77632
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08942
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41656
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75861
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78965
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41809
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.275918
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.507346
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.758208
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.03473
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.337575
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.668863
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.034018
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.438087
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.886346
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.042
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64318
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32271
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1385
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08491
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14099
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35171
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12798
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05031
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53549
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83971
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15748
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48955
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0129
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36776
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.276067
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.507508
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.758171
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.034304
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.337109
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.668355
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.033168
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.437145
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.885301
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03549
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63582
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31974
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1367
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08282
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12797
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25113
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01675
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86603
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30312
Š(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59896
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90775
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23036
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56766
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10773
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69483
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.32228
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.276168
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.507618
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.758074
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.033797
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.336556
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.667747
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.032199
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.436073
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.498311
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03262
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63231
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31788
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13454
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07609
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11467
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06985
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82164
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65503
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07782
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36557
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66587
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97946
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30717
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64991
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21343
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80504
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43741
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.276222
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.507675
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.757913
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.033203
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.335908
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.667037
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.031112
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.434868
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496861
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03102
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63051
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31569
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13203
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06437
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.101
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9056
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51826
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31854
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84762
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13862
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43074
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73569
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05424
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38723
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02477
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60454
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22384
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.276229
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.507682
(412.10, 14.50, 245.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.757906
