¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í (381.76, 10.78, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.096532
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.285798
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.837794
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.470034
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22135
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17551
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32821
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74829
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16056
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74906
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69409
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76951
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64856
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.46939
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.99054
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.53907
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.795764
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.936925
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.087437
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.248231
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.428818
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.628716
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.844818
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.079161
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.345394
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647241
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980385
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.349778
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770987
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253154
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.800574
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.427266
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1872
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13465
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27839
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69535
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14647
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68999
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64962
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1873
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10149
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80783
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.34443
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.785344
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.925804
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.075584
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.235542
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.411353
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.609889
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.824442
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.057027
¹(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.328594
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628816
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959977
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327101
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.742353
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.22083
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.763721
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.384907
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15062
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09393
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22881
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64361
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14432
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62362
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60592
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29102
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.5758
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1882
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.84974
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.774991
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.914825
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.063858
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.223032
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.394077
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.591251
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.804288
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.040119
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311973
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610504
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939699
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.304618
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.713973
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188767
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727227
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.342947
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10478
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05338
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17951
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59192
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14273
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64986
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56304
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.09097
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9131
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.69956
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.764822
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.903985
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.052325
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.210722
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.380163
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.572824
µ(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.78437
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.025064
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.295491
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.592345
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.919648
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.282329
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686328
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156992
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.691079
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.30265
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0592
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00274
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13044
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54035
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1416
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74884
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54893
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.89642
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.05353
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.9591
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.754719
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.893325
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.040948
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.198571
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.367162
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.55461
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.764681
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.010109
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.279119
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574347
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899775
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260264
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661663
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.125505
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.655218
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.26965
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01839
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94852
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07744
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48887
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14104
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84907
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68596
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34394
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.09431
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.742986
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.881674
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.02947
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.186596
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.354346
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.536601
µ(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.750448
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.995296
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262881
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556487
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88008
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238366
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637224
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094272
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.619738
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.236799
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.979987
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89466
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01185
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43752
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.141
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95047
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82587
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.946
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.13597
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.731367
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.869319
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.016324
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.173303
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.34123
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.520678
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.736983
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.980574
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.246779
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.538797
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860504
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.216664
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.613041
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.063351
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584597
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.204201
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.941873
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8412
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94681
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3706
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14146
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05311
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02407
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22187
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.17842
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.719934
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.857139
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.003351
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.159459
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.326412
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.505373
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.722771
µ(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.965996
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.230813
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521272
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841148
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19521
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589096
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.032703
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.549806
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171806
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.903975
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78814
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88231
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29776
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10138
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15698
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27826
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50652
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.20009
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.70862
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.845146
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.990572
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.145776
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.311796
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.494692
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.70636
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.94896
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214087
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503868
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821986
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173933
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565377
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.003201
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.515348
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.139587
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.866364
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7355
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8229
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22542
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00802
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26205
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53977
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65836
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.18795
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.697497
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.833297
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.977924
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.13231
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.297407
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.484133
