¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¬(375.17, 14.41, 299.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.267622
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.84182
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.17287
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.027347
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320854
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641198
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.992064
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378054
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80456
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.278277
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.751819
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24685
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.08166
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014737
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30715
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626192
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975611
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.359861
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.78441
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.255835
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.732459
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22539
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.99089
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.002051
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293293
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611045
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958948
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341514
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.764048
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.233205
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.71306
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2039
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.90013
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989201
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.279305
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595727
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942158
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322972
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.74357
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.210321
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.69365
±(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18244
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72476
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976204
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265187
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580285
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.925203
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.304286
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.722851
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.187288
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.674243
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16095
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7009
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.1591
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.963138
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250919
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.56471
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.908095
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.285474
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702007
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164069
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.654833
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13946
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67701
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.04675
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949948
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23656
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548995
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890896
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266463
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680988
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140676
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.635431
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11803
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65312
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24981
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936645
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.222072
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.533157
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.873506
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.247334
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.659815
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11715
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.616033
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09656
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62931
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22316
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.923223
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207445
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51722
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.855999
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.228056
µ(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638474
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093397
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596663
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07513
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60547
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2185
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909675
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192723
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.501149
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838389
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.208628
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.61702
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.069517
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.57372
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05373
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60167
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2205
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896061
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177907
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484931
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820613
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.189087
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.595367
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.045483
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.546863
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05045
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60331
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22233
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882329
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.162958
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468635
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.802757
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.169438
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.573638
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.021342
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.516418
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05177
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60483
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22404
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868506
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147918
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452236
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784742
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.149642
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.551772
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.994752
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.48488
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05298
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60618
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22556
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.81224
¨(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854611
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.132811
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435694
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.76667
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129728
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.528473
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.966449
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453296
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02677
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60736
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2269
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.66087
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.840588
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.117582
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419103
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748489
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109242
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.50289
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.938065
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.421659
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.984728
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60842
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22806
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.51031
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82653
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102288
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402376
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730191
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.086003
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.477217
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.909589
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.389933
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.942595
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60903
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22909
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.36057
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812374
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.0869
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385586
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709222
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062715
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451519
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881128
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.358222
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.900367
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56083
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22991
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.15713
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798115
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071406
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367
¯(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68794
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039407
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.425797
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.852626
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.326447
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.858073
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51256
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23061
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.98652
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.783833
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054929
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347523
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.666669
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.015978
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.40004
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.824077
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29465
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.819826
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46426
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20633
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.82463
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.769215
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.32803
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.645336
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.992586
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374199
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.795508
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262839
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.784237
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41593
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15078
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93034
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.752662
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.01903
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308446
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.623951
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969147
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348405
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766898
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.231038
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.748631
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36758
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09524
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93054
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736069
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001032
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.288866
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.602543
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.945688
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322543
´(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738331
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.199251
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.713049
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31925
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0397
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86746
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.719468
(375.63, 14.37, 300.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983034
