¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Æ(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.30056
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78201
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59949
™(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60416
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.933
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33634
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.56827
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.54581
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.52601
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.50887
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.49438
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.48251
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.47327
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.46664
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.46263
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.287814
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.457942
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.640508
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.838021
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.053615
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.289154
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.54478
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.823976
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.125247
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.451834
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.811406
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.208634
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.644009
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.128358
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.665825
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00449
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73699
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55223
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54955
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68961
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86691
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32108
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.57896
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.55649
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.53668
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.51952
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.50501
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.49314
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.48388
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.47725
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.47323
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.278497
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.447975
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.630043
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.826766
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.041811
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.276365
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.530883
‰(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.809044
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.108436
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.433393
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.791907
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.186346
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.619233
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.10054
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.634567
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23669
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69256
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50606
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4957
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62037
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80224
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30748
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.59231
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.56981
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.54998
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.53281
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.51828
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.50639
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.49713
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.49048
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.48645
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.269266
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.438098
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.619671
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.815613
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.030097
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.26368
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.517098
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.794231
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.091787
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.415131
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.772583
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.164299
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.594735
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.073056
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.603701
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20223
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64885
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4605
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44256
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55228
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74324
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2831
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.60831
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.58578
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.56593
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.54873
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.53419
ô(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.52228
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.51301
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.50635
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.50231
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.260121
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.428317
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.609394
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.804563
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.018475
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.251095
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.503429
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.779535
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.075299
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.397053
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.753435
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.142497
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.570514
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.045908
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.57322
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16822
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60573
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41553
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3902
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48534
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70162
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22886
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.62698
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.60442
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.58454
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.56732
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.55276
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.54083
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.53153
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.52486
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.52081
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.251062
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.418627
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.59921
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.793613
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.006945
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.238612
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.489871
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.764958
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.058971
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.379154
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.734461
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.120935
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.546567
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.019092
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.543125
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13466
ˆ(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80304
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37115
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33853
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41946
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65943
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13553
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.64833
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.62574
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.60582
(415.99, 14.56, 246.23) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 17.58858
(415.99, 14.56, 246.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 19.99278
(415.99, 14.56, 246.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 19.9799
(415.99, 14.56, 246.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 19.97
(415.99, 14.56, 246.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 21.37439
(415.99, 14.56, 246.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 21.37019
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.24209
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.409032
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.589122
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.78277
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.995511
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.226232
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.476429
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.750503
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.04281
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.361441
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.715667
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.09962
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.522902
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.992609
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.513413
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10154
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76569
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32741
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28759
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35468
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58299
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0396
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4264
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16081
(415.99, 14.56, 246.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 20.06725
(415.99, 14.56, 246.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 20.04829
(415.99, 14.56, 246.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 20.03235
(415.99, 14.56, 246.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 20.01942
(415.99, 14.56, 246.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 20.00949
(415.99, 14.56, 246.23) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 21.41665
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.233205
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.399531
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.579129
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.77203
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.984169
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.213958
ë(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.463269
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.736167
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.026812
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.34391
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.697048
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.078546
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.49951
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.966461
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.484087
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06886
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7286
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47388
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23738
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29103
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50786
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.945
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34054
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12551
(415.99, 14.56, 246.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 20.11008
(415.99, 14.56, 246.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 20.09106
(415.99, 14.56, 246.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 20.07508
(415.99, 14.56, 246.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 20.0621
(415.99, 14.56, 246.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 20.05214
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.22441
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.390253
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.569232
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.761396
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.972924
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.201788
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.450228
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.721956
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.010979
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.326565
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.678612
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.057717
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.476536
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.940645
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.455144
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03663
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69203
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43199
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18787
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22845
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4341
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85233
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2568
(415.99, 14.56, 246.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1102
(415.99, 14.56, 246.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 20.15611
(415.99, 14.56, 246.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 20.13704
(415.99, 14.56, 246.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 20.12099
(415.99, 14.56, 246.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 20.10798
Õ(415.99, 14.56, 246.23) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 20.09798
