¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¿(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89517
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62048
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11969
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66022
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24084
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83214
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50571
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30763
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35269
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548149
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.864609
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.210086
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.588577
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005064
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.46557
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.993019
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57111
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05661
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59069
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18084
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77262
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44817
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24293
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74332
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.89362
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532686
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.847755
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191617
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.568293
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.982697
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440711
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.96076
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51436
¸(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9943
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52202
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10481
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71393
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39126
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17893
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06744
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.38141
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51713
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830752
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173028
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.547897
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960177
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.415806
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.928335
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45819
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93273
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45422
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02981
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65601
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3349
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11564
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99586
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9281
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.501398
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813655
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.154312
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527346
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.937538
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.390637
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.895731
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40271
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87192
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38729
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95577
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58601
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26247
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01113
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85176
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63731
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.485602
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796395
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135441
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.506649
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.914703
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.365337
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.86556
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34786
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81186
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33472
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91586
³(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56184
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14359
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87823
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70213
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35445
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.60854
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469674
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.779047
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116463
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.485772
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.891729
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.339916
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.837245
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31814
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79435
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31841
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89776
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51985
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03429
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.748
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55576
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91361
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30266
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453586
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.761559
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097331
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.464817
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868603
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.314301
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.808723
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30475
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77962
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30217
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87976
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47238
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98273
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62047
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41254
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7405
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.0182
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437456
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.74399
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07812
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.443707
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.845353
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.288603
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.7801
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27831
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76494
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.286
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86189
´(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42577
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9321
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49551
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27242
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56989
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.74406
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.98993
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.421509
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726263
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058759
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.422491
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.821973
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262745
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.748732
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24026
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75042
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26992
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84407
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38005
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88243
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42945
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13531
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40169
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.47723
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.70185
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407537
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708462
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0393
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.401189
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.798473
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.236703
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.714472
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20236
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73596
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25397
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82644
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33521
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8338
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3764
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00112
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23596
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98139
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.422
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.393448
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.690549
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019775
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.3797
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.774901
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.210642
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680321
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16458
¸(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70151
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23816
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80889
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29123
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78604
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32444
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91231
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05344
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74616
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.13008
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379311
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67447
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000085
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358174
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.751154
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184357
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.646225
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12691
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65961
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22242
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79145
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24808
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73923
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27348
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84868
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84101
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51731
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.21032
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.62233
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36508
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659002
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.980314
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336502
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72732
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15806
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.612317
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08932
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6179
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20663
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75601
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20581
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69338
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20554
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75772
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63371
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26867
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67515
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.14592
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350783
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643431
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.961648
µ(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.314789
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703433
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131626
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.578429
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05198
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57635
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1603
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71763
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15956
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6223
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1237
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6687
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52674
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01846
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41995
(380.70, 14.61, 268.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.68954
