¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ü(432.15, 14.96, 248.02) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 13.1051
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.862436
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285517
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712515
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18224
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70143
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34972
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97876
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70697
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58449
(431.76, 14.93, 247.92) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.91337
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 13.60501
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.42016
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.7077
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.74486
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.680118
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.91797
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177583
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460052
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.766908
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101321
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467163
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868992
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.30004
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.72846
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19981
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74551
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40177
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04218
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7509
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60103
(431.76, 14.93, 247.92) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.46139
(431.76, 14.93, 247.92) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.47882
(431.76, 14.93, 247.92) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.49846
(431.76, 14.93, 247.92) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.52033
(431.76, 14.93, 247.92) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.54442
(431.76, 14.93, 247.92) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.57079
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 13.66862
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.21873
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.25106
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.28567
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.3226
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.36187
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.4035
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.44754
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.49402
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681842
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.92056
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.181752
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464594
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771828
ì(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.106692
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.473065
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.875479
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.314727
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.744573
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21758
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79201
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45428
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1065
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82319
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63226
(431.76, 14.93, 247.92) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.03796
(431.76, 14.93, 247.92) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.05364
(431.76, 14.93, 247.92) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.07145
(431.76, 14.93, 247.92) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.09142
(431.76, 14.93, 247.92) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.11355
(431.76, 14.93, 247.92) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 14.13786
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 13.7349
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 13.79378
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 13.82389
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 13.8562
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 13.89074
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 13.92754
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 13.96663
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.00803
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 14.05179
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683558
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924392
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185905
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469081
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776738
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.112043
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478912
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881908
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.326639
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.760824
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24534
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83886
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50721
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17171
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89657
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 13.62851
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 13.64055
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 13.65464
(431.76, 14.93, 247.92) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 13.87621
(431.76, 14.93, 247.92) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 13.85495
(431.76, 14.93, 247.92) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 13.83582
(431.76, 14.93, 247.92) (408.61, 7.73, 233.68) (1.88, 1.40, 1.43) Tools 13.81881
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 13.80389
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 13.79106
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 13.78031
ã(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 13.77164
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 13.76502
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 13.76047
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 13.75797
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 13.75753
(431.76, 14.93, 247.92) (408.61, 9.12, 233.68) (1.88, 1.40, 1.43) Tools 13.75914
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.685725
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928182
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189996
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473539
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.781576
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.117342
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484722
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.888307
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.333701
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.777239
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28739
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8861
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56058
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23784
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.971
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 13.25619
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 13.26686
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 13.27953
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 13.29422
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 13.31092
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 13.32966
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 13.35045
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689237
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931951
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194072
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477953
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786376
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122591
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.490475
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894651
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.340683
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.793823
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32974
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93364
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61436
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30487
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.89797
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.90548
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.91492
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.9263
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.93964
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.95494
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.97222
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.99148
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692677
Ù(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935685
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198112
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482341
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791142
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.127789
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.496166
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900934
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.347637
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.828626
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37239
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98154
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66859
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37286
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.69883
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.67163
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.64643
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.62321
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.60527
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.6193
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.63524
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.65312
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696113
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939361
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.202093
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486643
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795851
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.132941
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501827
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.907124
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.354527
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.85558
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41529
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02981
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72322
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44177
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.77172
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.74437
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.71902
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.69567
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.6743
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.65488
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.6374
(431.76, 14.93, 247.92) (408.87, 7.73, 235.00) (1.88, 1.40, 1.43) Tools 12.62185
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699484
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.943028
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206053
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490947
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800514
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.138041
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507413
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.913291
È(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.361328
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.853279
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43337
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07838
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77828
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5116
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12199
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79095
(431.76, 14.93, 247.92) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 14.15537
(431.76, 14.93, 247.92) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 14.4972
(431.76, 14.93, 247.92) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 15.76622
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702852
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946642
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.209961
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.495192
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805121
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.143089
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.512954
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919411
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.364738
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.850855
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43061
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08463
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82804
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53441
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1415
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81256
(431.76, 14.93, 247.92) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 14.0766
(431.76, 14.93, 247.92) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 14.47927
(431.76, 14.93, 247.92) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 15.74498
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.706177
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950207
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.213821
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4994
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809706
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148069
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.518414
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.925442
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.367884
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.852985
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42769
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08136
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8243
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55996
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16177
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83483
(431.76, 14.93, 247.92) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 14.00079
(431.76, 14.93, 247.92) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 14.46152
(431.76, 14.93, 247.92) (406.51, 6.77, 234.15) (2.03, 1.40, 1.79) Tools 15.72397
(431.76, 14.93, 247.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.13046
