¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(337.70, 7.26, 322.46) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.22502
(337.70, 7.24, 322.91) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 8.405762
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.412754
(337.70, 7.24, 322.91) (329.75, 1.25, 344.53) (1.45, 2.50, 0.40) Cabin 8.421017
(337.70, 7.24, 322.91) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 8.315606
(337.70, 7.24, 322.91) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 8.326279
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624646
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.843367
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069234
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.331857
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612396
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.910335
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.233838
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.463034
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.43229
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.403019
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.375195
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.348798
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.323804
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.300195
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.277951
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.257056
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.237492
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.219244
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.202298
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.186644
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.172266
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.159151
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.147296
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.136686
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.127316
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.119177
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.112265
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.106574
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.102098
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.098835
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634504
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855838
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083192
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348676
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.625655
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924696
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249413
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.504823
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.473908
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.444474
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.416496
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.389952
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.364819
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.341077
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.318707
Ò(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.29769
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.278015
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.259661
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.242617
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.226867
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.212402
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.199208
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.187278
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.176601
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.16717
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.158976
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.152013
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.146278
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.141766
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.138471
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644458
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866516
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098814
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361784
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.638991
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.939157
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.26519
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.548318
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.517228
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.487625
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.459486
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.432789
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.407509
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.383627
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.361126
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.339987
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.320192
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.301728
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.284579
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.268734
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.254177
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.240901
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.228892
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.218145
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.208649
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.200396
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.193381
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.187602
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.18305
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.179724
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.654437
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.877203
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114529
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374214
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652445
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953756
Ô(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281013
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.593564
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.56229
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.532511
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.504204
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.477345
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.451913
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.427888
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.40525
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.383981
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.364063
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.345486
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.328228
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.312282
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.297631
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.284266
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.272177
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.261355
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.251791
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.24348
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.236412
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.230584
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.22599
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.22263
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.32363
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664518
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.887994
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12812
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38673
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665984
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9684
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.296963
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.640596
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.609132
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.579169
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.550689
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.523664
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.498073
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.473897
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.451116
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.429711
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.409668
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.390968
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.3736
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.357548
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.342799
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.329343
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.317171
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.306273
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.296638
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.288261
Ë(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.281137
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.275261
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.270624
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.267227
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.97305
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.674651
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.898861
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.139796
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399299
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679597
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.983159
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313055
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.672712
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.6578
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.627649
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.598984
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.571787
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.546032
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.521698
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.498769
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.477225
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.457048
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.438224
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.420737
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.404574
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.389725
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.376175
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.363914
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.352935
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.343229
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.334787
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.327604
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.321674
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.316994
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.989074
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.684818
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909778
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151552
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.411986
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.693302
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998035
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.329232
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690397
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.70834
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.67799
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.649138
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.621759
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.595834
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.571338
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.548255
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.526564
Î(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.506249
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.487294
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.469686
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.45341
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.438453
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.424804
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.412453
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.401389
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.391607
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.383096
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.375853
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.36987
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.365143
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.938371
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695046
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920785
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163354
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424736
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707095
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013023
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345524
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708182
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.760799
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.730246
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.701197
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.673631
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.647527
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.622862
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.599617
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.577775
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.557316
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.538227
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.520492
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.504097
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.48903
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.475279
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.462832
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.451683
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.441821
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.433239
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.425932
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.419892
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.415115
(337.70, 7.24, 322.91) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 11.11548
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.705356
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931849
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175288
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437575
(337.70, 7.24, 322.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720976
