¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
×(375.17, 14.90, 294.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.244862
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41108
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1758
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07005
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13722
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36253
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63905
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.538318
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.704093
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.880966
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.070091
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272765
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490469
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.724786
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977823
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25173
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549206
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877665
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.240676
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.640134
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.081754
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.572428
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12049
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71436
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38406
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14499
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03873
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10053
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30433
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57074
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.534451
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.699962
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.876542
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.065389
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267719
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.484994
ª(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.718951
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.9715
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244877
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.541759
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.866737
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.228717
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.626953
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.067162
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.55617
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09967
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69097
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35761
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11483
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00805
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0646
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24753
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5041
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.170862
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.695913
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.872246
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.060779
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262796
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479698
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.713266
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.965325
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238203
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.534498
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85729
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217009
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.614063
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.052858
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.540293
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07928
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66806
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33169
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08533
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97805
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02952
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19206
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45724
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.166765
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.323461
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.868075
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.05632
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.257998
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474594
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7077
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.95936
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231709
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527459
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.849609
¥(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.20553
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601419
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.038882
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.524702
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05931
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64566
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30638
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0565
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94875
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99523
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15313
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44675
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.16276
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.31919
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.864027
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051996
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.253352
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.469584
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702344
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.953526
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.225418
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520625
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.842147
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.194311
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.589046
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025169
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.509474
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0398
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62379
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28168
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02833
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9201
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96169
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14515
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43732
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97343
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.158846
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.315017
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.481782
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04778
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.248852
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.464739
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697131
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.947907
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.219319
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.513957
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834924
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.18582
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.576951
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.011803
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.49456
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02072
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60238
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25748
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00078
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8921
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92897
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13806
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42893
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96342
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.155024
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.310944
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.47743
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.655565
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24446
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460058
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69207
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942445
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.213387
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.507572
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827902
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.178121
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.5651
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998671
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.479996
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00209
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58145
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23385
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97691
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86477
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89703
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11185
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42165
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95471
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.151294
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.306968
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.473184
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.65102
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.240242
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455482
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.687189
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937153
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207688
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.501328
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821136
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.170699
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.554341
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.985883
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.465733
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.98385
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56102
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21082
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95716
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83807
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86584
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07495
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41544
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94726
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.147659
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.303092
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.469044
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.64659
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.836784
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.451097
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682438
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932069
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.202152
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.495332
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814575
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.163535
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.546446
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973384
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.451847
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.966069
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54109
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19551
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94157
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81207
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83548
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03902
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41032
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94115
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52789
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0355
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.144114
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.299314
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.465009
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.642271
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.831741
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446854
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677872
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927112
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196797
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489537
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.808255
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156608
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.538845
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961169
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.436302
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948723
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52698
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18231
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92656
“(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7867
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80585
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00397
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40625
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93627
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71302
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.18366
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.140663
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.295635
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.46108
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.638065
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.826824
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.029562
(374.94, 14.78, 294.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673448
