¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Í(365.20, 7.15, 354.21) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277885
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86525
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31855
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06931
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.24558
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59929
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.08033
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732148
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982537
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262767
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569029
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.903517
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.261298
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.649546
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.098035
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.597095
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11072
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52882
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94061
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38766
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88614
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65497
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51933
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58434
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61541
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81315
†(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7522
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19988
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69398
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86745
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.11903
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.58945
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52973
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.722992
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973106
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253879
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559338
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8929
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250636
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.640496
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.087993
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.585896
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10532
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50578
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91566
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36059
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84041
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56739
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41919
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55273
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58634
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79686
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64263
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08488
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55159
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50446
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65665
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.61889
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39758
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.13134
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.713816
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.964864
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244887
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.549523
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882199
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.239905
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631314
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.077821
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.574532
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1001
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48329
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89087
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33084
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80032
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48108
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32066
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52163
„(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55793
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77638
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53641
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97341
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4345
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1558
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07981
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68456
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39235
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16196
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.75138
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63636
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.704634
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.956535
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23582
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539646
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.871369
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.229119
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.622009
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.067471
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.562973
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08581
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45982
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86329
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3009
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76121
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39611
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22372
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49091
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5302
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75206
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43353
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86548
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32112
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75119
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37499
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07019
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58851
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.17546
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93305
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.50039
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.25063
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695381
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948093
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.226692
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529696
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860475
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.218268
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612531
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.056959
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.55127
…(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0636
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43489
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83634
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27166
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72301
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31245
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12835
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4607
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50948
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72839
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33384
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71384
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05974
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42166
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76455
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36792
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.06533
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.49895
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96825
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71471
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28714
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.88397
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686114
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939609
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.21745
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519662
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.849455
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207352
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602916
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.046329
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.520984
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0316
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41055
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80999
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24305
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68578
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23004
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03449
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43096
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4895
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67166
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09888
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41913
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75375
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10371
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46231
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78304
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36553
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04234
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.41604
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.80659
…(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.50686
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.08466
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676852
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931044
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.208139
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.509521
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838363
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.196377
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593192
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.021268
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.483057
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.987786
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38672
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78424
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21513
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64946
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14891
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9422
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40167
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47003
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26491
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83364
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13581
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45978
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79841
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15263
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48264
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80679
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36819
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96572
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3398
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73078
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.30961
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667557
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.92243
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19875
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499304
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827192
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.18533
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572728
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.987213
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.445274
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.944292
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36343
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75907
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18788
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61405
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06902
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85137
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37285
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24781
…(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87788
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56156
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87116
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17718
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50511
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.848
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19386
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50821
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83605
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.37609
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89558
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27029
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.662
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659395
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913699
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189305
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.488992
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815954
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.169123
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541993
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953321
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.407728
(365.28, 7.10, 354.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.901164
