¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
•(399.34, 12.28, 329.78) (423.04, 11.69, 306.92) (15.00, 8.42, 9.26) Truck 20.79889
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.365428
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.462875
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.56481
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.671436
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.773461
¸(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.864828
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.965478
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.094088
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.224257
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.353435
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489076
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631634
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781659
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939683
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106322
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.282279
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468338
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665271
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874152
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095925
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.66074
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.728164
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.798275
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.871249
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.947244
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.026385
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.108858
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.194919
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.284712
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.378454
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.47645
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.578911
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.686157
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.798457
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.905921
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.022718
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.141846
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26674
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397779
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535421
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.680134
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832417
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99291
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.162201
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.341025
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530137
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730477
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94294
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.670603
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.738363
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.808813
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.882168
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.958532
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.038081
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.121017
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.207506
¸(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.297768
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.392061
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.490569
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.59361
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.701468
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.824204
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.94815
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.063012
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.183849
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.310525
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443483
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.58319
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.730125
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884812
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04784
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.219906
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401681
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594026
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797806
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.680873
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.748958
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.819812
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.893545
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.970293
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.050278
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.133653
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.220622
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.311368
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.406198
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.505303
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.612358
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.744509
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.877824
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.988761
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104863
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.22707
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355643
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490615
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632463
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781696
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938854
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104525
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.279465
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464354
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660051
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.867507
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.691543
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.760002
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.831208
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.905336
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.982527
¶(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.062979
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.146808
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.234287
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.325557
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.420918
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.539984
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.667978
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.80298
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.918019
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.030557
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.148428
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.271927
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402105
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539179
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683276
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.834858
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99461
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163064
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340974
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529079
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728265
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.702618
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.771467
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.843049
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.917595
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.995237
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.076113
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.16046
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.24845
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.352457
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.470385
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.594488
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.725257
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.850193
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.959362
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.0736
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.193249
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.318655
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.450234
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589228
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735625
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.889724
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052109
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.223495
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404489
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595984
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.798779
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.71409
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.783327
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.855339
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.930305
¹(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.008396
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.089774
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.179976
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.288927
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.403409
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.523837
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.65056
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.784142
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.891063
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.001871
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.117901
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.239416
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366817
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.500539
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.640996
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789622
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946316
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111478
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285827
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470063
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665073
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.52601
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.725984
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.795629
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.868073
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.943493
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.022051
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.121859
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.227762
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.338966
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.455805
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.578771
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.7082
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.825551
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.933147
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.045638
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163477
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.286923
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.416389
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552314
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695153
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845387
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004627
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172686
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350172
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537779
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736425
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.738307
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.808351
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.881251
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.967608
¶(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.06584
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.168802
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.276853
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.390326
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.509624
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.635208
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.762675
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.86714
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.976378
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.090665
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.210374
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.335838
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.467472
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605673
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750935
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903822
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.064876
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2359
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416605
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.607744
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825041
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.751006
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.82484
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.91616
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.011759
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.111928
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.216977
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.327268
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.443121
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.564991
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.693289
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.803813
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.909907
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020841
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.136977
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.258633
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.386178
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520029
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660641
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.808478
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.964089
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128052
(400.05, 12.30, 330.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301059
