°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ö (430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 3.48534
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.566832
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.569023
ó (430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.571899
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.575461
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.579714
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.58466
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.590301
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.596644
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.603693
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.611452
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.619928
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.629128
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.639059
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.649727
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.661142
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.673313
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.835046
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.826629
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.81896
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.812032
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.80584
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.80038
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.630766
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.626895
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.62372
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.621238
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.619448
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.618349
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.617939
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.618218
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.619187
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.620847
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.623198
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.626242
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.629982
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.63442
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.63956
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.645405
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.65196
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.65923
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.667222
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.675939
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.685389
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.69558
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.70652
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.718216
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.730679
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.891417
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.883051
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.875441
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.86858
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.862463
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.857085
û (430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.685608
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.681833
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.678761
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.67639
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.674719
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.673747
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.673472
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.673894
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.675016
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.676836
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.679357
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.682578
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.686505
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.691139
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.696483
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.702542
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.709321
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.716826
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.725059
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.73403
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.743744
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.75421
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.765434
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.777425
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.790196
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.949814
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.941506
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.933959
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.927171
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.921135
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.915847
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.742445
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.73877
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.735808
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.733556
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.732012
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.731175
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.731044
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.73162
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.732902
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.734892
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.737591
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.741001
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.745124
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.749964
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.755526
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.761811
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.768826
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.776576
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.785066
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.794303
† (430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.804295
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.815047
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.826572
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.838874
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.851967
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.010326
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.00208
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.994606
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.987896
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.981948
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.976755
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.801361
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.797796
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.794952
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.792827
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.791418
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.790725
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.790747
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.791484
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.792937
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.795107
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.797995
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.801604
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.805936
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.810995
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.816784
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.823308
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.830572
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.83858
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.84734
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.856858
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.867142
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.878198
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.890037
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.902667
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.916097
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.073049
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.064872
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.057475
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.050852
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.044999
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.039911
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.862453
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.859006
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.856289
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.854299
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.853034
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.852494
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.852679
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.853589
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.855223
† (430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.857584
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.860672
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.864491
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.869044
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.874333
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.880363
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.887138
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.894664
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.902946
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.911991
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.921805
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.932396
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.943772
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.955942
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.968916
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.982704
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.13808
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.129979
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.122667
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.116138
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.110389
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.105412
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.101207
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.922501
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.919919
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.918073
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.916963
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.916586
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.916945
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.918036
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.919863
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.922426
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.925728
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.92977
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.934556
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.940089
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.946374
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.953415
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.961218
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.969789
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.979134
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.989259
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.000174
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.011887
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.024406
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.037742
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.051905
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.20553
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.197513
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.190294
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.183868
û (430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.17823
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.173376
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.169301
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.988389
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.985953
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.984262
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.983316
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.983114
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.983656
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.984943
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.986974
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.989752
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.993279
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 4.997558
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.002591
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.008383
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.014937
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.022259
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.030355
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.03923
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.048891
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.059346
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.070604
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.082671
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.095558
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.109276
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.123835
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.275511
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.267587
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.260469
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.254155
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.248639
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.243915
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.239982
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.056786
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.054505
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.052981
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.05221
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.052195
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.052934
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.054427
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.056676
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.059682
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.06345
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.067979
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.073274
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.07934
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.086179
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.093798
(430.71, 13.15, 339.36) (437.56, 9.13, 322.03) (3.50, 3.07, 8.33) Truck 5.102204
