¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
è(397.38, 14.61, 309.65) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.719293
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.450656
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672915
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.910347
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161886
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433598
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727911
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.047788
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.40848
ƒ(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.837649
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.067319
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.194582
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.787688
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47299
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28551
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25935
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56077
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.28286
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.40116
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.301604
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.41952
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.543626
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.674475
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.812479
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.958299
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.112558
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275978
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456566
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679258
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918921
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171968
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444479
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.739726
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060616
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.422062
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.852647
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.887351
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.191338
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.805541
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4914
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30707
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28262
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57592
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.29844
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.30718
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.306515
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.424666
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.549081
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.68017
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.818523
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.964668
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.119252
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283078
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462724
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.685901
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926077
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182446
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455817
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751987
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07392
ú(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.43606
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.666401
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.753467
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.190856
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.82401
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51047
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32939
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30696
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59182
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.31509
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.21332
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.311701
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.430116
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.55478
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.686182
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.824842
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.971354
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.126317
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290539
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.469206
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692839
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.933566
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19334
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467535
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764708
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.08777
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.450557
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.49092
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.728633
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.190962
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.843094
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53021
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35147
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33213
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.61366
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.3328
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.12562
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.317145
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.435839
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.560796
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.692492
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.831482
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.978343
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.133738
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.298372
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.475946
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700092
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941361
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201789
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479698
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777889
õ(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1021
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.285028
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.365887
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.729259
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.191657
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.862798
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55063
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37424
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35814
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64287
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.35157
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.06027
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.322844
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.441814
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.567067
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.699117
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.838473
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.985712
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.141513
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.306589
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.482984
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.707632
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949502
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.21058
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492275
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791537
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.110199
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.121258
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.326006
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.730413
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.192939
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.883125
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57172
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39777
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38499
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.67311
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.37141
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.02098
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.328813
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.448072
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.573658
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.706025
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.845747
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.993396
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149621
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.315192
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490902
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.715528
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.957957
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.219708
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503093
é(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805606
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.925562
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.008653
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.322077
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.7321
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.19481
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.904083
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59349
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42206
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41269
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.70438
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.38958
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.00451
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.335043
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.45459
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.580504
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.713281
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.853358
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.001425
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.158113
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.324162
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.500418
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.723705
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.966788
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229195
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51339
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.749102
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.777503
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.981972
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.318711
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.734316
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.197272
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.925673
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61838
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44711
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44124
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.7367
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.40526
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.98897
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.3415
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.461389
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.587669
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.720784
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.861286
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.009789
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.166959
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333555
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510355
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.73215
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.975911
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239108
ì(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.524048
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.556208
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.665066
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.979399
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.315911
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.706226
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.200322
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.947903
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6444
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47294
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47066
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77007
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.42181
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.343267
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.468508
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.595103
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.728621
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.869523
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.018507
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.17616
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.343267
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520681
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740983
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.985388
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.249301
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.393781
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.444534
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.664531
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.980217
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.313678
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.680971
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.203965
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.970773
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67118
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49954
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50308
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.8045
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.43924
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49094
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.341462
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.473187
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.602824
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.736739
(397.17, 14.60, 309.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.878091
