¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ğ(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732763
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05822
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72087
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30555
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25887
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37462
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60183
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02386
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70718
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5859
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.47975
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.42669
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.056488
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.275054
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.516639
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.778625
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.060618
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.372041
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.71234
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.086405
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.500737
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.961758
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.47842
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0632
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49111
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3206
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27636
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39528
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61788
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05519
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74705
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61676
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.01114
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.5004
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.057747
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.275988
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.517651
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.779725
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.062005
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.373558
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.714659
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.088549
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.504408
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.965063
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.482705
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06804
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5026
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33546
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29367
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41297
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63392
è(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08645
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78697
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64969
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.04976
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.05898
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.276893
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.51861
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.780764
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.063516
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.375004
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.716663
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.090601
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.50713
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.968259
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.486864
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78134
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51379
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35007
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31069
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42443
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64818
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11754
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82698
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69851
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.08982
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.059916
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.278195
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.519511
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.781744
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.065088
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.376378
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.718172
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.092565
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.509307
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.971337
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.490894
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7862
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52471
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36452
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32752
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43578
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66157
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14849
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86336
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.74743
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.15325
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.060646
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.279471
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.520357
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.782664
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.066613
–(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.377679
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.719603
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.09444
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.511387
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.974306
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16251
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79088
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53534
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37873
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34406
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44699
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68552
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17925
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88982
(434.78, 15.06, 249.53) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 18.99594
(434.78, 15.06, 249.53) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 18.97831
(434.78, 15.06, 249.53) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 18.96355
(434.78, 15.06, 249.53) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 18.95165
(434.78, 15.06, 249.53) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 18.94258
(434.78, 15.06, 249.53) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 18.93634
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.061337
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.280718
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.52115
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.783525
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068088
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.378911
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.720954
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.096226
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.513369
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.977161
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16654
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79542
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54566
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39273
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36038
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45805
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71098
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20987
(434.78, 15.06, 249.53) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 18.40937
(434.78, 15.06, 249.53) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 18.38927
(434.78, 15.06, 249.53) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 18.37196
(434.78, 15.06, 249.53) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 18.35742
(434.78, 15.06, 249.53) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 18.34564
(434.78, 15.06, 249.53) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 18.33661
(434.78, 15.06, 249.53) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 18.33032
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.061988
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.281939
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.521886
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.784326
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.069512
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.380066
—(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.722224
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.09792
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.515247
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.611686
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1704
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79983
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5557
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4065
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37643
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47565
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73631
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2403
(434.78, 15.06, 249.53) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 18.09241
(434.78, 15.06, 249.53) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 18.05996
(434.78, 15.06, 249.53) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 18.03031
(434.78, 15.06, 249.53) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 18.00344
(434.78, 15.06, 249.53) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 17.97933
(434.78, 15.06, 249.53) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 17.95797
(434.78, 15.06, 249.53) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 17.93933
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.062603
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.28313
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.522569
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.785066
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.070678
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.38115
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.723415
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.099527
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.517031
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.615
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17414
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80403
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56544
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42008
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39224
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49687
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76146
(434.78, 15.06, 249.53) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 15.77096
(434.78, 15.06, 249.53) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 15.74933
(434.78, 15.06, 249.53) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 15.73009
(434.78, 15.06, 249.53) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 15.71325
(434.78, 15.06, 249.53) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 15.69878
(434.78, 15.06, 249.53) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 15.68668
(434.78, 15.06, 249.53) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 15.67693
(434.78, 15.06, 249.53) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 18.02794
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.063176
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.284295
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.523195
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.785747
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.071419
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.38216
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.724524
­(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.101043
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.118311
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.618232
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17774
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80808
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57485
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4334
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40497
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51799
(434.78, 15.06, 249.53) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 15.74725
(434.78, 15.06, 249.53) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 15.72326
(434.78, 15.06, 249.53) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 15.70167
(434.78, 15.06, 249.53) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 15.68248
(434.78, 15.06, 249.53) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 15.66567
(434.78, 15.06, 249.53) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 15.65123
(434.78, 15.06, 249.53) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 15.63916
(434.78, 15.06, 249.53) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 15.62943
(434.78, 15.06, 249.53) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 18.12015
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.063713
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.28543
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.523765
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.786367
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.072094
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.383096
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.725553
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.102466
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.121061
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.621284
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18117
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81538
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58398
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44651
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41097
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53893
(434.78, 15.06, 249.53) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 15.7021
(434.78, 15.06, 249.53) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 15.67816
(434.78, 15.06, 249.53) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 15.65662
(434.78, 15.06, 249.53) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 15.63748
(434.78, 15.06, 249.53) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 15.6207
(434.78, 15.06, 249.53) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 15.60629
(434.78, 15.06, 249.53) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 15.59424
(434.78, 15.06, 249.53) (404.27, 7.71, 251.56) (1.94, 1.48, 1.95) Tools 15.58452
(434.78, 15.06, 249.53) (401.53, 7.70, 251.86) (1.44, 1.43, 1.40) Tools 18.21604
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.064209
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.286023
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.524279
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.786925
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.072703
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.383959
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.726502
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.673876
µ(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12368
(434.78, 15.06, 249.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.624238
