¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ÿ(351.42, 8.77, 314.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.871166
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74561
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49687
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57517
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12393
ó(351.02, 8.75, 314.17) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 22.26723
(351.02, 8.75, 314.17) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 22.3062
(351.02, 8.75, 314.17) (315.74, 0.43, 305.00) (1.44, 1.43, 1.40) Tools 22.31135
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.840466
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.950183
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.066979
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.191538
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.324633
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.866444
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.033076
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.212279
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.405573
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.614643
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.841461
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.088252
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.357886
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.653471
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979047
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339206
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.739831
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188017
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.692641
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.09977
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.448015
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.82555
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23611
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68411
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61502
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07307
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30366
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76867
(351.02, 8.75, 314.17) (315.74, 0.43, 305.00) (1.44, 1.43, 1.40) Tools 22.73275
(351.02, 8.75, 314.17) (315.74, 0.43, 305.00) (1.44, 1.43, 1.40) Tools 22.77918
(351.02, 8.75, 314.17) (315.74, 0.43, 305.00) (1.44, 1.43, 1.40) Tools 22.82921
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.827115
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.935999
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.051883
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.175439
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.307431
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.846364
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.01153
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.189134
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.380582
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.587626
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.812066
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056282
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.322938
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.615149
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.93675
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.292396
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687671
î(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129542
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.626646
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.042267
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.385999
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.758383
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16314
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60457
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48747
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67138
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04214
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42794
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59448
(351.02, 8.75, 314.17) (315.74, 0.43, 305.00) (1.44, 1.43, 1.40) Tools 23.32288
(351.02, 8.75, 314.17) (315.74, 0.43, 305.00) (1.44, 1.43, 1.40) Tools 23.37526
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.813946
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.922012
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.036999
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.159572
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.290483
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.826627
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.990341
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.166309
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.355994
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.561
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.783225
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.024884
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.288593
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.577479
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895266
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24646
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.63656
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072284
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.562093
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.975831
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325665
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.693121
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0923
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52739
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36287
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29024
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79008
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10097
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15337
(351.02, 8.75, 314.17) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 23.41212
(351.02, 8.75, 314.17) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 23.37815
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.800959
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.908219
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.022325
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.143934
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.273781
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.807159
ö(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.969421
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.143864
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.331814
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.534828
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.75484
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.994019
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254891
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5405
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85458
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201432
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586422
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.016217
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498971
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.910393
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.259309
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.629709
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02351
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45247
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24118
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92806
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54708
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78699
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73202
(351.02, 8.75, 314.17) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 23.27142
(351.02, 8.75, 314.17) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 23.23787
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.788151
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.89462
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.007862
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.128522
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.257328
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.787964
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.948878
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.121759
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.307968
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.509088
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.726921
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.96366
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.22175
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504207
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814603
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157211
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537312
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.961305
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.43716
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.846701
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.190477
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.563484
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.956692
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3798
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12224
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78358
í(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31263
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48529
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32925
(351.02, 8.75, 314.17) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 23.13583
(351.02, 8.75, 314.17) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 23.10269
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.775523
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.881215
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.993608
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.113338
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.241121
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.7691
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.928629
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.099986
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.284536
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.483756
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.699509
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.933806
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.189222
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.468571
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775427
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113925
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489209
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.907558
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.376713
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.784765
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.123549
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.490971
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.890731
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30932
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00607
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47432
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0864
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19522
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94397
(351.02, 8.75, 314.17) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 23.00522
(351.02, 8.75, 314.17) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 22.97248
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.763072
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.868002
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.979562
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.098379
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.225158
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.750494
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.908699
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.0786
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.261481
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.45887
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.672552
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.90451
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.157278
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.433603
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736951
ë(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071457
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.442052
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.854916
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.317548
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.724518
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.058456
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.420467
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.814144
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2409
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89248
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18071
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86799
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91622
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.57505
(351.02, 8.75, 314.17) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 23.0852
(351.02, 8.75, 314.17) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 23.141
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.7508
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.85498
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.965722
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.083642
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.209437
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.732176
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.889096
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.057541
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.238795
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.43437
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.646052
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.875746
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.125878
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399248
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699229
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.029781
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39586
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.803367
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.259678
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.665891
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.995193
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.351982
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739741
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16265
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72635
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90167
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65708
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64767
(351.02, 8.75, 314.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2217
