¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ÿ(399.97, 14.04, 248.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 7.793014
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.18302
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.68209
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.607255
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.787201
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.980407
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185849
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.404152
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.639455
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.893775
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643334
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964788
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.315768
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700462
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107832
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556499
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05331
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60592
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17186
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80342
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5127
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20819
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98766
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8465
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79494
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85455
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02936
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39393
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16812
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.67645
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.610631
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.790812
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.983873
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190135
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.408764
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.644429
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354494
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65052
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972615
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324352
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709601
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.117681
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.56744
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06539
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61819
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18544
˜(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81865
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5274
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22453
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00601
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86017
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81155
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85849
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03659
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39801
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15526
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.65951
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.614065
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.794487
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.987813
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.19451
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413471
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.649509
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361235
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657863
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.980591
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333047
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.718786
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12782
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.578591
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07782
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63081
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19951
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83441
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54274
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24167
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02524
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87236
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8254
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85257
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02984
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40398
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14443
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64501
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.617559
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.798226
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.991822
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.198975
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.418277
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094102
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368091
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665308
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.988715
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341945
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728208
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.138166
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.590049
­(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09048
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64389
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21404
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85064
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55887
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25964
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04549
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88657
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84048
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84816
(399.97, 14.04, 248.35) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 17.25839
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4118
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13563
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63297
(399.97, 14.04, 248.35) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 17.08862
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.621113
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.802027
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.9959
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.203529
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.423177
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100537
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.375094
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.672887
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.996966
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350963
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737866
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148756
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.601727
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1035
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65736
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22908
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 11.64352
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 11.65585
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 11.71646
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06664
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90858
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85676
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86458
(399.97, 14.04, 248.35) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 17.08389
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42158
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12888
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.6233
(399.97, 14.04, 248.35) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 17.2091
(399.97, 14.04, 248.35) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 16.92805
(399.97, 14.04, 248.35) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 17.20819
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.624724
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.805893
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.000044
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.208172
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852797
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.10711
Ë(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38216
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680602
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005401
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.36016
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747707
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15959
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.026356
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.004202
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 8.983494
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.6371
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 11.08696
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 12.02462
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29816
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08876
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93176
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87431
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88255
(399.97, 14.04, 248.35) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 17.08491
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43322
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13559
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.61608
(399.97, 14.04, 248.35) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 17.43521
(399.97, 14.04, 248.35) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 17.36844
(399.97, 14.04, 248.35) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 17.43424
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.628395
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.80982
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.004257
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.212903
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858986
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113792
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389407
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.688427
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013908
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.369514
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.757738
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.054342
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.030714
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.00855
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.59826
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 10.29018
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 11.09138
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 12.02984
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31869
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11184
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95609
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89308
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9021
(399.97, 14.04, 248.35) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 17.28292
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44162
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1524
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.61127
Â(399.97, 14.04, 248.35) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 17.38139
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.632124
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.813811
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.008537
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628558
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865217
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120559
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.396751
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.696368
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022611
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378997
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768016
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.06007
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.036427
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.014249
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.601578
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 10.294
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 10.78285
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 11.18604
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 11.73316
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13588
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98168
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91308
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92322
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02057
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44261
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17131
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.60889
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.63591
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.817863
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.012885
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634485
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871615
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127412
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404166
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704483
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.031448
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388671
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.778491
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.06716
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.043498
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.021301
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.122669
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.405189
(399.97, 14.04, 248.35) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 9.90416
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65077
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36229
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1609
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00842
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93439
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94591
©(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02359
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44544
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1924
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.61359
(399.97, 14.04, 248.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.639754
