¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
©(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1988
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844635
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098025
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372035
¸(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669286
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.992764
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345985
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733262
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159654
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.631351
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05723
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48004
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94172
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44745
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98041
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56741
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46021
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57063
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40966
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37884
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53113
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.97698
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78067
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16351
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56344
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8423
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095501
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369325
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.666335
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98953
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342467
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.729393
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155384
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.626578
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03069
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45117
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91013
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41011
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9394
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52219
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60296
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33595
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55048
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48166
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68135
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11359
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.7118
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.09213
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48939
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839899
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092912
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366532
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663288
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986192
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.338832
¹(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725405
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150991
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.620034
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00456
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42273
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87906
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37341
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89917
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47782
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15179
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51735
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69457
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58696
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86669
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25396
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.64616
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02406
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41882
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837481
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09029
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363682
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660203
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98283
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335131
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721316
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.146503
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596346
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.978853
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39475
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84848
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33738
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83149
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16038
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51004
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00302
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83771
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69483
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07381
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22378
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58367
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95931
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.35168
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83496
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087594
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360775
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657039
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.97938
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331367
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.717189
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.141924
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573022
·(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.95357
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36721
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81843
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20869
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50101
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8108
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1396
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48912
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9381
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80532
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28585
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16642
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.54085
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.93778
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.35297
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832443
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084833
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357801
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653796
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975866
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327524
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712958
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137259
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.550088
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.928697
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34016
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67543
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97645
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18946
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48171
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79147
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12028
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46989
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91851
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49017
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17924
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55964
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95729
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.37327
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82982
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082046
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354766
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.650506
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972252
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.323556
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708644
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132491
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.52753
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.904213
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17271
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45644
¸(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75808
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96665
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17144
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4638
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7737
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10264
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03702
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65181
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.20002
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58123
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.97967
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66726
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827192
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079186
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.351682
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647151
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968606
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.319553
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704239
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127635
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.475986
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718291
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.974874
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24698
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53593
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80593
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95898
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15486
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44745
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75755
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08681
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63932
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22355
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60563
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00502
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.972
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824475
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076299
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348502
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643703
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964846
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.315481
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.699748
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.106981
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305695
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.538764
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.785281
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04644
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32349
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6179
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79931
·(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95347
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13978
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4327
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74325
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07294
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.24979
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.6328
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24279
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.70647
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821758
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073324
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.345302
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640218
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.961062
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31133
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682587
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.055959
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.195086
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.366355
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.603441
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.854303
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12023
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40249
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64544
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79487
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95024
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12643
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41977
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73084
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06118
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66285
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54068
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.80898
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81896
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070284
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342018
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.636667
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.957197
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.297498
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63641
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005551
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133102
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.224894
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.428883
(423.03, 14.86, 246.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670149
