¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‚(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.246303
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.372184
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.404377
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.437751
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.472258
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.508
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.545024
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.583341
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.622996
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.664039
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.706544
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.795405
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.079213
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.986766
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.003254
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.020488
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.03844
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.057203
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.076748
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.09708
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.118233
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.14027
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.163135
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.186863
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.211523
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.237085
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.263621
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.291165
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.319666
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.349226
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.379848
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.411546
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.444419
„(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.478415
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.513644
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.550084
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.587868
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.626893
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.667383
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.709206
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.786949
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.068962
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6492
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.018197
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.035096
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.052715
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.071146
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.09033
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.1103
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.131117
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.152756
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.175227
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.198617
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.222842
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.248033
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.274163
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.301266
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.329353
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.358462
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.388634
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.419899
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.452248
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.485777
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.520497
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.556421
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.593624
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.632148
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.672006
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.713279
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.77978
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.060209
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.376474
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41799
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.050608
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.067956
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.086025
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.104879
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.124485
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.144943
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.16622
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.188352
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.211348
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.235207
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.260026
ÿ(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.28575
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.312451
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.340128
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.368794
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.398544
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.429362
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.461282
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.494317
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.528535
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.563983
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.600671
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.638642
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.67797
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.718674
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.77374
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.052793
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.367326
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49349
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23277
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.084059
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.101799
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.12032
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.139657
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.159751
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.180698
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.20244
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.225101
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.248626
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.273047
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.298401
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.324699
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.352002
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.38026
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.4096
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.439998
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.471465
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.504042
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.537831
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.57278
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.608962
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.646451
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.685225
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.725403
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.768707
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.04652
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.359575
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9139
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46454
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12074
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.118503
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.136728
…(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.155703
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.1755
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.196089
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.217526
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.239856
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.262989
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.287077
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.312067
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.337995
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.364927
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.392811
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.421743
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.451698
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.482751
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.514941
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.548274
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.582792
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.618533
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.655486
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.693782
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.733466
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.774492
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.041358
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.353087
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34517
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02134
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43759
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97493
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.15405
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.172729
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.192197
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.212491
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.233603
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.255569
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.278403
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.302129
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.326786
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.352383
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.378919
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.406433
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.434986
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.46457
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.495243
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.526985
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.559899
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.59399
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.629277
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.665793
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.703615
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.742787
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.783325
„(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.03709
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.34767
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.699998
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44398
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13233
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38573
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59072
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.190693
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.209863
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.229825
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.250642
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.272288
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.294821
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.318223
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.342521
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.367782
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.393982
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.421158
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.449324
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.478562
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.508831
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.540223
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.572721
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.6064
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.641261
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.677378
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.714738
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.753439
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.793495
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.033611
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.343201
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.694289
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9224
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54601
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23677
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17594
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45957
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.228452
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.248149
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.268644
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.28999
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.312202
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.335304
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.359307
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.384238
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.410111
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.436926
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.464783
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.493659
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.523557
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.554578
…(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.586701
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.619994
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.654442
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.690136
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.727101
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.765335
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.804949
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.030764
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.339515
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.689533
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31396
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01657
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61225
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26216
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97853
(347.58, 7.13, 359.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93269
